"","CNS","Crystal cells","Dorsal vessel","Epidermis","Fatbody","Gastric caecum","Germ cells","Glia","Malphigian tubules","Midgut","Muscle","Plasmocytes","PNS","Ring glands","Salivary glands","Trachea"
"mTerf5",0.0963085862691534,0,0.137409399699628,0.0730863425558663,0.153541124931879,0.11151527662826,0.105613315618921,0.090501141713929,0.144504525255824,0.166822313900159,0.0446342990819781,0.130406407331419,0.054845301101083,0.139134617773364,0.0811349593490072,0.0308043166459609
"Non3",0.443832084081254,0.12206448855198,0.597797502938935,0.180222952392238,0.767413671142619,0.69977092512444,0.539192448201428,0.21798314651508,0.551629059292912,0.741821244299424,0.148496089378392,0.419382213602665,0.101786956865799,0.698028458853615,0.0699697031185497,0.132831322058197
"CG7168",0.151399314977799,0.0243948136100857,0.155457810487343,0.100322503328619,0.128760158750729,0.111087590259186,0.354212783590041,0.241835972490623,0.204198420055653,0.113053535095622,0.0354919708320563,0.129026804396808,0.150436051928242,0.123635574187383,0.0699697031185497,0.0342416427019865
"Mdh2",2.9241607886629,0.0748010918526936,1.05789610284796,0.344333600772252,2.32059329593953,4.57655051148707,1.12016310584804,2.92395821968884,4.94859379557207,3.83339705357663,3.46757384798825,1.1913756045402,2.33292684773303,1.84772889523888,0.0786361681454634,0.156940188649817
"repo",0.321942598737738,0.00309949887302221,0.0194324378661733,0.0235701678938862,0.0255319808787511,0.00480873250810002,0.00836221723232659,3.87067676196153,0.000975687811122451,0.00664438060998223,0.0105314112365211,0.0995847693173236,0.446084748365047,0,0,0.014744528698869
"CG7156",0.234690154497915,0.00309949887302221,0.108123277921327,0.0468784967507974,0.0254758281535127,0.0170575082188714,0.0749428069904476,0.121515015189431,0.0734187244438286,0.0392377952396387,0.0261972728182097,0.040425465517542,0.096189605789668,0.0809678663206192,0.0303518692198659,0.0423426206270006
"14-3-3epsilon",57.9812018380251,1.12213898222994,12.016262137794,5.86743000432922,3.1487038919214,4.29582747355785,25.6158891260346,25.0749381791284,3.56582130711256,4.10269033925324,1.55030060727811,6.96966946266648,42.7383720103474,10.5934606579856,0.712400658950349,3.0463647792979
"CG12320",0.0798091298458304,0.00529293203028404,0.041239315074908,0.0122334806886367,0.0613002574561165,0.0323079622388381,0.0723925246196112,0.0333881556926354,0.0277191103189553,0.0402968206681381,0.0176741366783347,0.0635741288484456,0.0348134545582472,0.012739092577647,0,0.0125746821383457
"CG18598",0.00447653337916042,0,0.0442095265714197,0.00081915150602621,0.0162488767409723,0.000683592414858565,0.00378814998497999,0.00343236860892965,0.00321052849719058,0.00194476107269098,0.0629700651453594,0.00466152655671679,0.00197839513378106,0,0,0.00160018101247613
"Ada2a",0.00654823244433735,0,0,0.00283130529968303,0.00356555668473721,0.00809099441061528,0,0,0.000742788305481495,0.00414508990666378,0.00282609342351293,0.00649941505264526,0.00138498339116044,0,0,0.000731567069568142
"Rpb4",0.00126240545508456,0,0.00122246818282061,0.000755178181271158,0.00170429957515961,0,0,0,0,0,0,0,0,0,0,0
"moi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tgs1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG18599",0.0650730064641395,0,0,0,0.00574509305913151,0,0.0028985675279277,0,0.00437831821791941,0,0.000832143853040733,0,0.00197839513378106,0,0,0
"Vps39",0.104890535281873,0.0130762608224452,0.0633351829872859,0.0301968037866732,0.0267561226167197,0.0390073502560582,0.0812096862956179,0.0507968241298594,0.0435195380297552,0.0415584903398121,0.0198241799988914,0.0653989198532755,0.063012789207253,0.0408721678665644,0,0.0279166206942851
"eIF1A",5.81578388035075,5.89376960057053,7.1023407655737,6.3343675314477,3.97977210480104,3.65907564960954,6.34393618969603,4.71933715448843,4.34127890333023,3.32958085440469,2.78494474641459,5.74128894843649,5.76544259634187,6.20123472945966,1.77920767677188,6.61089737283188
"CG7142",0.000696069649998297,0,0,0,0,0.0237792275706916,0,0,0,0.000258042674065266,0,0,0,0,0,0.00506437833489516
"CG14312",6.43497388593662,0.0813315880207332,0.289710141956271,0.172786417134919,0.196766481514278,0.111514069472893,0.112481637841278,0.609742500744952,0.0287544364153904,0.093750134522782,0.071957688898858,0.285523893605184,1.49583261501418,0.621675337277596,0,0.069321188567443
"CG8064",0.101977148264857,0.0726188567236607,0.178309729540134,0.0508675120031711,0.176811808196334,0.115204027319779,0.180527274123049,0.0608915510061651,0.129692461292942,0.101379464079095,0.0183440034802246,0.0868476405959645,0.0203849665880934,0.1597181114099,0.00866646502691371,0.0284743622553728
"CG7131",0.0235934549034922,0.0139490625780398,0.0925874737272264,0.0173133060362259,0.0042427632937673,0.00891649298987122,0.00272271910333236,0.0271203715176733,0.00551930023832473,0.0136149792324929,0.00303741658427374,0,0.0427265594381722,0.0413173108244043,0.00866646502691371,0.0241238102535403
"l(3)05822",0.417950935980986,0.0672616556893742,0.86794043609496,0.378809729788339,0.0931140006071526,0.13261783119572,0.205627742992827,0.416494154655406,0.183838119270084,0.157504196334496,0.0727991887085796,0.539464144360173,0.753080050295525,0.276899455031311,0.117654502392243,0.40911743928616
"Dlc90F",1.62063695227138,0.256159771444454,1.51895459277726,1.03410669662714,0.663611676009554,1.12563790726365,2.23302848618021,1.74056679975836,1.11347360629655,1.32636356267824,0.257993740518671,1.16152334085485,4.77892522706507,1.61203366047017,0.364465665089176,0.960485631550848
"CG18600",0.222720131846824,0.319063992085247,0.35588152591596,0.114540197546537,0.299147521687198,0.254095885540687,0.328010087939208,0.113835665806196,0.258966656079825,0.27262916900481,0.0420792790389365,0.152065539884366,0.131785851093643,0.371764187837586,0.0303518692198659,0.101964177286815
"CG7126",0,0,0,0,0,0,0,0,0,0,0,0,0.000777221744705818,0,0,0.00179047408032331
"PKD",0.270242985373097,0.00309949887302221,0.676943455723259,0.686272711343535,0.0145940815801032,0.0111630621108503,0.264780421361483,0.0530340513245439,0.0034125825435777,0.0164825039262779,0.0238317421680332,0.0726629670936712,0.174569729775591,0.0762439396351655,0.168878156658655,0.247423202959768
"CG31235",1.02940831109373,0,0.0461433647162594,0.021600511007295,0.0455292899800237,0.0223291381289398,0.00969773140969133,0.487367617981143,0.00100173600850274,0.0513546817870955,0.0418875595240126,0.194335715731865,0.0357314459189888,0.181710398410002,0,0.00863256116330483
"CG15803",0.130484379449913,0,0.00924654915174316,0.0283451526856386,0.00307025239689383,0.00615616850656503,0,0.0493312054397773,0.000845687989167075,0.0145801430916785,0.00873470813418044,0.0062128008548814,0.377084140928354,0.0511897312544434,0,0.0592599147398205
"CR45634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00236261971499099
"hmw",0.00169101859338206,0,0,0.00164620154032795,0,0,0,0.00532059592039637,0.00528399330936241,0.00179360905115298,0,0,0.0673343464027717,0,0,0.000144811808510943
"WRNexo",0.164863991708402,0,0.22218439489985,0.0163309526208349,0.505271100092552,0.41515884712546,0.245444992451381,0.0107602300875973,0.0847595650168056,0.416681808922789,0.00630431017768581,0.241852730554908,0.00595754707864725,0.130204177363088,0.0699697031185497,0.00478932376351472
"Nup43",0.12733903770834,0,0.122595414794248,0.032725027619366,0.146196077774375,0.279290159087222,0.26093310335335,0.0251496731536103,0.124186762994507,0.190219508935884,0.0099273462169313,0.0808884817742274,0.0205628516912104,0.0467407157707095,0,0.00594062875197024
"gl",0.014848383004372,0,0,0.0155516195505653,0.0016459969307816,0,0,0,0,0.00133061882346849,0,0.0204568700988749,0,0.677510901409005,0,0
"CR14310",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR44946",7.9208563244109e-05,0,0,0.000791729446157456,0,0,0,0,0,0,0,0,0,0.0609219346240214,0,0
"CG7675",0.0841811902662616,0.0369126103756297,0.452005186730045,16.0077677503832,0.0516297479049734,0.0865790429243853,0.0794976605411529,0.758108853457875,0.0269109812872883,0.0439437198122917,0.225801690609351,0.61856453885313,1.66648145597644,0.868958126395186,0.0780366684935592,10.0812861858401
"CG14309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cona",0.000506733975087408,0,0.0840703270344397,0.00760485899563851,0.00394476932919349,0,1.31232389512346,0.00140955829940174,0.00250767075574953,0.00222108199238219,0,0.00341167680503291,0.00394201576024034,0.00292811192415019,0,0.000969868141206559
"Vha100-4",0.00103002201176492,0,0,0.00361176126937502,0.00340738083193026,0.00306913408678529,0,0.00518831720795937,0.00348335856687198,0.59195113865858,0.00273113977290573,0.00393296651865603,0.00161246767438118,0,0,0
"Vha100-2",0.189739080322133,0.0861580530716809,0.339447938920764,0.55085581141088,0.16247004070522,1.1432547356756,0.298411844460442,2.07011814875898,3.80110806540933,1.44176575479766,0.116073712884629,0.297613990670997,0.65885412602043,0.237272832286379,0.439193593181089,0.389996306153842
"Vti1b",0.661042161533797,0.711619897963249,0.815299094191845,0.55282702534536,0.535978885014082,0.625351611907205,1.22364352017539,0.676317406238419,0.570302625180164,0.781414337146503,0.132086157875568,1.04069365855376,0.654079787461061,0.648889875540414,0.26488117237264,0.349354112543581
"CG12333",0.198401121589025,0.00671746864285638,0.0931829496974888,0.0466447353717647,0.0404764869098781,0.0649957995234412,0.0697565788868908,0.0899822735506254,0.118982121888413,0.0612917535260826,0.0294626378315413,0.0792769472900492,0.105072243691034,0.0935231346236014,0.0770891393254814,0.0351876133036958
"koko",0.239723919531063,0.00615025818783873,0.15891097062586,0.293726979969988,0.0516744642921582,0.0247741175697128,0.505238985983604,0.0551626225544235,0.0452540123314035,0.0478020820392212,0.0131548650567925,0.0464552935287197,0.0761155261582946,0.163820042069801,0.0346658601076548,0.086022740802905
"CG7685",0.190544492745057,0.0423836372437546,0.19800461291256,0.223094154876766,0.0896321634583084,0.0242714162205598,0.287873320759651,0.166370337068569,0.0952326494634242,0.0764357425904053,0.0221329359050556,0.232511693959929,0.242483917070279,0.108679442938831,0.194978765935965,0.124946024949507
"CG31122",0.513813700426741,0.00309949887302221,0.188065620158039,0.0584953496067222,0.0357749028450669,0.176936862602102,0.226957186949958,0.0904019163381825,0.0319299974755907,0.0719812340342541,0.248337627785977,0.115814718307156,0.159083164032582,0.106201714864149,0.0469723943238559,0.0194542064051566
"CG10864",0,0,0.00154394253445887,0.00105049636505519,0.000800420761510546,0,0,0.00300699878968299,0.00106840460482385,0.00216909139311841,0.0052142810593676,0,0,0,0,0
"fru",0.0389467482972186,0,0.0101183336662503,0.00196880106657569,0.0130653527094337,0.00344752453947967,0.145789919993829,0.00889014413538789,0.317371149213591,0.0125199171309585,0.0125234155727991,0.00706025219220831,0.0655293266141854,0.0284384228955833,0,0.00924855985479361
"CG7691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG43210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hemo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG7694",0.076158723357315,0.0583858728817309,0.0734344909808566,0.0406820742564575,0.092776804059646,0.191680834097558,0.0927857673810354,0.120530306073056,0.135810576457693,0.178537048114185,0.0488661132489758,0.058313430538327,0.12790891583242,0.0951777885808425,0.102820363541959,0.0236944021090835
"fray",0.046789349849086,0.11047009659591,0.135951334701337,0.068457939089457,0.0673222766200604,0.271283943064501,0.123093576731177,0.29418796178123,0.367711676817587,0.36815556583809,0.130416921765273,0.110887440597192,0.115007562282448,0.0457619964915662,0.0173329300538274,0.0774870320970538
"qin",0.00697467713190773,0,0.0142164574989173,0.0002730007201759,0.00205554945025232,0.00386476417209022,0.464398750906545,0,0,0.000386512189294734,0,0,0.000854885641520291,0,0,0
"CG14304",0.000137534092122673,0,0,0.152532654122148,0.00050036007187277,0,0,0,0,0,0,0,0.0317392934836513,0,0,0.00603900868727911
"CG14305",0,0,0,0,9.91872261453085e-05,0,0.0114220456453515,0,0,0,0,0,0,0,0,0
"CG7695",0,0,0,0.019258913738262,0,0,0,0,0.00110834984220423,0,0,0.00341167680503291,0.00672296834009445,0,0,0.00105265030685508
"tRNA:Pro-TGG-1-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG14301",0.0157721671660757,0,0.0242506848650585,1.3893222486628,0.000552224173685808,0.00625822720555611,0.00812370644714857,0.0352243849668901,0.00108908971703271,0.00500042199130501,0.0251119079480809,0,0.115826182482015,0.0559607798506249,0,0.0192100386534134
"CG31224",0.726035085975373,0.128203228952067,0.464809956131833,0.350424726767025,0.246739000487268,0.211819984187811,0.393140283508017,0.30078905657733,0.320590046356063,0.200482746125495,0.149406702046474,0.291003210018801,0.568257278727045,0.551528975592215,0,0.20171098274894
"CstF64",0.213623070645776,0,0.105458006044878,0.0161699155744584,0.0747599339573725,0.0805285561274345,0.335207009511222,0.0474557092903518,0.0767885048239637,0.121476902716349,0.0202828085861084,0.0681349194357282,0.0566996805982565,0.0731180097011631,0,0.00512689702450387
"Cpsf73",0.121907524905215,0,0.0573222810492614,0.00921564072980964,0.069219602836489,0.0819801090990998,0.153232330540587,0.0137414495950483,0.0820458457815997,0.0947832405716772,0.00732140516872813,0.0374199991382745,0.0164358492532744,0.0150785112039868,0,0.00086927414710216
"Gos28",0.37264866935644,0.0831722400012394,0.268884642742759,0.228957432039646,0.18806410934119,0.229065361567533,0.418673392362631,0.285282584301402,0.279859884452037,0.339577789352551,0.0800444739720881,0.268174711468726,0.278801402900084,0.377046885038376,0.319076665358709,0.170543250840595
"CG31231",0.000866069086394886,0,0,0.00127866838451502,0.000139867011927453,0.00164168891702379,0.00277906000518573,0,0,0.00060751865082258,0,0.00588834519834891,0,0,0,0
"CG31229",0.491999426295107,0.036260421629046,0.509477931481187,0.397178447018057,1.35014337827066,1.26722890704496,0.833415959282586,1.02568989059944,0.834167137837094,1.20795887802955,0.623361917363342,0.673029801193353,0.547325486172231,0.938455796027368,0.056351264300607,0.119087573569946
"CR45028",0.0018440740825055,0,0.00849043896606951,0.0107760948228251,0.000404280665368334,0,0,0.0102622268775157,0,0.00437843803535818,0.00217904801750211,0,0.0120296003852132,0.00342154533410706,0,0.00266496967574616
"CG7702",0.0672205599385478,0,0.486849136937648,0.476610237971254,0.0884049710470157,0.627705022101779,0.109886294739759,0.280440721321552,0.550072490900212,1.5743429637278,0.0211710006916718,0.113433472374219,0.110850199324329,0.131882138763508,0,0.0649660915606382
"CG31230",0.000750448405812629,0,0.00702365928812549,0.0013780679580154,0.00255234969670236,0.0185876638287133,0.00499511976798668,0.00197086393017466,0.00604628681512054,0.0194679852515312,0,0,0,0,0,0.0006060131166691
"CG7705",0.101067672425212,0.0139187225580508,0.0817579144647087,0.0213468715889076,0.0973843646353041,0.109412299195167,0.165348978535096,0.0219331601035204,0.0917189077785254,0.11535045051866,0.0426484677365493,0.0869931014273283,0.0747447066685498,0.0658373449885885,0.059756209271654,0.0087380917205295
"CG7706",0.190115922532276,0.0125020512777673,0.0371142792196694,0.0420740675775904,0.0295421086928598,0.0223346597099938,0.183845660209343,0.046431993822589,0.0269490093548169,0.0337534415013324,0.0216128370681822,0.01700702453642,0.0778389302657688,0.0755543759481848,0,0.0221904838714673
"CG46318",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG7708",0.503495360533803,0.00929849661906663,0.0331308219631681,0.0448918126227683,0.0165566166620564,0.00619750611460312,0.00562128663126006,0.131069211361501,0.0018482537448221,0.0319966009788534,0.0157682058293182,0.0406101949598225,0.768679573521696,0.0164915793877695,0,0.0158947895938378
"Muc91C",0.00395342031684472,0,0.000603635928579487,1.04242719273014,0.00243237419144339,0.00136718482971713,0.0147339232185948,0,0.0061183163444577,0.000988013815213844,0.00240437030796229,0.00603689751762774,0.0928616931346929,0.002935373065369,0,0.513591261870623
"CG14300",0.00309265517104666,0,0.00496274713860407,0.000193423373203049,0.000319838565961571,0,0,0,0,0,0.000436705899451262,0,0,0,0,0
"CG34282",0.000474207610937314,0,0,0.00767091442833005,0,0,0,0,0,0,0.0032297863819287,0,0.000906164224236932,0,0,0.0124142553821481
"CR45996",0.00190821869572278,0,0,0.000236269638850516,0,0,0,0,0,0,0,0,0.00129004282107009,0,0,0
"ChAT",0.577122716551419,0.00929849661906663,0.03079355141359,0.0401452638940202,0.0191968021388565,0.00344752453947967,0,0.10383671702737,0.00134951309567508,0.0109734612407223,0.00721286397054518,0.0324527282794507,0.740827399648769,0.0404408564972052,0,0.00375980012710784
"VAChT",1.79570347867454,0.0632510541056346,0.17099941426665,0.134470041575229,0.0587701520283536,0.0166756463430798,0.0149759365498974,0.444238632354081,0.00628196880471955,0.0419960186999951,0.0426989291251577,0.103980992054619,2.40567082377144,0.0561868396316967,0,0.034032414277572
"CR46265",0.000648620614213885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG34283",0.00527212184852433,0,0.0116062333063652,0.000358647948878034,0.00187122656873976,0,0.518961487095208,0,0,0.00534174674149432,0.000576680915298722,0,0.0151883956972122,0,0,0
"CG7714",0.0024663276179148,0,0,0.000193423373203049,0.000834088699872183,0,0,0,0.000842971447376917,1.20817219831173,0.00259083064499108,0.0246518516249872,0.00493422092456843,0.00311012969240817,0,0.0019051968263931
"CG7715",0.000562038410369651,0,0.00109143567885771,0.000401178180079257,0,0.00359696703739407,0,0,0,0.000463141787153003,0,0,0,0,0,0
"CG14302",0.000482940322254621,0,0.00400109630038631,0.00235265395498607,0.00335900772334201,1.84192218199377,0.0211642324134868,0.0049136220931835,0.000846589084114213,0.00412747386748298,0.0132432767563,0.027344256748803,0.00262873940721705,0.117564464634549,0,0.00301865139221239
"Mekk1",0.0688287107933047,0.0199264409307618,0.0881528624118182,0.0698196309769814,0.0986063335818807,0.167483994863617,0.156310830538245,0.119350790601109,0.305490340933247,0.107534228758271,0.0289557245409957,0.0425603934880312,0.10332633368308,0.0754098997691884,0,0.0807188182344212
"CG7718",0.0952167687838989,0,0.14050697403638,0.0681686907921228,0.45025745942233,0.539002711177525,0.172996280348513,0.132644726945266,0.300301292672227,0.329772678017935,0.134489516393816,0.130332402557792,0.107352743886133,0.20388009485414,0.0390183342467796,0.024973645400338
"gwl",0.117246365078236,0.00709572128006812,0.0331617890570287,0.00956561211199094,0.0226181414635066,0.0185094025611864,0.111309456475516,0.0048359803856663,0.109965587277558,0.00558380654995955,0.00243245856356916,0.0286561375262459,0.00581662481268509,0,0,0
"Epg5",0.0611627108802078,0.0176556149984946,0.0769174171038405,0.0270958231136112,0.0327351429505598,0.0372295902620884,0.175128533978986,0.0422328561732693,0.0482872670725839,0.0399695149002036,0.0207947629621006,0.0614675333890248,0.022886733939777,0.0303309698512932,0,0.0257789995205987
"CG7720",0.0250858084984059,0,0.0982881629641941,0.50241466837394,0.183456566235963,0.0084046812283588,0.0752261060819566,0.0288345366953261,0.0866727679076293,0.00953400925029911,0.0316224983938635,0.0944634833186351,0.0835762959186506,0.0506881033662946,0.0816382544315107,1.59755963469175
"CG18208",2.51749413335813,0.0388313869516422,0.990757596060726,0.138376973320021,0.0724013373491735,0.257273375987031,0.138058494405789,0.296722224359988,0.747447994336514,0.0822812699026648,0.54142536117653,0.456994462111201,0.691656031026551,0.263972359903982,0,0.155688970780163
"CR45633",0,0,0,0.000275695146012009,0,0,0,0,0,0,0,0,0,0,0,0
"CG31226",0.000282416604734789,0,0,0.00315812964019935,0,0,0,0.00247940605332111,0,0,0.00145892055647622,0,0,0,0,0.00148743093457822
"CG14298",0.0581234096270814,0.0111487957196309,0.0567656903892844,0.160230380246698,0.0047272492594981,0.046118742438057,0.0177796176327726,0.0111340373431065,0.0085475623653663,0.0088283165039547,1.06364827720194,0,0.00183422998181134,0,0,0.0219148243393247
"CG14297",0.000220905515323138,0,0,0,0.000122224240144427,0,0,0,0.0019284364931151,0,0,0.00661712644666927,0,0,0,0
"Rh2",0,0,0,0,0,0,0,0,0.00289926582288394,0,0,0,0,0,0,0
"CG14294",0,0,0,0,0,0,0,0,0.0156829194175147,0,0,0,0,0,0,0
"CG34284",0.0325968015218871,0.0246147593204069,0.684490898496634,0.0366100654853457,0.0356948363000696,0.0487609501240294,0.278082536900431,0.0223341361449043,83.584584713999,0.0300254675592998,0.0221722719171799,0.0695827054140953,0.0191568110462223,0.161885619366663,0.00866646502691371,0.0349491426914965
"CG14292",0.00646755734821631,0,0.00778652308324289,0.00512487619374305,0.00603400550237203,0.0175645505441175,0.0410489580983763,0.00336982744124622,22.2599385452096,0.00643098913581381,0.00270386212047463,0,0.00306730649832164,0,0,0.00446287651285718
"EndoA",1.35576727989489,0.0729054592529318,0.412954219962405,0.222173415036678,0.106747656501712,0.262634445142463,0.263558180010114,0.567578325693124,0.157119803628307,0.250498103706021,0.196708082271535,0.242114453013579,1.08937301515869,0.407334719324559,0.109121947387001,0.221613729208531
"CG14291",0.0322341550864673,0,0.0460719983023402,0.434787281194748,0.00371482985674665,0,0.0092801132038309,0.010792113139177,0.00156010815917846,0.0014436302727405,0,0.0787898327822407,0.0144256300553883,0.221085554190924,0,0.0194863068638925
"Xrp1",0.656855278839605,0.13492923991595,1.74266134325879,1.67405845470446,1.4254109009886,1.12775482994964,1.11956034142717,1.15515251774653,2.36374365130542,2.68908067416406,0.954112746253546,1.36017897286622,1.62720615798829,1.84684340563459,0.533783397027157,1.01518845202988
"Mpc1",0.204662807573323,0.105608707034043,0.158378646865404,0.195164691439295,0.929317339627154,1.3637596553613,0.226635256087933,0.492222041026569,2.24743560570564,0.669746462295587,0.252033936094197,0.376274053717801,0.248249150606352,0.328047909673856,0.293714826203063,0.057579192228647
"CG42613",2.84852340667481,0.049926269814899,0.0952783118788328,0.0876440773644676,0.103537369083944,0.00827003986652107,0.691201912696569,0.234329090244971,0.00348903749363156,0.112377400444941,0.0476197316591574,0.140243890831892,0.159999340856728,0.296101840128208,0.00866646502691371,0.0332214827709253
"CG43732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"euc",0.0453373980362607,0,0.0041060460295972,0.00226854447676961,0.00104963262675604,0.00359696703739407,0.00668671751290768,0.0472348967123623,0.00119048922916775,0.00255312157862957,0.000612090888396673,0.00603689751762774,0.0270894533578354,0.00317726198812721,0,0
"Smu1",0.317423880519145,0.0174347457470425,0.1244208174422,0.0750509975278676,0.101608532110448,0.127541206863713,0.184361281576572,0.103806170712559,0.0947881790934212,0.12949078528527,0.088367971641535,0.0845142522204247,0.194106231415332,0.143504919674322,0.00866646502691371,0.0273554059593223
"dnk",0.771093992938194,0.00574875194595253,0.423965442137263,0.0767138224922949,1.41109993074666,1.01420522836133,0.556074017680878,0.130285102621155,0.192541462465519,1.10065092606565,0.0659685343553086,0.589617172042437,0.155566219598107,0.444843328806733,0.0390183342467796,0.0235511077334375
"snRNP-U1-C",0.98805034634066,0.0487734318559046,0.549649887377265,0.265720519635538,0.444444846936003,0.459802136611654,0.567321226467878,0.771181471465206,0.462408946466035,0.644616471447451,0.270160812843299,0.516573515427563,0.706347305245313,0.57198811543651,0.216798080150589,0.127343968672562
"gukh",1.68334411907088,0.0570959279552459,0.68843314782031,0.477490281587243,0.113472853581011,0.34636878998404,0.163885588353043,0.893331876149681,0.307505279121976,0.162035910935936,0.0988606819080132,0.193541189931104,1.86750362058984,0.444489287015267,0.281739620774502,0.284068548939648
"CG6005",0.2173787817185,0.03048424141919,0.103524907264055,0.0424181628242825,0.024924663944787,0.032841933650107,0.101740189601108,0.114326639243388,0.0623865642155961,0.102997027283465,0.0117547369322166,0.153628786921468,0.0902128008184811,0.0773046301943905,0,0.0349143253851336
"CG14286",0.134193555572429,0.0128677274821203,0.207533872491403,0.0532265730609101,0.315956749027571,0.331900175809705,0.337618532056105,0.0581599838099602,0.173127843973072,0.375390684930349,0.11494178490168,0.146218861196805,0.0540452349032935,0.101984201051981,0.00866646502691371,0.0299178947977572
"CG14285",0.0136660549103217,0,0.267108825588096,0.0265880038501873,0.0127638399434099,0.0555443954306152,0.0337258175504934,0.00813572278407344,0.0363447148646519,0.0176122597196837,1.25279171000308,0.184688137478805,0.0189416409545893,0,0,0.0110650347746864
"GatA",0.0854455139818107,0,0.0903779187105498,0.0282876159345886,0.168580475770982,0.249744914872948,0.438687449010793,0.0835627077051471,0.209139196565882,0.235441237095019,0.0924003469633211,0.0887300932770715,0.0880136835337537,0.0758561303256352,0.00866646502691371,0.0106564687853508
"NP15.6",1.84122199297608,1.0711090849997,2.0276195265067,1.20717650557474,5.30179410381406,8.26402061476419,5.73998048040383,3.23466859567659,6.67084339913124,7.11521177960424,5.26298099044842,2.8838754718346,1.881228432344,1.98875756446195,0.780113820448318,0.658327669997653
"P5cr",0.760732524241646,0.0937716239504895,0.588088433051805,0.294435564678974,0.632907856091641,0.368124337865826,0.550071156073733,2.15339034923121,0.078817019266421,0.310485585556182,0.323444563069026,0.447432260645154,0.886466904438109,0.622077581398777,0.0173329300538274,0.244802590369619
"Prp18",0.247676024047552,0.0415248994453795,0.178180244177748,0.0958750131285553,0.0916720658143676,0.0963027352214258,0.136161538228519,0.100858037748752,0.120268231547582,0.112974299866871,0.02084691590128,0.118054472411887,0.137644854710567,0.162507503362002,0.0390183342467796,0.0563784391014143
"CG6013",0.324660862635168,0.0527367814601118,0.164598818061158,0.103172922307465,0.0852238558844839,0.180487833067027,0.393027459223672,0.151609364063062,0.129352219113192,0.193015437468108,0.183363226103636,0.0856640120568604,0.373787008076791,0.140321889775675,0,0.0830747179213107
"CG6026",0.00390267673149481,0,0.00492330685243166,0.288387855933995,0.00278075636046797,0,0,0.000934378154986239,0,0.00370234166928166,0.00466373450139895,0.162888963554398,0.0307580656290006,0.0839450780280235,0,1.64309488665908
"cdi",1.76955320308593,0.0848456711593362,2.04303201203371,3.06536818079844,0.288914837765714,0.721589716224195,2.39184898952885,0.613393582423258,0.596151391048177,0.736341533022488,2.81443976323728,1.28434108622501,1.91964965057943,0.861426170914252,0.580865804499707,0.587331928747295
"CR46041",0,0,0,0,0.000194111124652896,0,0,0,0,0,0,0,0.0187162791817078,0,0,0
"mRpL55",0.602984374304579,0.285673050880622,0.931998401070557,0.351741801547531,3.64688228091198,5.56110236733289,3.62558248661102,2.02246065678023,4.35783319611899,4.21196578971521,2.49804877834315,1.08765342693599,0.722942925922554,0.927985591448845,0.143787807494656,0.124371303750923
"ATPsynD",5.13477883654088,4.90034042464624,5.4978555617114,3.33696846330165,12.4715117810142,25.5089949883328,14.5481280551788,8.53548436630168,16.957660945317,20.1115721411353,14.0854745257755,5.92112864283472,5.72463636787987,5.53735798023799,1.6579917118555,1.9641646528231
"CG6040",0.176151742759351,0.0650132709503388,0.528801260319087,1.26173513077445,0.376939221604965,0.0898264130068077,0.4603673503073,0.352638401582536,0.0341923708100618,0.117681833481924,0.161179501840417,0.278504146890669,0.172081332018767,0.794209220682273,0.0259993950807411,2.12540835180725
"Cyp12a5",0,0,0.000393624464547721,0,0.000314985011564466,0,0.00272271910333236,0,0,0.000370409551469592,0,0,0,0,0,0
"Cyp12a4",0.00134667799571199,0,0,0,0.00318425020091579,0,0,0,0.00304510613756748,0.0015314704912481,0,0,0,0,0,0.0026537312403585
"Ppcs",0.274767616644892,0.0120520562948343,0.0884876824841891,0.0472267794493693,0.116565594934994,0.229613264885605,0.10729319567168,0.0906210703473887,0.178389983192568,0.173417707008904,0.0596876548535746,0.0809309043752983,0.205567080889919,0.13643080724433,0.0980621385685962,0.0245881986880101
"CG5835",0.0195549370463853,0,0.00925350001668007,0.448713238802142,0.00331611126827291,0.0102143889625992,0.0330821724184631,0.0184565143544849,0.349473262159011,0.673444349908578,0.0116135623193999,0.101541326673894,0.193280953384169,0.0533883483053319,0.683976213110959,0.455627534251554
"CR44107",0.000499473205610043,0,0,0.00362333762055795,0.00151202410023636,0,0,0,0,0,0,0,0.00293310593720736,0.0685615468981534,0,0.00467819677912734
