"","CNS","Crystal cells","Dorsal vessel","Epidermis","Fatbody","Gastric caecum","Germ cells","Glia","Malphigian tubules","Midgut","Muscle","Plasmocytes","PNS","Ring glands","Salivary glands","Trachea"
"UQCR-C2",3.01978055931537,2.2190288878682,2.45182176969101,1.51284328657303,6.35656229860409,8.83179298787826,2.89286323326224,4.77682927263168,7.79578254622067,7.79868186560143,7.3244112160885,3.68632032509616,3.08532186296467,2.49463044474515,0.518890195792563,1.02730532466117
"Syx8",0.411311800415108,0.212735885454589,0.350056971315415,0.311187765964759,0.180453471466929,0.25178632242393,0.369093548436201,0.473517778791597,0.293172764567367,0.307911252462418,0.0764425531129937,0.372517836139513,0.426724609010897,0.359125010024602,0.193431737115983,0.199795986504667
"CR45895",0,0,0,0.0010190310156356,0.000494022525055834,0.00120447215693983,0,0,0,0,0,0,0,0,0,0
"CG32163",0.137113702194606,0.0699726794729281,0.271622032518844,0.200203795267868,0.25513603629936,0.240041846171995,0.583401225159686,0.341671366380609,0.241186279116123,0.260027800819947,0.114685791602626,0.301576049814204,0.254796191244068,0.493799350825698,0.0173329300538274,0.088157383737383
"l(3)73Ah",0.566972112742176,0.102450342717761,0.184826360971233,0.22389002334128,0.195642430712405,0.205499097073073,0.277774799892214,0.238738594628031,0.110867289671774,0.204178519540608,0.0803566908967692,0.195080526451946,0.291184854715963,0.289315790120832,0.321261250103786,0.145733599704589
"tra",0.237371716054203,0.010241743823455,0.158750467889343,0.0887617126722585,0.0971770220023569,0.0752982890927482,0.172207764481904,0.106205723195178,0.0680635357276901,0.0948448104304374,0.029226192224209,0.0861316266202519,0.104360659400038,0.134188575679491,0.0510897442447403,0.02847240086515
"spd-2",0.074084932117348,0.00569421604311205,0.0620652795978611,0.00303373519127532,0.0323264545114779,0.0151256671051484,0.168706160323302,0,0.000863740303003553,0.0164672685860255,0.00416088705742375,0.0119993021047657,0.00179754775612185,0,0.00866646502691371,0.00379507903564903
"CG32165",0.0239460829198645,0.00309949887302221,0.0383237995963834,0.0116631325698763,0.0395356998693836,0.0396479065906244,0.213153769899428,0,0.046770027339077,0.0621034732071965,0.0187439475632881,0.00940241338700727,0.00589385274027349,0.0316495179166055,0,0.00141123421463969
"CR18217",0.00285007092200469,0,0.00157911761547339,0.0019148570240581,0.00282404841325941,0.00162535660323875,0.00673419492867983,0.011773937660599,0,0.00405541811760678,0.000496457650548921,0.00466152655671679,0.00197193919647373,0.0241368656831698,0,0
"CG32164",0.018091689259173,0,0.0318478518170649,0.00247941052617844,0.0314429674639123,0.0275616478961201,0.0745111206749094,0,0.0401646136838142,0.0520906574376714,0.0111003787454551,0.0179910889396805,0.0017009502696638,0.0385056305547223,0,0.0026986679098081
"CG4098",0.000760485266931005,0,0.00422095773290142,0.000538451233333319,5.78497222377404e-05,0,0,0,0.000833645811571704,0.00178387168534993,0,0,0.000360390425363413,0,0,0
"Prosbeta6",1.06387325600562,0.0930263838058604,1.27301504284645,0.407180665672474,0.7855840482332,1.10596162406502,2.70843170656277,0.883675268794586,1.06353564402733,1.26574537255148,0.53502939088215,0.63693079519063,0.685450562984333,1.77356074979423,0.213757510613205,0.257345013513943
"Su(P)",0.532002028980777,0.0200960021725115,0.48512869604986,0.0839267365990849,0.322303897467328,0.531081162639242,0.521523293875829,0.27949277311766,0.439217358246895,0.461397601816382,0.24072671212829,0.154873478662673,0.30289136282243,0.30873988869908,0.111277718701539,0.0433503079041025
"CG4101",2.22836656700416,0.0427515430687386,0.623666244662666,0.336643367359369,0.180757609204185,0.338676465822244,1.03292320215323,1.06922545386882,0.257559255418863,0.323813641554,0.122327599375845,0.278395163989442,1.39361395956453,0.392085900461802,0.0390183342467796,0.208573919266616
"CR45865",0.00815797129825931,0,0.00305439109259949,0.00268201993916733,0.00101432036878397,0.00713927398214181,0.0140420144161955,0.0173706055222474,0.00499271415425241,0.00260082249337043,0.00195101224998889,0.0098714164775241,0.00599507398624611,0.00401049466243265,0,0.00639053790621664
"Mo25",0.631596409459224,0.290265184175563,0.488078498783521,0.287724131032923,0.355884253747318,0.549431250228705,0.627432396859793,0.581355836490673,0.56599941427385,0.560311237296126,0.241077829006747,0.571774698862335,0.565267848254856,0.669154661679765,0.150773333679916,0.142857497556588
"Abl",1.88683358180317,0.111682674369863,0.561505936321936,0.559632345716548,0.189880655161788,0.142929674965431,0.457657972942657,0.922938919559257,0.139567674401731,0.154862680049672,0.307254706707988,0.346980028505761,1.07419558981006,0.415487188144325,0.0556388593507696,0.40004485606047
"Baldspot",1.70921360648565,0.0225932156451792,0.310434754957031,0.599633317747758,0.289620974206152,0.524764337951966,0.496925388380577,1.32133284644615,0.476081944992894,0.52541846919153,0.074388703196156,0.183270485262902,1.1980250862752,0.465205480502698,0.0684226742985677,0.727088170427542
"snRNA:U12",0.00915826998763652,0.00571213142471982,0.00400109630038631,0.00615488715210973,0.00436780447343919,0.0105078295137691,0.046587559601963,0.00474426342673994,0.00295151026196932,0.00458336861631259,0.00448418210689454,0.00618709525612819,0.00982919507645957,0.0212750554103221,0,0.000185096260143021
"Galphaf",0.00843838640916365,0,0.20548039631426,0.0140712760939459,0.00203839798502221,0.468458735134136,0.087330808799863,0.0125865398790062,0.201810045015134,0.357310421127418,0.00747359062897008,0.0108356449375867,0.0160365290000021,0.007117496510886,0,0.00181682214432219
"CR46033",0.00427058764836204,0,0,0,0.000529130249224178,0,0,0,0.00108908971703271,0.000860039272833355,0,0,0.00665870750083243,0.00936376932916084,0,0
"CR45241",0,0,0,0,0.00124337663686972,0,0,0,0,0,0,0,0,0,0,0
"zetaCOP",1.29392398958267,0.198812086733284,1.73030992804183,1.47937426029913,2.22902699328238,2.97594253897248,3.7290166345932,1.65841646749816,2.57360401481209,3.38296707016932,0.199001891114087,1.98285931196302,1.46933747544699,1.29280257594466,5.56812798788682,0.625797086523017
"CG13032",0.000114405073425691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG43954",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lasp",0,0,0,0.000192191342625657,0.000219172404125333,0,0,0.00695649936267746,0.000993871193895723,0.000500996080407065,0,0,0.00130275218123055,0,0,0.00122311837840065
"CR45179",7.50415142789256e-05,0,0.00349801400255005,0.00121128896564157,0,0,0,0,0,0,0,0.00424879228079418,0.00609665157731403,0.00796087488210755,0,0.00117998611392341
"CR45897",0.0196100917663436,0.00524591815108664,0.0645628223506729,0.0142668865110787,0.00312657679952601,0.00946201052124098,0.00336709746433991,0.0507149904562021,0.00422175171732234,0.00508319679368557,0.00505015654174018,0.0150834826871545,0.0305272387156156,0.00736177985686585,0,0.00925834639120201
"CG9692",0.000408173944469323,0,0,0.000321639793583631,0,0,0,0,0,0,0,0,0.000297770538380449,0.00317726198812721,0,0.000169520904258408
"Dab",0.775493232132569,0.00619899774604442,0.140245278572598,0.0646165254262429,0.0385287551572896,0.0644913411399241,0.0861585899503107,0.391059290745532,0.0507165438563018,0.0302853350768884,0.0212492944298309,0.110784876899614,0.572905775851889,0.0791394864070154,0.0303518692198659,0.0173748695489005
"CG13026",0.000201932012802974,0,0,0.00589310432908564,0,0.00120447215693983,0,0,0,0,0,0,0.109797257667558,0,0,0
"CG13031",0,0,0,0,0.000547083631197575,0,0,0,0,0,0,0,0.0110192038220818,0,0,0
"PGRP-SB2",0,0,0,0,0,0,0,0,0,0,0,0,0.00263365874569971,0,0,0
"PGRP-SB1",0.000290273902966182,0,0,0.00223583464903786,0.0476405015592163,0.149484636779302,0.0112775326484135,0,0.0019284364931151,0.0021506102916784,0,0.0111964343269799,0.00360652275569482,0,0,0
"Dbp73D",0.0967481092765998,0.034129207636235,0.143116530443099,0.059690511336648,0.132532710870357,0.0696639329144526,0.0820914454995565,0.0356934239821953,0.0950599752038817,0.0763845600493174,0.015454031221469,0.0938564114394109,0.0236804175650014,0.0779986562970396,0,0.0319963722154598
"CG9701",0.00147058530193174,0,0,0.0020658461110076,0.000610821214114655,0,0.00707647491883533,0,0.0174095387377091,0,0,0,0,0,0,0
"CG42852",0,0,0.00224537206986772,0,0,0,0,0,0,0,0,0,0,0,0,0.000580073186673816
"CR46214",0.00315603745512309,0,0.00112997542303455,0,0,0,0,0.00118347803127483,0,0,0,0,0,0,0,0
"Nrt",4.82471201591155,0.0562617671804476,4.27685855560962,0.878626634071333,3.47521498544303,0.151442806923479,1.88284596896258,1.64577260006111,0.0990206845709909,0.176217386705103,0.136431035731274,1.56030022227042,1.48502410397414,0.779293510528172,0.0173329300538274,0.149971965293582
"CG13025",0.0827325897322591,0,0.0182021083772468,0.0127264662527454,0.0200822857919782,0.0117806604775044,0.0580720841256405,0.024763239012715,0.00971650644710845,0.0138701542064065,0.0127009073523765,0.0080732033617497,0.0601614561676199,0.0575115550581986,0,0.00329830920055318
"CG9705",0.592760345664295,0.0198427291797398,0.375952761791549,0.0823683119287384,0.110895436283956,0.125607111420517,1.22650452937638,0.588484670126852,0.106926715138226,0.154602431056872,0.137871588737967,0.114811985181243,0.1465665020167,0.182803374614313,0.00866646502691371,0.0177694348588508
"CG9706",0.0521432426292681,0.0208038979928233,0.0836019449082606,0.131205512127734,0.0799161749447747,0.138912119623633,0.130450872858762,0.0928835680210686,0.156641272484565,0.193315909915734,0.0192104896370703,0.135000818892062,0.0722993589587355,0.186097187980884,0.61777371291919,0.0544664816744827
"eIF3e",2.26603682400879,1.64571735842598,2.17114061793375,1.32030726963342,1.50217173083936,1.34667635709683,1.02932445071095,1.32479600911465,1.62984529796808,1.67604045081371,0.755541630485301,1.60402840854926,1.72363576247834,2.02129741314488,0.589346493265084,1.08079409813129
"CG9674",0.875528730186808,0.0719265954864302,0.10126789216848,0.0741480561229538,0.0678894321871724,0.466532570105468,1.16031687551473,0.11288402656648,0.0357766031136486,0.0450371157909335,0.559263242485643,0.335889611920789,0.497179338503183,0.265563386085151,0.0946571935975492,0.0353198456558413
"nudC",0.338018267949587,0.446165128695134,0.422548553383383,0.093360592589297,0.337907844606276,0.445594961991637,0.821235805526203,0.121643545908453,0.361532907808183,0.52631890353922,0.079352265886919,0.197035904002923,1.17841085907044,0.234366782984957,0.0699697031185497,0.028288588875359
"CG13024",0.0154701041456442,0,0.32726125872236,0.626478997046752,0.00908515348439464,0.00379826070046005,0.078802278092878,0.0232800652253327,0.0470553181072389,0.00612021268124471,0.0184568213162639,0.0275497798168515,0.436287187169997,0.225611883046057,0.546877183830557,1.32610478425875
"TSG101",0.321672357567227,0.198526721503239,0.232819049832896,0.257482843357592,0.0911368678566969,0.102332400973411,0.366443489343193,0.432730164097357,0.206290353512983,0.101288111083891,0.069544573343446,0.238408435502897,0.355769972310621,0.128739185005722,0.102820363541959,0.121134042554197
"CG9669",1.0362340851648,0.0638015644694367,0.769148971030463,0.318938650543596,1.42071635224766,1.91100782070094,3.51286891517964,1.29834657845293,1.29573310631408,2.47859372149838,0.120285792564137,0.963462068653136,0.586040784920027,0.720978503041839,2.02277092672111,0.133143934124615
"Zcchc7",0.313238906610706,0.150835572151795,0.370497034313191,0.203039167718722,0.245374347309698,0.139994829144747,0.467130132426397,0.194488024348548,0.197346471253199,0.200918190405834,0.0712790269455698,0.245790078300504,0.219547393340502,0.3002266434423,0.0173329300538274,0.107922492847133
"CG32161",0.000238247359033981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rh4",0.0245621410872822,0.499580124858555,0.00801696057059935,0.00328202378100887,0.0016671884570251,0.00344752453947967,0.0938002368414629,0,0,0.000271762584727421,0.000742719069260113,0.00901847434469511,0.00320268001258473,0,0,0.000522860179031508
"sina",2.03798367321219,0.422701534233452,0.949596681546708,1.37681591541768,0.303838623428018,0.515790124461653,1.70963546519206,1.75874480166163,0.475607719777581,0.506645727730664,0.486642645622552,0.734114368454625,1.85290809257206,0.86842427735879,0.238114450103629,1.27078495931011
"sinah",0.000326671904913723,0,0,0.000167935463879063,0.000106034687487836,0.00289949873465875,0.0120112041152624,0,0,0,0,0,0,0,0,0.000414402801429242
"CG13029",0.0517708175017029,0,0.0447946715876444,0.0130723089784511,0.00287338806515482,0,0.288845685407785,0,0.00281674987523004,0.00294975817374104,0,0.0337479360961107,0.00349936340364804,0.0258951191904082,0,0.0030022051617518
"CG9951",0.169221550566799,0.0514245421960857,0.173521849751252,0.112512614517329,0.123456981501589,0.0750664655689795,0.316790870964615,0.174487356834734,0.156719154539039,0.0914119581350174,0.0436887866018486,0.124726361854114,0.114793647469419,0.154837992247277,0.104769473247876,0.0755985710084299
"Lmpt",0.365560230775373,0.0241913829182084,4.33048506305403,2.50136622326003,0.0893250513065607,1.66499553822759,0.378181851598389,1.63036414292724,0.812454693570032,1.25924932271924,3.85502296925912,1.78906505321851,9.34094428242063,1.4637245724955,0.242523867761753,5.45962981756657
"CG32170",0.00208268412806426,0,0.0489918636197492,0.100950054855392,0.00186441548730475,0,0,0.00884727160982413,0.0551057456908275,0.000910648097543938,0.0034661463804875,0.0123062534226767,0.155122975481393,0.002935373065369,0.0607037384397318,0.0125998239659654
"CR45898",0.000515472430940754,0,0,0.00120701687393536,0,0,0,0,0,0.000255771143347142,0,0,0.00502444704024894,0,0,0.00142548342419365
"CG13028",0.000234517232642561,0,0.00772739059620959,0.0862888333449796,0.00024057612112926,0,0,0.0066514835468903,0,0.00163909820800571,0.00423815246423577,0,0.00276362741933575,0,0,0.485136494936763
"CG13023",0.00183525589497302,0,0,0.000844406029599471,0,0,0,0,0,0,0,0,0,0,0,0.0028423713661134
"CG11905",0.0161542290845407,0,0.0154151337284047,0.305569796982244,0.00991698701856214,0.0067827937416648,0.0225534948487968,0.022133072348719,0.00429866886113246,0.0221395882156616,0.0097922429005089,0.102049459766499,0.0153259226431114,0.036053114571685,0,7.5787558379196
"CG13022",0,0,0,0.000743433405808481,0,0,0,0,0,0.00127131939051931,0,0,0.00170918219449969,0,0,0.00698087244244521
"Cpr73D",0.00110086340877352,0,0.00488096783735053,0.0122654362936412,0.0127708857378677,0.00245996650509607,0,0.00482763861703455,0.00207019107035503,0.00119701875297459,0.000429141358949067,0.0406036181490224,0.0181933484713595,0,0,0.00232496759629422
"Obp73a",0,0,0,0,0.000111293083959514,0,0,0,0,0,0,0,0,0,0,0
"Nc73EF",0.402954656914958,0.056847125959507,0.73931499285644,0.662008616746961,1.10317963033275,1.09383154271622,1.15149537363522,1.27424202522617,1.56198697021705,0.705191698943645,1.49967070850856,0.508336568135191,0.917547754332424,0.518829077219479,1.55228774160715,0.417896668848037
"Exn",0.0906088231369448,0.0288425724568276,0.151940345804686,0.526431242441675,0.235292200888976,0.518080675023298,0.0948411829108765,0.638871900593146,0.127183617613925,0.338502275142015,0.0231236961632235,0.246814241872566,0.611021541266008,0.32189395323618,0.108988037365329,0.576032601379585
"CG3764",0.199134693479538,0.00569421604311205,0.103285470216141,0.0903817472418817,0.0445388333452643,0.0636945283444887,0.11609311160121,0.0750763430217835,0.0394937152750469,0.0381619830345867,0.0835092151490557,0.070066914019931,0.109433312056315,0.0392817144452048,0,0.0181870407822151
"mir-2500",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG6664",0.365585327652309,0.0349829643352431,0.246110281185853,0.0985767783668856,0.162254248195519,0.157690850784468,0.438973434685268,0.275523178322202,0.192684951999833,0.155376047499292,0.110176210982519,0.157641175535026,0.348124344501387,0.285615329150648,0.00866646502691371,0.077825683671202
"CG7728",0.115462539090996,0.0556940688197736,0.168938470225855,0.0770529994098726,0.224355247678525,0.223248409195643,0.308948511964166,0.078939789537953,0.172081980566722,0.181833998117689,0.0420931847352314,0.10315392696459,0.0247017897143268,0.195849899412902,0,0.0399628105748651
"CG6652",0.00110927126151582,0,0,0.00306137909636887,0.000741369251897659,0,0.0133906277452913,0.00713001032479824,0,0,0,0.00615312671133837,0.159801513068598,0,0,0.00320501095531274
"a10",0.000803445914128454,0,0,0,0,0,0.0581672696302915,0,0,0,0.00110017343133972,0.00615312671133837,0.0145926074603139,0,0,0
"Fit2",0.0241416595138927,0.379884344710737,0.216236056529397,0.210713678372917,0.0429782526001126,0.0790187996772827,0.0349442157315443,0.0981361273184286,0.0726786106104962,0.0441191474181632,0.548763639730225,0.0645547128621722,0.866720787439774,0.0598342898437061,0.059756209271654,0.0544570203045134
"CG7730",0.0289737002962885,0.00569421604311205,0.0128854674402837,0.00622672361599769,0.00536057423686988,0,0.0388873793584486,0.000982109211133543,0,0.00110883838841384,0.00177907895659154,0.00638838846512579,0.108522782835068,0,0,0
"Ilp8",0.00108428949807273,0,0,0.0120662919420299,0.000210840697137181,0,0,0,0,0.00203592998888011,0.00125353763991204,0,0,0,0,0.00311852779585955
"CR45756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR43250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"beg",0.0872590262682432,0.0194392154504094,0.207763298650429,0.0454122548115495,0.490919567190024,0.634010003494871,0.438872652650972,0.118731106922817,0.459346652651459,0.657816442081024,0.119583046897889,0.22155028928876,0.0344135879627974,0.251634484877459,0,0.0226524526125636
"scaf6",0.526539965342098,0.0414665952843252,0.180606888280205,0.0521355391862337,0.178630170595403,0.1403582700142,0.302067745553688,0.0906168808931024,0.175934185386263,0.180773579967065,0.0432882637556517,0.0909537339296979,0.182379091799154,0.212711582277093,0.0303518692198659,0.0272055147099739
"Papst2",0.140561138156354,0.00619899774604442,0.111659896955084,0.0168706318424699,0.154490945339921,0.0611418965788431,0.147999962597297,0.106647777421693,0.109090475477387,0.0674036518819582,0.0225464500301656,0.376774825649435,0.0826402757782616,0.10468492385316,0.0873026331723771,0.00236605827060319
"CG14057",0.259449983846672,0.0265642293885968,0.669757997149319,0.190148250762049,0.467753294206291,0.873413212612015,3.64047472085565,0.42746506249839,0.856629224123194,0.721902564019553,0.332977176526055,0.326585833316285,0.211550805217414,0.602788789477915,0.0476847992736933,0.106315928869113
"TpnC73F",0.413742475636651,0.15645232441657,13.0170300991554,1.48034191727053,0.334836011209096,4.87901868692451,0.3229341299022,1.01830376141245,1.45779594794882,3.02128042191801,142.841893005323,4.04378669543252,0.866970096252141,0.433865221743465,0.115395068622424,0.429451347337802
"rogdi",0.747555751312872,0.0304498293851458,0.160038957054027,0.155333134210563,0.0815489020532138,0.0692152992685955,0.299265452112268,0.250053364763434,0.069090421219829,0.0933079681744565,0.0418826334932064,0.234697375451386,1.15784721616715,0.287962036290953,0,0.0828806023558509
"CG7724",0.0152160688405823,0.00572302395428906,0.0209204409603954,3.24851335393383,0.0107610251726099,0.0370678806792037,0.0507099012658425,0.0280021786076313,0.0294646262522541,0.0163475537656662,0.0717786288535988,0.0150561080783294,0.708508343799191,0.0209322204254652,0.0693702034666455,0.818742155306781
"Rbp6",17.977303215371,0.506025538738868,1.27440584777291,0.430072001230553,0.671949289000999,0.11504278077136,0.279828913008174,2.47470978556744,0.0503789040544609,0.158398303502074,0.361151146677722,0.972840566644329,4.80833557529858,15.327514036847,0.00866646502691371,0.169075124813732
"CR43433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG6512",0.177951120742946,0,0.176445430155501,0.0792639677611026,0.650586507092091,0.828335927359121,0.488004366035848,0.201039062505274,0.639852596591452,0.666286130387848,0.35676040620131,0.276470281861057,0.148369035538326,0.2073458839177,0.316306033342598,0.0436539379715065
"CG7707",0,0,0,0,0,0,0,0,0,0,0,0,0.00038446820722821,0,0,0
"CR43870",0.00558326642149972,0,0.0301544352605055,0.00429129275400542,0.00569910894419332,0,0.45423969151772,0.039725374744497,0,0.00151502191478038,0.0108877278878237,0.0265991782613746,0.00076893641445642,0,0.0469723943238559,0.00127143144708064
"CG6497",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR43874",0.000214301846873763,0,0,0,0,0,0,0.0032760676704538,0,0,0.00148619392720355,0,0.00213255603317868,0,0,0
"CG13723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR45436",0,0,0,0,0,0,0,0,0,0,0,0,0.000933900397654789,0,0,0
"mir-219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ND-24L",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13724",0.00373771416253212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Or74a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR44563",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CR44564",0.000501757153551738,0,0,0,0.000113778057398732,0.000683592414858565,0.00969773140969133,0,0,0.000133376184433868,0,0,0,0,0,0
"CG6479",0.0914085987614328,0.00671746864285638,0.058535509413021,0.00650974354754626,0.192077512042242,0.140968864840507,0.0990371357402232,0.0228801753740092,0.0534506294657603,0.151844059813111,0.0069022219085211,0.0714910952337955,0.00924100453963625,0.0318338490100666,0.0699697031185497,0.00128350648464779
"tRNA:Pro-CGG-2-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG13727",0.00189929986579607,0,0.000391622689396761,0.0654403042350139,0.0046727647539936,0.0065241092584795,0.0300062510385094,0.00118347803127483,0.00107267870183565,0.000293511252810517,0.00115318413744479,0,3.51429286223951,0.00317726198812721,0,0.00196741950023863
"brv2",0.00192280170978174,0,0,0.00125445330924783,8.57310103647334e-05,0,0,0,0,0.00285429445813477,0,0,0.00154072186181788,0,0,0
"Mip",0.419448306033692,0,0,0.122283371004586,0.00546312786443433,0.00454835658694878,0.00433555646216858,0.248696066659705,0.00200972309959583,0.773436973455086,0.0139896233379624,0.00131923336710571,0.0348549949051148,0,0.0469723943238559,0.0149432748359549
"CG7692",0.0216006864616621,0,0.0093363612999342,0.00641322392297173,0.0151742126772709,0.00306495942599755,0.182790677230472,0.0111932764541361,0.00904361304045454,0.00585209983752089,0.00269263842079988,0.0115215435440617,0.0231881113618923,0,0,0.000279438855481042
"tap",0.436037209835988,0,0.0395120151416612,0.00371769352301838,0.0107598066742143,0.00344752453947967,0.00555812001037145,0.0215312250117699,0.0019284364931151,0.011711805666137,0.00110017343133972,0.0146743198375225,0.0309306935282933,0,0,0.00148650786005896
"CR45688",7.94520793920136e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cad74A",0.0286807972070059,0.00630018094119663,0.00223249517278731,0.142754281887431,0.00024879576201018,0,0.00670911748939456,0.00118347803127483,0,0.00132839512229725,0.0032297863819287,0.0108356449375867,0.0248774472378741,0.0172315373808211,0,0.0141945413941555
"CG13728",0.0074057627702317,0,0,0.0112045022408516,0.000278135343940358,0,0,0.00135400685154547,0,0,0,0,0.00778278759442538,0,0,0
"CG13731",0.0044257020321365,0,0.00126761801718808,0.580747232402163,0.00275410582118912,0.00306315865568994,0,0.00215402994230862,0.00142595622485504,0.00342364613600139,0.0140804507637672,0,0.0343002717721437,0.0426397516821998,0,0.00811261861769201
"blot",0.0352162097745273,0.00643386374106015,0.00729834666639108,0.231673930639242,0.00374041162189467,0.00137499078756172,0.0148622412017984,0.0488813018012092,0.0355214601387059,0.00263706060932527,0.00539445776199677,0.0340572044629004,0.103756063950219,0.00342154533410706,0.327408909448743,0.220984972088322
"noe",0.984637105733444,0.0676037226756043,0.0519750450588821,0.215499198707846,0.062908116367926,0.0287161311846968,0.220516516289426,0.677186297430988,0.083690802716395,0.0426455095654779,0.0381538210893152,0.0989489069089869,2.41547319395936,0.182927179130026,0.0814416134646062,0.0986209145313922
"Sec3",0.089440818141928,0.0170672785138129,0.0608509843533338,0.0604582638984061,0.0461190230260715,0.0954235237859955,0.123813262165595,0.119116516088061,0.0923509317585231,0.113476942919991,0.0366436416079561,0.0624494222162798,0.126649746949473,0.039463647567248,0.102820363541959,0.0377839058090795
"CG7630",7.28676895255589,5.1875605738082,6.68528750672805,5.61426413338034,18.6442947672368,40.5508964112077,23.9859869235,11.3352737152325,24.8123643687612,31.0717220300468,23.9294608320457,9.04872216048151,7.01588930168639,5.7221668596613,2.55958898648276,3.30031301864378
"CG33051",0.175235039422544,0.0213342378220928,0.321464055184403,0.0801759659423542,0.387100508676129,0.420038641256934,1.3831273926661,0.117921608073582,0.255500407182084,0.391474215538306,0.0787481042794934,0.190578501192226,0.10248360757649,0.270706686551516,0.00866646502691371,0.0393820481166244
"CG33052",0.113277987444763,0.00569421604311205,0.183948088491387,0.123583082843496,0.464956242710133,0.114074525260569,0.273721666057019,0.11937744932329,0.0960518386382861,0.16618166617989,0.0673642557307126,0.908950510638921,0.0432381118673096,0.0638161212465944,0.0814416134646062,0.0146821094596833
"frc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CG32174",0.00015608580925336,0,0,0,0.000321848595340083,0,0,0,0,0,0,0,0,0,0,0
"CG32176",0.296600148368605,0.00592692340518345,0.119178544908327,0.0858108288608681,0.0942841226467915,0.0998721962926503,0.162950229035547,0.128750932905323,0.109484874751932,0.108141152305982,0.0438069013546454,0.102673207843463,0.205553600986119,0.134060517174021,0,0.0529442987059528
"CG12229",0.00120795772515407,0,0,0.000459124764951077,0,0,0,0,0.00110834984220423,0.000675322135411813,0,0,0.00581303191757465,0,0,0
"CG18265",1.77892757637544,0.0114919297763285,0.0944961866896592,0.101936655994261,0.0830332164329003,0.0216519958600022,0.0302843230286391,0.405063562802352,0.00621742883219969,0.178581668962145,0.0529702252940991,0.173058900041845,1.92145644935374,0.820449481051283,0.00866646502691371,0.0272877193811191
"CR44565",0.0502047262164105,0,0,0.0010190310156356,0.0012806111393195,0,0,0.0015302670759825,0.000914206141783134,0.000463141787153003,0,0,0.00621655454608029,0.347653694189837,0,0.000837465948634528
"QIL1",2.03237585876961,1.09379319125642,1.68560811310638,1.42814139074579,3.78269297221833,8.61685906995865,3.7472280457131,2.82681527877237,5.58128012897009,5.33421762986616,3.12764374353479,1.95691970440243,2.0924278540789,1.74010701049406,0.421935085173859,0.862100617342916
"CG7589",0.0094860503427622,0,0,0.00795870256936842,0.00319710034887713,0.0943170367750504,0.0168960298639571,0.00423066181851932,1.61233634779502,0.00983286023002356,0.00327278407495279,0.00649941505264526,0.00106810037067355,0,0.58971976072048,0.000573774562458031
"UQCR-Q",5.52791399215771,3.11049833140523,6.06944167908763,4.74012167500679,12.9356069057987,32.4568816964298,33.1268436719728,9.26680109682704,17.2731710314077,24.1354302219304,19.1785903778305,5.93783826023257,5.58209690207039,5.65232458312151,2.85625288320951,2.35765248587785
"CG34250",0.65777647684409,0.176212915043009,0.836090856763836,0.473119652720167,0.641391309950479,0.992413477529233,1.3446127304712,0.666280207551228,1.23113429761805,0.870690971367567,0.694896054187178,0.461316320012745,0.870255648860579,1.14343039031616,1.93608837233361,0.181118332543684
"CG13733",0.000546995007868722,0,0.00276494841712233,0.000352871947145993,0.0035545303879017,0,0.0903890144737692,0.00790966055454619,0,0.00118619740697247,0,0.00715932358710749,0.000360390425363413,0,0,0.000380327658362922
"qjt",0.00993458235963996,0,0.0983727023246398,0.00440237253272852,0.00672392828531272,0.00389265005387428,1.7511480583554,0.00247862327328058,0.000959261322736949,0.00146879951230822,0.00209400753675193,0,0.00835942704693866,0,0,0.000314332712769351
"CG6333",0.000502133565519894,0,0,0,0.000473421900975817,0,0,0,0,0,0.00454754088230765,0,0.00166317123512085,0,0,0
"Oatp74D",0.309497475840192,0.0524320045319418,2.59715103132177,0.615998864774966,0.670435310631072,0.241067573996422,0.230109385976517,1.21223021949789,0.459427172859649,0.194178172565003,0.292641413161851,2.2093018226339,0.425668766575884,0.681638366783085,0.0786361681454634,0.35157067873114
"edin",0.000150093966327619,0,0,0,0.00149717423849637,0,0,0.00196279829872495,0,0,0,0,0,0,0,0
