"","fb_gene_id","log2FoldChange","pvalue","padj","wt_2to4h","wt_14to17h"
"138","FBgn0000427",2.7902971188889,2.72776399977699e-09,4.69443680279807e-09,1.58132280282912,0.214324850678205
"139","FBgn0000439",0.435375743448864,6.34773073396679e-07,1.02313181115602e-06,5.91373064035058,4.10282217896794
"140","FBgn0000442",-8.11386477990782,4.01560648629705e-61,1.58263441948208e-60,0.0663736157635244,15.6115967233433
"141","FBgn0000447",1.88660177572373,4.73388844637555e-79,2.28207944381487e-78,110.438176645408,28.0736432520377
"142","FBgn0000448",-6.11074311926506,4.83707619239027e-195,6.92764402719565e-194,0.0624060350184375,3.91323104016178
"143","FBgn0000449",6.47921716154921,2.31833192837054e-246,5.15630243071697e-245,71.2274743134489,0.781652574456363
"144","FBgn0000451",-6.27189515995664,2.19700780587087e-09,3.7883195821797e-09,0.428041713182859,31.4462870445088
"145","FBgn0000454",-2.37315320115347,4.951441916126e-127,3.84875553186517e-126,13.8841955117238,67.8174409688485
"146","FBgn0000455",-0.336328671925163,8.19991741860279e-05,0.000122590954685613,32.4109046731457,38.5173790352686
"147","FBgn0000459",0.398830697678078,6.75494323452597e-05,0.000101402264976657,20.0449140052458,14.2684536961129
"148","FBgn0000463",3.51710974587729,0,0,66.5213831139997,5.48003110281152
"149","FBgn0000464",-2.26595441333615,1.93255796261004e-65,7.96392356366776e-65,0.771860410954858,3.48468439185775
"150","FBgn0000473",NA,NA,NA,0,0
"151","FBgn0000477",-1.30309855360167,4.87858574046638e-22,1.1059108713783e-21,35.8513145794868,82.7883314125934
"152","FBgn0000479",-2.46850629701953,2.85069007245692e-44,9.06974232277458e-44,0.284387062734644,1.47280648150634
"153","FBgn0000482",0.823936833422069,2.29572380897853e-19,4.96751633102052e-19,33.8922439738263,18.0690489636879
"154","FBgn0000489",0.416008079802392,2.71900324197712e-07,4.42244530039769e-07,15.6866487334065,11.0432819629072
"155","FBgn0000490",0.461829481852156,6.25835482162873e-05,9.41754120539958e-05,4.73175226183113,3.22439275623391
"156","FBgn0000492",0.197609238390419,0.114259055509525,0.141857669213156,7.97596103142783,6.5608050139212
"157","FBgn0000499",1.54920432675838,2.43702464246688e-59,9.38464802313499e-59,106.077423034789,34.0805981929181
"158","FBgn0000500",-3.61956756839172,4.33773177012866e-05,6.57451140491106e-05,0.342187030463027,4.41036411343362
"159","FBgn0000504",0.953151388461863,1.20482190063748e-05,1.86348049384777e-05,0.235837290769608,0.1139553824848
"160","FBgn0000520",1.31768801854622,1.29836474262677e-23,3.0263385830832e-23,28.3288022468751,10.7138350088428
"161","FBgn0000524",1.20608027542808,7.28054314394919e-25,1.73062885887216e-24,23.8780945454337,9.75980703654464
"162","FBgn0000527",-7.93687528969314,7.84399427417355e-72,3.45372785201739e-71,0.0524545735447212,12.3514414980973
"163","FBgn0000529",-5.40338763063968,8.19909891119338e-07,1.31707653676376e-06,0.0159062930570495,0.768119360407285
"164","FBgn0000533",1.23026358704823,1.02970910400647e-37,2.99089021483082e-37,63.7531816684518,25.5380299942466
"165","FBgn0000535",-3.5690152817154,8.56036574682818e-227,1.59991443061465e-225,0.291043777035614,3.24457814420014
"166","FBgn0000536",-1.76892188460273,2.46432744016682e-131,1.98354743619741e-130,15.9370695680587,51.1917167829495
"167","FBgn0000541",0.583901653621975,1.90957290083012e-10,3.37794740472663e-10,133.683579749424,84.0322697537356
"168","FBgn0000542",0.752187674199441,9.73443708779289e-19,2.07707751309914e-18,12.1795974727017,6.79858836679708
"169","FBgn0000543",1.07400973445564,1.87533313067042e-24,4.42755981693832e-24,42.5834588423937,19.0764843938303
"170","FBgn0000546",-0.272434184047913,0.00595111411982357,0.00813400579275972,3.9106085891252,4.43726260169389
"171","FBgn0000547",0.620458418664808,3.08979674446872e-18,6.5245796678895e-18,17.118834993532,10.4883212161766
"172","FBgn0000551",-5.81605681423008,3.20147093985638e-64,1.30201662062686e-63,1.50022641585554,73.2271252836564
"173","FBgn0000552",-2.38963532370713,0.0799440779522957,0.10066140331985,0.197660938515595,0.91075851723738
"174","FBgn0000557",-0.532522726425387,0.00412249761218142,0.00568415830478356,2.51538054648198,3.44171691318599
"175","FBgn0000559",0.589539456442477,3.71178306222734e-14,7.17386983561778e-14,3699.00165993994,2310.22219934268
"176","FBgn0000560",-0.768483332045365,0.024756824783742,0.0325598877302249,0.221607019358217,0.3530557765302
"177","FBgn0000562",-2.35501751997145,2.69660295924148e-142,2.43085818529098e-141,2.66476993606059,12.959971029388
"178","FBgn0000564",-7.24045442211377,3.0162409951144e-09,5.18777465300393e-09,0.0120472219136687,2.37619638314144
"179","FBgn0000565",1.0229476245508,2.33132221730704e-12,4.31819301348129e-12,58.279254380884,27.0190685020348
"180","FBgn0000566",1.05797665743472,9.57008483674956e-30,2.45466573350004e-29,149.15386300065,67.4061737735803
"181","FBgn0000567",-7.97820320825742,1.34693600320647e-269,3.59493442799722e-268,0.0422272133696621,9.96541350541342
"182","FBgn0000568",-2.18486599524391,1.25585673709756e-45,4.06353463607887e-45,0.482868025872132,2.06649662260811
"183","FBgn0000575",0.266778724004548,0.00250331771918727,0.00349925342264073,187.271490120599,146.216068452787
