"","flybase_gene_id","group_name"
"752","FBgn0033130","1-2 tissues"
"753","FBgn0035583","1-2 tissues"
"754","FBgn0051201","1-2 tissues"
"755","FBgn0039648","1-2 tissues"
"756","FBgn0259201","1-2 tissues"
"757","FBgn0053519","1-2 tissues"
"758","FBgn0030980","1-2 tissues"
"759","FBgn0085466","1-2 tissues"
"760","FBgn0031065","1-2 tissues"
"761","FBgn0031703","1-2 tissues"
"762","FBgn0040211","1-2 tissues"
"763","FBgn0031688","1-2 tissues"
"764","FBgn0036109","1-2 tissues"
"765","FBgn0039856","1-2 tissues"
"766","FBgn0020912","1-2 tissues"
"767","FBgn0004781","1-2 tissues"
"768","FBgn0266492","1-2 tissues"
"769","FBgn0263761","1-2 tissues"
"770","FBgn0064237","1-2 tissues"
"771","FBgn0250836","1-2 tissues"
"772","FBgn0264878","1-2 tissues"
"773","FBgn0030459","1-2 tissues"
"774","FBgn0004778","1-2 tissues"
"775","FBgn0029690","1-2 tissues"
"776","FBgn0003149","1-2 tissues"
"777","FBgn0034605","1-2 tissues"
"778","FBgn0037447","1-2 tissues"
"779","FBgn0034497","1-2 tissues"
"780","FBgn0032785","1-2 tissues"
"781","FBgn0034290","1-2 tissues"
"782","FBgn0284081","1-2 tissues"
"783","FBgn0265767","1-2 tissues"
"784","FBgn0030588","1-2 tissues"
"785","FBgn0037517","1-2 tissues"
"786","FBgn0259226","1-2 tissues"
"787","FBgn0039108","1-2 tissues"
"788","FBgn0036588","1-2 tissues"
"789","FBgn0030993","1-2 tissues"
"790","FBgn0264776","1-2 tissues"
"791","FBgn0034484","1-2 tissues"
"792","FBgn0031306","1-2 tissues"
"793","FBgn0051233","1-2 tissues"
"794","FBgn0040993","1-2 tissues"
"795","FBgn0264750","1-2 tissues"
"796","FBgn0031801","1-2 tissues"
"797","FBgn0036956","1-2 tissues"
"798","FBgn0025393","1-2 tissues"
"799","FBgn0032088","1-2 tissues"
"800","FBgn0038983","1-2 tissues"
"801","FBgn0261635","1-2 tissues"
"802","FBgn0023549","1-2 tissues"
"803","FBgn0035192","1-2 tissues"
"804","FBgn0036839","1-2 tissues"
"805","FBgn0051915","1-2 tissues"
"806","FBgn0032945","1-2 tissues"
"807","FBgn0039319","1-2 tissues"
"808","FBgn0053500","1-2 tissues"
"809","FBgn0260388","1-2 tissues"
"810","FBgn0260228","1-2 tissues"
"811","FBgn0029974","1-2 tissues"
"812","FBgn0010240","1-2 tissues"
"813","FBgn0034729","1-2 tissues"
"814","FBgn0010263","1-2 tissues"
"815","FBgn0014863","1-2 tissues"
"816","FBgn0033135","1-2 tissues"
"817","FBgn0051374","1-2 tissues"
"818","FBgn0030261","1-2 tissues"
"819","FBgn0031770","1-2 tissues"
"820","FBgn0039795","1-2 tissues"
"821","FBgn0038366","1-2 tissues"
"822","FBgn0035077","1-2 tissues"
"823","FBgn0038941","1-2 tissues"
"824","FBgn0030159","1-2 tissues"
"825","FBgn0036953","1-2 tissues"
"826","FBgn0033633","1-2 tissues"
"827","FBgn0035508","1-2 tissues"
"828","FBgn0039686","1-2 tissues"
"829","FBgn0015575","1-2 tissues"
"830","FBgn0040992","1-2 tissues"
"831","FBgn0034717","1-2 tissues"
"832","FBgn0033307","1-2 tissues"
"833","FBgn0039896","1-2 tissues"
"834","FBgn0024941","1-2 tissues"
"835","FBgn0039911","1-2 tissues"
"836","FBgn0029863","1-2 tissues"
"837","FBgn0039915","1-2 tissues"
"838","FBgn0040732","1-2 tissues"
"839","FBgn0260768","1-2 tissues"
"840","FBgn0065099","1-2 tissues"
"841","FBgn0026439","1-2 tissues"
"842","FBgn0010424","1-2 tissues"
"843","FBgn0038526","1-2 tissues"
"844","FBgn0263030","1-2 tissues"
"845","FBgn0035477","1-2 tissues"
"846","FBgn0265356","1-2 tissues"
"847","FBgn0035685","1-2 tissues"
"848","FBgn0024293","1-2 tissues"
"849","FBgn0028482","1-2 tissues"
"850","FBgn0038967","1-2 tissues"
"851","FBgn0031689","1-2 tissues"
"852","FBgn0029994","1-2 tissues"
"853","FBgn0038977","1-2 tissues"
"854","FBgn0036836","1-2 tissues"
"855","FBgn0039008","1-2 tissues"
"856","FBgn0259977","1-2 tissues"
"857","FBgn0035777","1-2 tissues"
"858","FBgn0259989","1-2 tissues"
"859","FBgn0083977","1-2 tissues"
"860","FBgn0036890","1-2 tissues"
"861","FBgn0036891","1-2 tissues"
"862","FBgn0040359","1-2 tissues"
"863","FBgn0040360","1-2 tissues"
"864","FBgn0085194","1-2 tissues"
"865","FBgn0040377","1-2 tissues"
"866","FBgn0041707","1-2 tissues"
"867","FBgn0036945","1-2 tissues"
"868","FBgn0261508","1-2 tissues"
"869","FBgn0030737","1-2 tissues"
"870","FBgn0033437","1-2 tissues"
"871","FBgn0024315","1-2 tissues"
"872","FBgn0030186","1-2 tissues"
"873","FBgn0037548","1-2 tissues"
"874","FBgn0042206","1-2 tissues"
"875","FBgn0037565","1-2 tissues"
"876","FBgn0031908","1-2 tissues"
"877","FBgn0039203","1-2 tissues"
"878","FBgn0035410","1-2 tissues"
"879","FBgn0032299","1-2 tissues"
"880","FBgn0046875","1-2 tissues"
"881","FBgn0259680","1-2 tissues"
"882","FBgn0015039","1-2 tissues"
"883","FBgn0032506","1-2 tissues"
"884","FBgn0033760","1-2 tissues"
"885","FBgn0028400","1-2 tissues"
"886","FBgn0030706","1-2 tissues"
"887","FBgn0032013","1-2 tissues"
"888","FBgn0034365","1-2 tissues"
"889","FBgn0030161","1-2 tissues"
"890","FBgn0034390","1-2 tissues"
"891","FBgn0085411","1-2 tissues"
"892","FBgn0266277","1-2 tissues"
"893","FBgn0267223","1-2 tissues"
"894","FBgn0037163","1-2 tissues"
"895","FBgn0028518","1-2 tissues"
"896","FBgn0042179","1-2 tissues"
"897","FBgn0266316","1-2 tissues"
"898","FBgn0030981","1-2 tissues"
"899","FBgn0015663","1-2 tissues"
"900","FBgn0037736","1-2 tissues"
"901","FBgn0038292","1-2 tissues"
"902","FBgn0261262","1-2 tissues"
"903","FBgn0028573","1-2 tissues"
"904","FBgn0037754","1-2 tissues"
"905","FBgn0050195","1-2 tissues"
"906","FBgn0036208","1-2 tissues"
"907","FBgn0026592","1-2 tissues"
"908","FBgn0053178","1-2 tissues"
"909","FBgn0032774","1-2 tissues"
"910","FBgn0001208","1-2 tissues"
"911","FBgn0266430","1-2 tissues"
"912","FBgn0034031","1-2 tissues"
"913","FBgn0263456","1-2 tissues"
"914","FBgn0037386","1-2 tissues"
"915","FBgn0267465","1-2 tissues"
"916","FBgn0037934","1-2 tissues"
"917","FBgn0037935","1-2 tissues"
"918","FBgn0004034","1-2 tissues"
"919","FBgn0043470","1-2 tissues"
"920","FBgn0036377","1-2 tissues"
"921","FBgn0043806","1-2 tissues"
"922","FBgn0050456","1-2 tissues"
"923","FBgn0283471","1-2 tissues"
"924","FBgn0031064","1-2 tissues"
"925","FBgn0027562","1-2 tissues"
"926","FBgn0029170","1-2 tissues"
"927","FBgn0042102","1-2 tissues"
"928","FBgn0050502","1-2 tissues"
"929","FBgn0262563","1-2 tissues"
"930","FBgn0036466","1-2 tissues"
"931","FBgn0051051","1-2 tissues"
"932","FBgn0033139","1-2 tissues"
"933","FBgn0003065","1-2 tissues"
"934","FBgn0038165","1-2 tissues"
"935","FBgn0004777","1-2 tissues"
"936","FBgn0036595","1-2 tissues"
"937","FBgn0285944","1-2 tissues"
"938","FBgn0033214","1-2 tissues"
"939","FBgn0039667","1-2 tissues"
"940","FBgn0039832","1-2 tissues"
"941","FBgn0033257","1-2 tissues"
"942","FBgn0039326","1-2 tissues"
"943","FBgn0262810","3-4 tissues"
"944","FBgn0000037","3-4 tissues"
"945","FBgn0038652","3-4 tissues"
"946","FBgn0053988","3-4 tissues"
"947","FBgn0002930","3-4 tissues"
"948","FBgn0030634","3-4 tissues"
"949","FBgn0037683","3-4 tissues"
"950","FBgn0267037","3-4 tissues"
"951","FBgn0031734","3-4 tissues"
"952","FBgn0015714","3-4 tissues"
"953","FBgn0031012","3-4 tissues"
"954","FBgn0010482","3-4 tissues"
"955","FBgn0032116","3-4 tissues"
"956","FBgn0038986","3-4 tissues"
"957","FBgn0046302","3-4 tissues"
"958","FBgn0033031","3-4 tissues"
"959","FBgn0263994","3-4 tissues"
"960","FBgn0032402","3-4 tissues"
"961","FBgn0042696","3-4 tissues"
"962","FBgn0034140","3-4 tissues"
"963","FBgn0037015","3-4 tissues"
"964","FBgn0270928","3-4 tissues"
"965","FBgn0033936","3-4 tissues"
"966","FBgn0038294","3-4 tissues"
"967","FBgn0262508","3-4 tissues"
"968","FBgn0016976","3-4 tissues"
"969","FBgn0038681","3-4 tissues"
"970","FBgn0029836","3-4 tissues"
"971","FBgn0032741","3-4 tissues"
"972","FBgn0031424","3-4 tissues"
"973","FBgn0032538","3-4 tissues"
"974","FBgn0039789","3-4 tissues"
"975","FBgn0046876","3-4 tissues"
"976","FBgn0265185","3-4 tissues"
"977","FBgn0263397","3-4 tissues"
"978","FBgn0033874","3-4 tissues"
"979","FBgn0053547","3-4 tissues"
"980","FBgn0030040","3-4 tissues"
"981","FBgn0033958","3-4 tissues"
"982","FBgn0031468","3-4 tissues"
"983","FBgn0019985","3-4 tissues"
"984","FBgn0052645","3-4 tissues"
"985","FBgn0031697","3-4 tissues"
"986","FBgn0259110","3-4 tissues"
"987","FBgn0039054","3-4 tissues"
"988","FBgn0034691","3-4 tissues"
"989","FBgn0030390","3-4 tissues"
"990","FBgn0016975","3-4 tissues"
"991","FBgn0032435","3-4 tissues"
"992","FBgn0036319","3-4 tissues"
"993","FBgn0034974","3-4 tissues"
"994","FBgn0033484","3-4 tissues"
"995","FBgn0032087","3-4 tissues"
"996","FBgn0040252","3-4 tissues"
"997","FBgn0030876","3-4 tissues"
"998","FBgn0265186","3-4 tissues"
"999","FBgn0035504","3-4 tissues"
"1000","FBgn0038966","3-4 tissues"
"1001","FBgn0037487","3-4 tissues"
"1002","FBgn0266721","3-4 tissues"
"1003","FBgn0028544","3-4 tissues"
"1004","FBgn0032100","3-4 tissues"
"1005","FBgn0086906","3-4 tissues"
"1006","FBgn0036364","3-4 tissues"
"1007","FBgn0040348","3-4 tissues"
"1008","FBgn0047095","3-4 tissues"
"1009","FBgn0005666","3-4 tissues"
"1010","FBgn0259222","3-4 tissues"
"1011","FBgn0040056","3-4 tissues"
"1012","FBgn0267553","3-4 tissues"
"1013","FBgn0028422","3-4 tissues"
"1014","FBgn0264489","3-4 tissues"
"1015","FBgn0035092","3-4 tissues"
"1016","FBgn0052499","3-4 tissues"
"1017","FBgn0003710","3-4 tissues"
"1018","FBgn0035557","3-4 tissues"
"1019","FBgn0038422","3-4 tissues"
"1020","FBgn0031869","3-4 tissues"
"1021","FBgn0035719","3-4 tissues"
"1022","FBgn0051288","3-4 tissues"
"1023","FBgn0032074","3-4 tissues"
"1024","FBgn0267242","3-4 tissues"
"1025","FBgn0051076","3-4 tissues"
"1026","FBgn0034736","3-4 tissues"
"1027","FBgn0038511","3-4 tissues"
"1028","FBgn0020521","3-4 tissues"
"1029","FBgn0034201","3-4 tissues"
"1030","FBgn0028704","3-4 tissues"
"1031","FBgn0034159","3-4 tissues"
"1032","FBgn0036780","3-4 tissues"
"1033","FBgn0032075","3-4 tissues"
"1034","FBgn0030569","3-4 tissues"
"1035","FBgn0035495","3-4 tissues"
"1036","FBgn0035501","3-4 tissues"
"1037","FBgn0037126","3-4 tissues"
"1038","FBgn0035612","3-4 tissues"
"1039","FBgn0037238","3-4 tissues"
"1040","FBgn0265045","3-4 tissues"
"1041","FBgn0263118","3-4 tissues"
"1042","FBgn0010399","3-4 tissues"
"1043","FBgn0266881","3-4 tissues"
"1044","FBgn0039087","3-4 tissues"
"1045","FBgn0004228","3-4 tissues"
"1046","FBgn0031649","3-4 tissues"
"1047","FBgn0261041","3-4 tissues"
"1048","FBgn0036985","3-4 tissues"
"1049","FBgn0083951","3-4 tissues"
"1050","FBgn0032252","3-4 tissues"
"1051","FBgn0037697","3-4 tissues"
"1052","FBgn0039102","3-4 tissues"
"1053","FBgn0030976","3-4 tissues"
"1054","FBgn0038919","3-4 tissues"
"1055","FBgn0031702","3-4 tissues"
"1056","FBgn0034860","3-4 tissues"
"1057","FBgn0052225","3-4 tissues"
"1058","FBgn0004620","3-4 tissues"
"1059","FBgn0038734","3-4 tissues"
"1060","FBgn0027556","3-4 tissues"
"1061","FBgn0032495","3-4 tissues"
"1062","FBgn0259150","3-4 tissues"
"1063","FBgn0000527","3-4 tissues"
"1064","FBgn0035398","3-4 tissues"
"1065","FBgn0263077","3-4 tissues"
"1066","FBgn0019643","3-4 tissues"
"1067","FBgn0036116","3-4 tissues"
"1068","FBgn0025625","3-4 tissues"
"1069","FBgn0037203","3-4 tissues"
"1070","FBgn0037323","3-4 tissues"
"1071","FBgn0050296","3-4 tissues"
"1072","FBgn0037225","3-4 tissues"
"1073","FBgn0031294","3-4 tissues"
"1074","FBgn0051871","3-4 tissues"
"1075","FBgn0039161","3-4 tissues"
"1076","FBgn0037721","3-4 tissues"
"1077","FBgn0000108","3-4 tissues"
"1078","FBgn0035553","3-4 tissues"
"1079","FBgn0029507","3-4 tissues"
"1080","FBgn0262483","3-4 tissues"
"1081","FBgn0033787","3-4 tissues"
"1082","FBgn0030244","3-4 tissues"
"1083","FBgn0038420","3-4 tissues"
"1084","FBgn0033968","3-4 tissues"
"1085","FBgn0261090","3-4 tissues"
"1086","FBgn0027790","3-4 tissues"
"1087","FBgn0066365","3-4 tissues"
"1088","FBgn0004575","3-4 tissues"
"1089","FBgn0010395","3-4 tissues"
"1090","FBgn0041605","3-4 tissues"
"1091","FBgn0000038","3-4 tissues"
"1092","FBgn0050269","3-4 tissues"
"1093","FBgn0010114","3-4 tissues"
"1094","FBgn0038407","3-4 tissues"
"1095","FBgn0030187","3-4 tissues"
"1096","FBgn0034885","3-4 tissues"
"1097","FBgn0284232","3-4 tissues"
"1098","FBgn0026438","3-4 tissues"
"1099","FBgn0036678","3-4 tissues"
"1100","FBgn0262476","3-4 tissues"
"1101","FBgn0035287","3-4 tissues"
"1102","FBgn0024366","3-4 tissues"
"1103","FBgn0264832","3-4 tissues"
"1104","FBgn0260499","3-4 tissues"
"1105","FBgn0039536","3-4 tissues"
"1106","FBgn0267252","3-4 tissues"
"1107","FBgn0027844","3-4 tissues"
"1108","FBgn0033903","3-4 tissues"
"1109","FBgn0003429","3-4 tissues"
"1110","FBgn0027550","3-4 tissues"
"1111","FBgn0051973","3-4 tissues"
"1112","FBgn0039647","3-4 tissues"
"1113","FBgn0051028","3-4 tissues"
"1114","FBgn0052944","3-4 tissues"
"1115","FBgn0034438","3-4 tissues"
"1116","FBgn0063498","3-4 tissues"
"1117","FBgn0052191","3-4 tissues"
"1118","FBgn0032946","3-4 tissues"
"1119","FBgn0030897","3-4 tissues"
"1120","FBgn0031081","3-4 tissues"
"1121","FBgn0259927","3-4 tissues"
"1122","FBgn0034253","3-4 tissues"
"1123","FBgn0028550","3-4 tissues"
"1124","FBgn0028940","3-4 tissues"
"1125","FBgn0035179","3-4 tissues"
"1126","FBgn0010383","3-4 tissues"
"1127","FBgn0038727","3-4 tissues"
"1128","FBgn0050273","3-4 tissues"
"1129","FBgn0265187","3-4 tissues"
"1130","FBgn0034301","3-4 tissues"
"1131","FBgn0034194","3-4 tissues"
"1132","FBgn0034394","3-4 tissues"
"1133","FBgn0038596","3-4 tissues"
"1134","FBgn0263216","3-4 tissues"
"1135","FBgn0039728","3-4 tissues"
"1136","FBgn0038839","3-4 tissues"
"1137","FBgn0034136","3-4 tissues"
"1138","FBgn0030816","3-4 tissues"
"1139","FBgn0052732","3-4 tissues"
"1140","FBgn0032719","3-4 tissues"
"1141","FBgn0035427","3-4 tissues"
"1142","FBgn0033158","3-4 tissues"
"1143","FBgn0035431","3-4 tissues"
"1144","FBgn0029708","3-4 tissues"
"1145","FBgn0010435","3-4 tissues"
"1146","FBgn0027491","3-4 tissues"
"1147","FBgn0013342","3-4 tissues"
"1148","FBgn0263029","3-4 tissues"
"1149","FBgn0030340","3-4 tissues"
"1150","FBgn0030613","3-4 tissues"
"1151","FBgn0004244","3-4 tissues"
"1152","FBgn0034530","3-4 tissues"
"1153","FBgn0038641","3-4 tissues"
"1154","FBgn0086675","3-4 tissues"
"1155","FBgn0034638","3-4 tissues"
"1156","FBgn0038837","3-4 tissues"
"1157","FBgn0039754","3-4 tissues"
"1158","FBgn0004242","3-4 tissues"
"1159","FBgn0004057","3-4 tissues"
"1160","FBgn0039217","3-4 tissues"
"1161","FBgn0038143","3-4 tissues"
"1162","FBgn0263846","3-4 tissues"
"1163","FBgn0039527","3-4 tissues"
"1164","FBgn0040262","3-4 tissues"
"1165","FBgn0035538","5-6 tissues"
"1166","FBgn0031918","5-6 tissues"
"1167","FBgn0027341","5-6 tissues"
"1168","FBgn0024913","5-6 tissues"
"1169","FBgn0035452","5-6 tissues"
"1170","FBgn0035199","5-6 tissues"
"1171","FBgn0263200","5-6 tissues"
"1172","FBgn0026077","5-6 tissues"
"1173","FBgn0033464","5-6 tissues"
"1174","FBgn0031762","5-6 tissues"
"1175","FBgn0038034","5-6 tissues"
"1176","FBgn0051100","5-6 tissues"
"1177","FBgn0010387","5-6 tissues"
"1178","FBgn0001991","5-6 tissues"
"1179","FBgn0263111","5-6 tissues"
"1180","FBgn0036834","5-6 tissues"
"1181","FBgn0035636","5-6 tissues"
"1182","FBgn0013972","5-6 tissues"
"1183","FBgn0029681","5-6 tissues"
"1184","FBgn0038198","5-6 tissues"
"1185","FBgn0030508","5-6 tissues"
"1186","FBgn0266445","5-6 tissues"
"1187","FBgn0037534","5-6 tissues"
"1188","FBgn0002917","5-6 tissues"
"1189","FBgn0032900","5-6 tissues"
"1190","FBgn0031239","5-6 tissues"
"1191","FBgn0011603","5-6 tissues"
"1192","FBgn0033582","5-6 tissues"
"1193","FBgn0032167","5-6 tissues"
"1194","FBgn0000039","5-6 tissues"
"1195","FBgn0260006","5-6 tissues"
"1196","FBgn0040496","5-6 tissues"
"1197","FBgn0033448","5-6 tissues"
"1198","FBgn0034985","5-6 tissues"
"1199","FBgn0028572","5-6 tissues"
"1200","FBgn0033365","5-6 tissues"
"1201","FBgn0033942","5-6 tissues"
"1202","FBgn0010014","5-6 tissues"
"1203","FBgn0263038","5-6 tissues"
"1204","FBgn0034903","5-6 tissues"
"1205","FBgn0264006","5-6 tissues"
"1206","FBgn0085391","5-6 tissues"
"1207","FBgn0029814","5-6 tissues"
"1208","FBgn0033667","5-6 tissues"
"1209","FBgn0263132","5-6 tissues"
"1210","FBgn0030039","5-6 tissues"
"1211","FBgn0267486","5-6 tissues"
"1212","FBgn0032129","5-6 tissues"
"1213","FBgn0051675","5-6 tissues"
"1214","FBgn0035815","5-6 tissues"
"1215","FBgn0033753","5-6 tissues"
"1216","FBgn0263072","5-6 tissues"
"1217","FBgn0016694","5-6 tissues"
"1218","FBgn0030745","5-6 tissues"
"1219","FBgn0261534","5-6 tissues"
"1220","FBgn0033054","5-6 tissues"
"1221","FBgn0029648","5-6 tissues"
"1222","FBgn0033702","5-6 tissues"
"1223","FBgn0004580","5-6 tissues"
"1224","FBgn0027930","5-6 tissues"
"1225","FBgn0264894","5-6 tissues"
"1226","FBgn0024989","5-6 tissues"
"1227","FBgn0031948","5-6 tissues"
"1228","FBgn0051665","5-6 tissues"
"1229","FBgn0037060","5-6 tissues"
"1230","FBgn0051140","5-6 tissues"
"1231","FBgn0023534","5-6 tissues"
"1232","FBgn0000422","5-6 tissues"
"1233","FBgn0036612","5-6 tissues"
"1234","FBgn0039479","5-6 tissues"
"1235","FBgn0030925","5-6 tissues"
"1236","FBgn0085404","5-6 tissues"
"1237","FBgn0033250","5-6 tissues"
"1238","FBgn0286071","5-6 tissues"
"1239","FBgn0033876","5-6 tissues"
"1240","FBgn0034808","5-6 tissues"
"1241","FBgn0013467","5-6 tissues"
"1242","FBgn0259246","5-6 tissues"
"1243","FBgn0250862","5-6 tissues"
"1244","FBgn0035086","5-6 tissues"
"1245","FBgn0030160","5-6 tissues"
"1246","FBgn0033033","5-6 tissues"
"1247","FBgn0031097","5-6 tissues"
"1248","FBgn0001311","5-6 tissues"
"1249","FBgn0261788","5-6 tissues"
"1250","FBgn0039084","5-6 tissues"
"1251","FBgn0034709","5-6 tissues"
"1252","FBgn0038405","5-6 tissues"
"1253","FBgn0014073","5-6 tissues"
"1254","FBgn0051005","5-6 tissues"
"1255","FBgn0040554","5-6 tissues"
"1256","FBgn0262593","5-6 tissues"
"1257","FBgn0036488","5-6 tissues"
"1258","FBgn0025381","5-6 tissues"
"1259","FBgn0031926","5-6 tissues"
"1260","FBgn0030887","5-6 tissues"
"1261","FBgn0024232","5-6 tissues"
"1262","FBgn0038017","5-6 tissues"
"1263","FBgn0039758","5-6 tissues"
"1264","FBgn0032598","5-6 tissues"
"1265","FBgn0034022","5-6 tissues"
"1266","FBgn0029896","5-6 tissues"
"1267","FBgn0043792","5-6 tissues"
"1268","FBgn0039883","5-6 tissues"
"1269","FBgn0031426","5-6 tissues"
"1270","FBgn0041181","5-6 tissues"
"1271","FBgn0030590","5-6 tissues"
"1272","FBgn0016075","5-6 tissues"
"1273","FBgn0052694","5-6 tissues"
"1274","FBgn0266417","5-6 tissues"
"1275","FBgn0051626","5-6 tissues"
"1276","FBgn0085330","5-6 tissues"
"1277","FBgn0034391","5-6 tissues"
"1278","FBgn0028675","5-6 tissues"
"1279","FBgn0034070","5-6 tissues"
"1280","FBgn0027356","5-6 tissues"
"1281","FBgn0086708","5-6 tissues"
"1282","FBgn0034030","5-6 tissues"
"1283","FBgn0031449","5-6 tissues"
"1284","FBgn0040319","5-6 tissues"
"1285","FBgn0037796","5-6 tissues"
"1286","FBgn0262717","5-6 tissues"
"1287","FBgn0031461","5-6 tissues"
"1288","FBgn0029894","5-6 tissues"
"1289","FBgn0027580","5-6 tissues"
"1290","FBgn0035173","5-6 tissues"
"1291","FBgn0040837","5-6 tissues"
"1292","FBgn0029761","5-6 tissues"
"1293","FBgn0060296","5-6 tissues"
"1294","FBgn0260386","5-6 tissues"
"1295","FBgn0063499","5-6 tissues"
"1296","FBgn0031232","5-6 tissues"
"1297","FBgn0032422","5-6 tissues"
"1298","FBgn0261625","5-6 tissues"
"1299","FBgn0010397","5-6 tissues"
"1300","FBgn0039594","5-6 tissues"
"1301","FBgn0003218","5-6 tissues"
"1302","FBgn0027585","5-6 tissues"
"1303","FBgn0050069","5-6 tissues"
"1304","FBgn0038603","5-6 tissues"
"1305","FBgn0046874","5-6 tissues"
"1306","FBgn0031589","5-6 tissues"
"1307","FBgn0035877","5-6 tissues"
"1308","FBgn0035131","5-6 tissues"
"1309","FBgn0000636","5-6 tissues"
"1310","FBgn0031737","5-6 tissues"
"1311","FBgn0001297","5-6 tissues"
"1312","FBgn0039043","5-6 tissues"
"1313","FBgn0010497","5-6 tissues"
"1314","FBgn0265590","5-6 tissues"
"1315","FBgn0032218","5-6 tissues"
"1316","FBgn0027600","5-6 tissues"
"1317","FBgn0027654","5-6 tissues"
"1318","FBgn0038682","5-6 tissues"
"1319","FBgn0013995","5-6 tissues"
"1320","FBgn0003159","5-6 tissues"
"1321","FBgn0032614","5-6 tissues"
"1322","FBgn0033668","5-6 tissues"
"1323","FBgn0052082","5-6 tissues"
"1324","FBgn0034420","5-6 tissues"
"1325","FBgn0005638","5-6 tissues"
"1326","FBgn0053196","5-6 tissues"
"1327","FBgn0033980","5-6 tissues"
"1328","FBgn0022770","5-6 tissues"
"1329","FBgn0032601","5-6 tissues"
"1330","FBgn0010246","5-6 tissues"
"1331","FBgn0003867","5-6 tissues"
"1332","FBgn0003890","5-6 tissues"
"1333","FBgn0032010","5-6 tissues"
"1334","FBgn0083972","5-6 tissues"
"1335","FBgn0283427","5-6 tissues"
"1336","FBgn0035049","5-6 tissues"
"1337","FBgn0050460","5-6 tissues"
"1338","FBgn0050463","5-6 tissues"
"1339","FBgn0025631","5-6 tissues"
"1340","FBgn0037525","5-6 tissues"
"1341","FBgn0030234","5-6 tissues"
"1342","FBgn0037410","5-6 tissues"
"1343","FBgn0033132","5-6 tissues"
"1344","FBgn0035977","5-6 tissues"
"1345","FBgn0030847","5-6 tissues"
"1346","FBgn0262740","5-6 tissues"
"1347","FBgn0052687","5-6 tissues"
"1348","FBgn0038197","5-6 tissues"
"1349","FBgn0039844","5-6 tissues"
"1350","FBgn0033252","5-6 tissues"
"1351","FBgn0028527","5-6 tissues"
"1352","FBgn0286203","5-6 tissues"
"1353","FBgn0029838","5-6 tissues"
"1354","FBgn0005626","5-6 tissues"
"1355","FBgn0031629","5-6 tissues"
"1356","FBgn0024238","5-6 tissues"
"1357","FBgn0035104","5-6 tissues"
"1358","FBgn0030574","5-6 tissues"
"1359","FBgn0033443","5-6 tissues"
"1360","FBgn0028886","5-6 tissues"
"1361","FBgn0259923","5-6 tissues"
"1362","FBgn0033504","5-6 tissues"
"1363","FBgn0032297","5-6 tissues"
"1364","FBgn0053978","5-6 tissues"
"1365","FBgn0259994","5-6 tissues"
"1366","FBgn0265623","5-6 tissues"
"1367","FBgn0025391","5-6 tissues"
"1368","FBgn0031816","5-6 tissues"
"1369","FBgn0260632","5-6 tissues"
"1370","FBgn0025683","5-6 tissues"
"1371","FBgn0011274","5-6 tissues"
"1372","FBgn0262617","5-6 tissues"
"1373","FBgn0003093","5-6 tissues"
"1374","FBgn0040817","5-6 tissues"
"1375","FBgn0034723","5-6 tissues"
"1376","FBgn0022800","5-6 tissues"
"1377","FBgn0015522","5-6 tissues"
"1378","FBgn0261015","5-6 tissues"
"1379","FBgn0030412","5-6 tissues"
"1380","FBgn0031530","5-6 tissues"
"1381","FBgn0036698","5-6 tissues"
"1382","FBgn0005564","5-6 tissues"
"1383","FBgn0259481","5-6 tissues"
"1384","FBgn0015801","5-6 tissues"
"1385","FBgn0033919","5-6 tissues"
"1386","FBgn0016013","5-6 tissues"
"1387","FBgn0000451","5-6 tissues"
"1388","FBgn0035089","5-6 tissues"
"1389","FBgn0267336","5-6 tissues"
"1390","FBgn0035710","5-6 tissues"
"1391","FBgn0261565","5-6 tissues"
"1392","FBgn0043364","5-6 tissues"
"1393","FBgn0039064","5-6 tissues"
"1394","FBgn0034135","5-6 tissues"
"1395","FBgn0034143","5-6 tissues"
"1396","FBgn0035844","5-6 tissues"
"1397","FBgn0027570","5-6 tissues"
"1398","FBgn0261808","5-6 tissues"
"1399","FBgn0260653","5-6 tissues"
"1400","FBgn0052626","5-6 tissues"
"1401","FBgn0030309","5-6 tissues"
"1402","FBgn0003162","5-6 tissues"
"1403","FBgn0259163","5-6 tissues"
"1404","FBgn0034396","5-6 tissues"
"1405","FBgn0034417","5-6 tissues"
"1406","FBgn0015577","5-6 tissues"
"1407","FBgn0032685","5-6 tissues"
"1408","FBgn0265413","5-6 tissues"
"1409","FBgn0032798","5-6 tissues"
"1410","FBgn0034563","5-6 tissues"
"1411","FBgn0001321","5-6 tissues"
"1412","FBgn0263258","5-6 tissues"
"1413","FBgn0051676","5-6 tissues"
"1414","FBgn0034718","5-6 tissues"
"1415","FBgn0262562","5-6 tissues"
"1416","FBgn0030763","5-6 tissues"
"1417","FBgn0038610","5-6 tissues"
"1418","FBgn0045761","5-6 tissues"
"1419","FBgn0033128","5-6 tissues"
"1420","FBgn0266758","5-6 tissues"
"1421","FBgn0022382","5-6 tissues"
"1422","FBgn0034915","5-6 tissues"
"1423","FBgn0032603","5-6 tissues"
"1424","FBgn0259227","5-6 tissues"
"1425","FBgn0031571","5-6 tissues"
"1426","FBgn0264679","5-6 tissues"
"1427","FBgn0259705","5-6 tissues"
"1428","FBgn0029942","5-6 tissues"
