"","fb_tx_id","fb_gene_id","fb_symbol","late.tss","late.tu","PI"
"185","FBtr0082704","FBgn0003308","ry",3.00085745770997,0.0251013354433499,2.97575612226662
"186","FBtr0077993","FBgn0003310","S",5.68657959767843,2.22234452718407,3.46423507049435
"187","FBtr0087856","FBgn0003326","sca",4.02774693053064,0.835775271313049,3.19197165921759
"188","FBtr0087370","FBgn0003328","scb",4.95870683922848,1.56135239241306,3.39735444681542
"189","FBtr0346799","FBgn0003345","sd",4.85982254092238,2.77909722801728,2.0807253129051
"190","FBtr0343342","FBgn0003353","sei",0.81328058906559,0.343239929344912,0.470040659720678
"191","FBtr0085502","FBgn0003357","Jon99Ciii",-2.13081402686917,-1.41866448586679,-0.712149541002375
"192","FBtr0085511","FBgn0003358","Jon99Ci",0.0399914073851974,-1.23977973397187,1.27977114135707
"193","FBtr0346384","FBgn0003360","sesB",5.03119790332064,2.9508839279289,2.08031397539174
"194","FBtr0332184","FBgn0003386","Shaw",4.48402164148504,0.674795967709794,3.80922567377525
"195","FBtr0075676","FBgn0003388","shd",3.90248684260875,0.0672469568819757,3.83523988572678
"196","FBtr0070978","FBgn0003390","shf",3.28029131364842,-0.258925669484744,3.53921698313317
"197","FBtr0088101","FBgn0003396","shn",5.6827873114009,1.45003673958687,4.23275057181403
"198","FBtr0078328","FBgn0003415","skd",4.12326624881021,1.32216580424544,2.80110044456477
"199","FBtr0077203","FBgn0003423","slgA",4.08775852614811,0.140474288817548,3.94728423733056
"200","FBtr0084684","FBgn0003429","slo",2.59811691139175,0.2150456906977,2.38307122069405
"201","FBtr0077499","FBgn0003430","slp1",3.03783808465325,-0.564282612059567,3.60212069671282
"202","FBtr0086492","FBgn0003435","sm",3.99944320315792,1.13201338906888,2.86742981408904
"203","FBtr0080739","FBgn0003448","sna",2.38869073022392,0.00294977673885496,2.38574095348506
"204","FBtr0333042","FBgn0003459","stwl",3.4054383827523,1.7976622592396,1.6077761235127
"205","FBtr0074063","FBgn0003463","sog",5.78094855073975,3.7697974615614,2.01115108917835
"206","FBtr0089678","FBgn0003464","sol",2.70039336284707,0.611187783414954,2.08920557943212
"207","FBtr0081354","FBgn0003475","spir",4.93802947766812,0.853103595511123,4.084925882157
"208","FBtr0112834","FBgn0003495","spz",4.29296568955832,1.0038068720086,3.28915881754972
"209","FBtr0344633","FBgn0003499","sr",4.77554266681469,0.755744406007111,4.01979826080757
"210","FBtr0306026","FBgn0003513","ss",1.056267536253,0.243187956330211,0.813079579922793
"211","FBtr0070289","FBgn0003517","sta",5.18960050535564,2.64011729802725,2.54948320732839
"212","FBtr0082736","FBgn0003598","Su(var)3-7",2.94787608191475,-0.287438849663153,3.2353149315779
"214","FBtr0082563","FBgn0003651","svp",3.27868861479447,-0.300906077663276,3.57959469245775
"215","FBtr0088362","FBgn0003660","Syb",2.54822695641671,1.42478619285557,1.12344076356114
"216","FBtr0084290","FBgn0003676","CCT1",1.84087719018542,0.310226269798914,1.53065092038651
"217","FBtr0073219","FBgn0003710","tipE",2.86294295465209,-0.151828664597479,3.01477161924957
"218","FBtr0070459","FBgn0003714","tko",2.25692777369239,-0.381657412885945,2.63858518657834
"219","FBtr0079089","FBgn0003716","tkv",5.45494036899787,1.48829396529501,3.96664640370286
"220","FBtr0074922","FBgn0003744","trc",2.48832795862956,0.160712710221765,2.32761524840779
"221","FBtr0071537","FBgn0003748","Treh",4.72898035486921,0.978822990666618,3.75015736420259
"222","FBtr0082947","FBgn0003862","trx",4.38136750669813,1.81629389585715,2.56507361084098
"223","FBtr0088161","FBgn0003863","alphaTry",0.241805024364852,-1.31049260404903,1.55229762841388
"224","FBtr0085906","FBgn0003866","tsh",4.41157154899226,1.631460727752,2.78011082124026
"225","FBtr0084164","FBgn0003867","tsl",4.48090713395325,1.66438112283132,2.81652601112192
"226","FBtr0085828","FBgn0003870","ttk",5.17353313106647,1.26594105146909,3.90759207959737
"227","FBtr0072270","FBgn0003888","betaTub60D",3.79456097177882,0.797433421992568,2.99712754978625
"228","FBtr0300611","FBgn0003890","betaTub97EF",5.53909434788808,2.15720554454115,3.38188880334693
"229","FBtr0071582","FBgn0003891","tud",3.44882629492732,0.29846787182384,3.15035842310348
"230","FBtr0089427","FBgn0003892","ptc",5.46634999676284,1.5331719452232,3.93317805153964
"231","FBtr0081111","FBgn0003896","tup",3.50967149763228,0.863282224262923,2.64638927336935
"232","FBtr0334787","FBgn0003941","RpL40",3.52910364031591,1.40457487631093,2.12452876400498
"233","FBtr0080016","FBgn0003942","RpS27A",4.4266229059525,1.97476584894771,2.45185705700478
"234","FBtr0310027","FBgn0003963","ush",6.23939064319204,1.67356423461847,4.56582640857357
"235","FBtr0073386","FBgn0003965","v",1.30649046790205,-0.540176054430977,1.84666652233303
"236","FBtr0340415","FBgn0003969","vap",2.68358257197972,0.58265469010948,2.10092788187024
"237","FBtr0077082","FBgn0003984","vn",5.86894738695758,3.67463853788495,2.19430884907264
"238","FBtr0332862","FBgn0003997","hid",4.20020320383117,-0.30529454271176,4.50549774654293
"239","FBtr0086510","FBgn0004003","wbl",3.13681263907841,0.349673337256235,2.78713930182217
"240","FBtr0070071","FBgn0004034","y",1.44965536070317,0.61736069632298,0.832294664380189
"241","FBtr0345678","FBgn0004055","uzip",5.59776677970029,1.55732937139963,4.04043740830067
"242","FBtr0074748","FBgn0004057","Zw",3.53514710071795,1.64580651405388,1.88934058666407
"243","FBtr0110910","FBgn0004087","Dhfr",-0.374068044143973,-1.08508812476037,0.711020080616394
"244","FBtr0290089","FBgn0004101","bs",4.17014547108075,0.153684788542718,4.01646068253803
"245","FBtr0084681","FBgn0004118","nAChRbeta2",2.5585895859392,0.158916841746592,2.3996727441926
"246","FBtr0303857","FBgn0004167","kst",5.08375724836513,1.55123719071847,3.53252005764665
"247","FBtr0086577","FBgn0004168","5-HT1A",3.06762342840882,0.239004508997098,2.82861891941172
"248","FBtr0344121","FBgn0004197","Ser",3.87543266355294,2.00681997785123,1.86861268570171
"249","FBtr0075602","FBgn0004228","mex1",2.70001761794537,-0.623030990527301,3.32304860847267
"250","FBtr0077726","FBgn0004242","Syt1",2.57414697912504,0.482360941957221,2.09178603716781
"251","FBtr0309054","FBgn0004244","Rdl",2.96715005614751,-0.503894689385471,3.47104474553298
"252","FBtr0085065","FBgn0004359","T48",5.42674371493715,2.69868964185087,2.72805407308628
"253","FBtr0088512","FBgn0004360","Wnt2",3.40049384994198,0.223311281594849,3.17718256834713
"254","FBtr0303454","FBgn0004369","Ptp99A",4.96301300281321,1.07545712553011,3.88755587728309
"255","FBtr0273235","FBgn0004370","Ptp10D",6.37352862733308,2.22263264370644,4.15089598362664
"256","FBtr0072515","FBgn0004373","fwd",5.17117802058629,2.08661204193887,3.08456597864742
"257","FBtr0077157","FBgn0004380","Klp64D",1.48564136444954,0.0956095627850744,1.39003180166447
"258","FBtr0076030","FBgn0004381","Klp68D",2.20926425039701,0.732603052972605,1.4766611974244
"259","FBtr0085211","FBgn0004387","Klp98A",4.54823526311185,1.30024898740372,3.24798627570812
"260","FBtr0076367","FBgn0004390","RasGAP1",5.56130106731086,1.64246843509681,3.91883263221405
"261","FBtr0080393","FBgn0004394","pdm2",0.526650633256697,-1.51349014886714,2.04014078212383
"262","FBtr0337052","FBgn0004395","unk",3.06042162670707,1.60077547603892,1.45964615066815
"263","FBtr0075558","FBgn0004396","CrebA",4.7039898350575,0.183070560308265,4.52091927474924
"264","FBtr0070420","FBgn0004397","Vinc",5.03129498827384,2.73109134223604,2.3002036460378
"265","FBtr0071094","FBgn0004403","RpS14a",2.8813086825718,0.978542352547709,1.90276633002409
"266","FBtr0071096","FBgn0004404","RpS14b",2.32633456260146,0.189779033273781,2.13655552932767
"267","FBtr0072628","FBgn0004425","LysB",-1.15659074664606,-1.42189633532977,0.26530558868371
"268","FBtr0072634","FBgn0004427","LysD",-1.53992544990881,-1.89857384324694,0.358648393338126
"269","FBtr0072630","FBgn0004428","LysE",-1.06301932882035,-1.64935347467763,0.586334145857277
"270","FBtr0072631","FBgn0004430","LysS",-1.26504640078455,-2.10433671680326,0.839290316018714
"271","FBtr0078509","FBgn0004449","Ten-m",5.89788664217405,2.09703298169178,3.80085366048227
"272","FBtr0310647","FBgn0004456","mew",5.26540104364851,0.82448752492709,4.44091351872142
"273","FBtr0087977","FBgn0004463","RpIII128",1.0352913102007,-0.501466403735379,1.53675771393608
"274","FBtr0075359","FBgn0004465","Su(P)",2.07525356146283,0.521829732525601,1.55342382893723
"275","FBtr0100485","FBgn0004507","GlyP",4.61217925459311,1.51505119516299,3.09712805943012
"276","FBtr0310618","FBgn0004509","Fur1",6.78784352364768,2.41447600278473,4.37336752086294
"277","FBtr0085088","FBgn0004510","Ets97D",2.52547164197339,0.641481952950462,1.88398968902293
"278","FBtr0077011","FBgn0004513","Mdr65",0.304954989837482,0.0921438392185236,0.212811150618958
"279","FBtr0332980","FBgn0004516","Gad1",-0.215178640499547,-2.64227786881552,2.42709922831597
"280","FBtr0073213","FBgn0004552","Akh",1.02962067431022,0.596051205034486,0.433569469275729
"281","FBtr0083502","FBgn0004554","Edg91",-0.872008798314952,-1.46155738922411,0.589548590909157
"282","FBtr0077500","FBgn0004567","slp2",2.63839498995412,-0.865944710437437,3.50433970039156
"283","FBtr0075408","FBgn0004569","aos",5.09525754995957,1.65311119322474,3.44214635673483
"284","FBtr0073263","FBgn0004574","Rop",3.21458157204804,1.31547414851087,1.89910742353717
"285","FBtr0089475","FBgn0004575","Syn",2.66567688590764,-0.00835543202348465,2.67403231793112
"286","FBtr0089287","FBgn0004577","Pxd",1.43198662435677,-0.402404091463973,1.83439071582075
"287","FBtr0087056","FBgn0004580","Cbp53E",3.19962512653427,-1.93878363778007,5.13840876431434
"288","FBtr0078059","FBgn0004583","ex",5.54650149347309,1.79264892022836,3.75385257324473
