fb_gene_id,fb_symbol, early_FPKM , late_FPKM , epidermis_FPKM , glia_FPKM , gut_FPKM , muscle_FPKM , neuron_FPKM , trachea_FPKM ,polii.embryo14,polii.embryo17,polii.larvae,polii.epidermis,polii.glia,polii.gut,polii.muscle,polii.neuron,polii.trachea,min_tissue_tss_ratio,max_tissue_tss_ratio,tbp.embryo14,tbp.embryo17,tfiib.embryo14,tfiib.embryo17,tfiif.embryo14,tfiif.embryo17,below_bg_tissues,above_bg_tissues,polii_group_tissues,whole_embryo_pol_status,intact_diff_expression
FBgn0015572,alpha-Est4, 0.5 , 26.1 , 11.8 , 15.0 , 14.9 , 11.7 , 17.5 , 26.8 ,2.08,3.67,3.14,-0.40,-0.06,0.60,0.17,-0.35,0.33,-0.40,0.60,2.12,0.99,1.33,3.47,1.79,3.09,3,0,No Pol II,Above 2-fold,Yes
FBgn0265416,Neto, 0.0 , 5.5 , 13.5 , 13.0 , 8.7 , 26.8 , 17.5 , 10.3 ,4.28,5.02,4.70,3.84,2.87,2.26,3.20,3.59,2.05,2.05,3.84,3.09,0.72,0.92,1.61,1.61,1.03,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0050418,nord, 0.0 , 6.1 , 19.4 , 10.0 , 7.8 , 14.6 , 17.3 , 8.6 ,3.74,5.42,5.13,2.50,3.74,1.76,2.97,4.52,1.34,1.34,4.52,2.12,0.42,1.63,2.62,1.54,1.99,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0050502,fa2h, 0.8 , 20.0 , 9.0 , 11.2 , 14.4 , 7.9 , 17.2 , 29.6 ,3.78,4.92,4.50,-0.41,-0.74,1.54,1.51,-0.22,0.32,-0.74,1.54,2.30,0.28,1.07,2.99,1.38,2.19,3,2,Recruitment regulated,Above 2-fold,Yes
FBgn0051235,CG31235, 0.3 , 8.8 , 12.1 , 47.9 , 8.3 , 15.2 , 13.3 , 8.0 ,0.11,0.78,0.17,-0.81,0.75,-1.40,-1.04,0.27,-1.53,-1.53,0.75,-1.22,0.32,0.49,0.12,-0.25,0.50,4,0,No Pol II, Low,Yes
FBgn0263118,tx, 0.5 , 22.1 , 20.8 , 24.4 , 15.0 , 21.2 , 17.2 , 16.8 ,3.17,2.93,3.57,1.99,0.46,2.43,1.73,-0.35,1.83,-0.35,2.43,4.22,1.28,1.83,1.82,2.55,1.65,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0052354,CG32354, 0.4 , 14.2 , 12.0 , 32.8 , 5.9 , 15.2 , 15.6 , 8.6 ,-0.98,-1.40,-1.83,-0.74,-0.51,-0.93,0.37,-0.37,-0.32,-0.93,0.37,-1.06,-0.23,0.31,0.08,0.34,0.22,5,0,No Pol II,  Below background,Yes
FBgn0033633,CG7759, 0.7 , 8.9 , 7.0 , 8.2 , 5.5 , 15.2 , 7.0 , 6.1 ,0.72,-1.84,0.55,-6.12,-0.70,-0.61,1.16,-0.78,-1.09,-6.12,1.16,1.76,0.19,0.38,-0.81,-0.94,-0.70,5,1,Recruitment regulated, Low,Yes
FBgn0033031,CG8245, 1.0 , 15.2 , 15.7 , 11.4 , 10.6 , 15.2 , 12.9 , 11.1 ,0.36,2.44,1.56,1.97,1.89,0.17,0.61,2.01,0.53,0.17,2.01,0.88,-0.03,1.26,0.83,1.56,0.42,0,3,Unclassified, Low,Yes
FBgn0261526,NT1, 0.1 , 11.1 , 30.3 , 14.8 , 32.5 , 13.8 , 17.2 , 18.4 ,2.14,1.26,0.88,2.61,-1.49,2.37,0.20,-0.11,2.42,-1.49,2.61,1.23,-0.45,0.80,0.88,1.80,0.52,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0028381,decay, 0.1 , 61.3 , 25.3 , 29.6 , 26.5 , 26.9 , 17.0 , 27.7 ,2.85,4.16,3.40,-1.56,-1.79,0.23,1.15,-1.29,-0.32,-1.79,1.15,2.51,0.86,0.71,1.82,0.78,1.13,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0004552,Akh, 0.3 , 9.8 , 10.9 , 4.5 , 4.5 , 15.0 , 3.1 , 6.2 ,0.17,0.38,-0.12,0.93,-0.46,-0.84,0.33,-0.62,-0.69,-0.84,0.93,-1.04,-0.28,0.44,0.11,-0.86,-0.18,4,0,No Pol II, Low,Yes
FBgn0083963,CG34127, 0.1 , 5.6 , 12.9 , 10.1 , 9.6 , 13.5 , 17.0 , 10.5 ,1.95,4.18,3.66,2.89,2.76,0.78,1.54,3.13,1.02,0.78,3.13,2.90,1.63,0.67,0.92,0.86,0.54,0,5,Unclassified,Above 2-fold,Yes
FBgn0014073,Tie, 0.0 , 19.2 , 22.3 , 22.7 , 19.1 , 14.7 , 17.0 , 42.6 ,4.24,4.42,4.54,3.42,1.27,3.70,1.73,0.82,2.85,0.82,3.70,3.20,0.86,1.72,1.26,2.05,1.10,0,5,Unclassified,Above 2-fold,Yes
FBgn0029894,CG14440, 0.9 , 11.0 , 13.7 , 14.7 , 10.9 , 15.0 , 15.5 , 11.0 ,1.92,3.18,2.84,3.09,2.05,2.14,2.23,2.03,1.95,1.95,3.09,3.11,0.00,2.38,2.59,2.91,2.11,0,6,Elongation regulated,Above 2-fold,No
FBgn0034394,CG15096, 0.3 , 46.0 , 15.8 , 13.7 , 41.8 , 26.1 , 16.8 , 53.3 ,3.23,3.60,3.40,2.74,-0.85,2.72,0.61,-0.63,0.83,-0.85,2.74,4.23,1.58,2.02,2.84,2.68,2.81,2,2,Recruitment regulated,Above 2-fold,Yes
FBgn0035043,CG4781, 0.2 , 56.8 , 17.9 , 22.3 , 19.4 , 19.4 , 16.7 , 28.4 ,3.09,4.38,3.67,-2.96,-1.07,0.74,0.61,-1.12,-1.74,-2.96,0.74,3.23,1.24,1.81,3.72,3.02,3.03,4,0,No Pol II,Above 2-fold,Yes
FBgn0013972,Gycalpha99B, 0.1 , 23.5 , 25.3 , 19.9 , 22.7 , 20.2 , 16.6 , 16.5 ,1.28,3.60,2.68,3.93,3.11,2.33,0.74,3.31,2.29,0.74,3.93,5.31,3.63,2.67,1.66,2.75,1.39,0,5,Unclassified,Above 2-fold,Yes
FBgn0052633,CG32633, 0.4 , 109.6 , 24.8 , 27.8 , 29.6 , 17.2 , 16.5 , 32.5 ,1.42,2.02,2.88,-0.29,0.14,0.83,-0.91,-0.11,-1.67,-1.67,0.83,2.77,0.29,2.26,3.14,2.82,2.80,4,0,No Pol II,Above 2-fold,Yes
FBgn0052603,CG32603, 0.2 , 55.5 , 32.8 , 18.2 , 76.6 , 14.9 , 5.9 , 13.2 ,0.85,-0.75,2.33,0.55,-0.56,0.81,-0.50,-0.98,-0.51,-0.98,0.81,0.84,-0.22,0.34,0.93,1.38,0.74,4,0,No Pol II, Low,Yes
FBgn0035086,CG12851, 0.1 , 7.6 , 13.6 , 12.8 , 11.2 , 14.8 , 13.9 , 11.7 ,1.99,4.28,3.79,3.87,3.36,1.54,1.97,3.90,1.50,1.50,3.90,2.48,0.71,1.60,2.56,2.43,2.30,0,6,Elongation regulated,Above 2-fold,No
FBgn0259108,futsch, 0.2 , 5.1 , 9.4 , 9.5 , 7.7 , 13.0 , 16.5 , 7.0 ,2.43,5.27,4.84,0.68,3.18,0.78,1.41,3.82,0.37,0.37,3.82,1.91,0.42,-0.33,1.04,-0.06,0.83,0,3,Unclassified,Above 2-fold,Yes
FBgn0036321,CG14120, 0.0 , 22.7 , 10.1 , 8.0 , 19.6 , 14.8 , 12.3 , 45.0 ,0.79,1.83,1.67,-2.97,-0.65,-1.54,-0.25,-0.99,-0.33,-2.97,-0.25,2.70,0.83,2.47,3.40,2.26,2.64,6,0,No Pol II, Low,Yes
FBgn0262057,Spn77Ba, 0.2 , 21.8 , 20.5 , 12.8 , 16.4 , 14.7 , 10.2 , 16.6 ,3.79,4.74,4.81,3.66,1.19,2.58,3.42,1.41,1.15,1.15,3.66,3.44,1.98,0.68,2.12,1.42,1.45,0,6,Elongation regulated,Above 2-fold,No
FBgn0028940,Cyp28a5, 0.3 , 28.2 , 7.7 , 30.6 , 45.3 , 23.6 , 16.5 , 18.2 ,3.17,5.03,5.18,1.66,1.16,0.89,3.08,-1.08,-0.06,-1.08,3.08,4.82,3.89,3.17,5.14,3.36,4.31,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0259935,CG42458, 0.4 , 7.3 , 11.2 , 13.1 , 11.2 , 14.7 , 15.2 , 9.4 ,4.14,5.26,4.78,4.12,3.68,2.50,3.33,4.09,1.34,1.34,4.12,2.94,0.85,1.96,2.36,2.01,1.77,0,6,Elongation regulated,Above 2-fold,No
FBgn0039257,tnc, 0.5 , 6.4 , 11.7 , 10.1 , 11.5 , 12.4 , 16.4 , 16.4 ,2.17,4.20,3.59,2.95,2.21,0.63,1.43,3.32,1.42,0.63,3.32,3.83,1.13,3.97,4.08,2.41,1.35,0,5,Unclassified,Above 2-fold,Yes
FBgn0264272,mwh, 0.7 , 11.5 , 18.6 , 23.3 , 20.8 , 14.7 , 19.0 , 21.1 ,3.84,3.78,4.07,3.36,0.01,2.60,2.39,0.32,2.13,0.01,3.36,4.25,2.04,1.58,1.17,2.24,1.03,0,4,Unclassified,Above 2-fold,No
FBgn0262574,CG43114, 0.3 , 27.7 , 13.9 , 11.8 , 11.2 , 14.6 , 16.7 , 11.6 ,0.47,2.18,1.39,-3.46,-1.30,-0.58,1.85,-1.06,-0.40,-3.46,1.85,1.00,0.21,0.34,1.24,1.23,1.06,5,1,Recruitment regulated, Low,No
FBgn0040351,CG11638, 0.9 , 8.4 , 12.4 , 9.4 , 8.5 , 14.6 , 12.1 , 8.4 ,5.39,6.24,5.80,5.34,4.36,4.24,4.75,4.68,3.78,3.78,5.34,4.30,1.04,3.18,3.83,4.04,2.83,0,6,Elongation regulated,Above 2-fold,No
FBgn0030774,spheroide, 0.1 , 63.9 , 11.3 , 16.1 , 23.2 , 13.4 , 16.3 , 37.4 ,1.08,2.65,2.25,-3.40,-0.92,-2.62,0.00,-1.22,0.17,-3.40,0.17,2.62,0.81,1.76,3.44,1.87,2.62,5,0,No Pol II,Above 2-fold,Yes
FBgn0032088,CG13102, 0.5 , 151.1 , 24.1 , 34.8 , 43.1 , 23.6 , 16.3 , 73.9 ,2.23,2.97,3.10,-0.28,0.06,-0.55,1.29,-0.07,-0.19,-0.55,1.29,3.30,1.86,1.70,3.65,1.85,2.29,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0036454,CG17839, 0.0 , 12.8 , 19.3 , 16.7 , 19.9 , 19.2 , 16.3 , 35.1 ,4.29,5.56,5.44,4.81,4.11,3.01,3.24,4.70,3.61,3.01,4.81,5.00,2.10,3.44,3.83,4.88,3.61,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0031770,CG13995, 0.1 , 8.5 , 13.8 , 8.6 , 8.1 , 12.9 , 16.1 , 9.7 ,2.14,4.71,4.13,2.70,2.62,0.48,1.24,3.56,1.07,0.48,3.56,3.85,3.43,0.27,1.10,1.04,0.45,0,5,Unclassified,Above 2-fold,Yes
FBgn0032981,CG3635, 0.2 , 5.3 , 7.3 , 3.7 , 10.1 , 14.4 , 6.5 , 14.7 ,0.80,2.52,2.14,1.03,-1.12,0.55,0.99,-0.22,-0.63,-1.12,1.03,1.39,0.29,0.71,1.05,1.28,1.19,3,1,Recruitment regulated, Low,Yes
FBgn0050158,CG30158, 0.0 , 7.2 , 7.4 , 9.5 , 9.4 , 11.8 , 16.0 , 9.1 ,2.89,5.43,4.88,4.49,4.13,1.77,2.00,4.47,1.08,1.08,4.49,3.92,1.47,1.03,2.08,1.93,2.70,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0035170,dpr20, 0.1 , 7.1 , 11.8 , 7.8 , 9.3 , 11.3 , 15.9 , 9.9 ,2.30,4.68,3.98,2.74,3.05,0.96,0.33,3.23,-0.16,-0.16,3.23,3.16,1.41,0.82,2.70,1.46,1.97,1,3,Recruitment regulated,Above 2-fold,Yes
FBgn0035696,Best2, 0.4 , 12.0 , 21.0 , 20.6 , 24.5 , 12.4 , 15.9 , 17.1 ,4.37,3.97,4.19,1.69,0.28,3.60,2.38,0.24,2.84,0.24,3.60,3.72,1.09,1.39,1.80,2.59,1.47,0,4,Unclassified,Above 2-fold,Yes
FBgn0005658,Ets65A, 0.3 , 8.2 , 13.5 , 12.7 , 10.5 , 14.3 , 14.1 , 9.2 ,-0.38,1.09,0.45,0.46,-0.27,-1.49,-0.51,-0.30,-1.50,-1.50,0.46,0.28,-0.19,-1.04,-0.29,-0.71,-0.10,5,0,No Pol II,  Below background,Yes
FBgn0002941,slou, 0.5 , 7.3 , 11.4 , 9.2 , 8.3 , 14.3 , 13.5 , 8.2 ,0.94,2.07,1.47,0.02,1.03,-1.40,0.25,1.03,-1.52,-1.52,1.03,1.63,0.65,-0.80,0.10,-0.07,-0.25,2,2,Recruitment regulated, Low,Yes
FBgn0053124,CG33124, 0.1 , 12.5 , 12.1 , 10.2 , 5.8 , 14.3 , 18.2 , 8.0 ,-0.27,-1.36,-0.92,-0.57,-0.11,-1.11,-1.48,-0.74,0.04,-1.48,0.04,-1.29,-0.58,0.11,-0.40,0.57,0.08,5,0,No Pol II,  Below background,Yes
FBgn0000303,Cha, 0.2 , 9.9 , 16.0 , 12.3 , 15.4 , 14.2 , 23.5 , 15.8 ,1.37,3.79,3.17,1.41,2.56,-0.06,1.24,3.09,0.43,-0.06,3.09,2.00,0.45,0.19,0.99,0.92,1.20,1,4,Recruitment regulated,Above 2-fold,No
FBgn0030011,Gbeta5, 0.9 , 26.6 , 15.6 , 12.0 , 12.3 , 14.2 , 11.2 , 10.2 ,0.33,2.03,1.08,0.31,0.43,-0.49,-0.04,0.90,-1.09,-1.09,0.90,0.68,-0.47,1.01,1.47,1.63,1.22,3,0,No Pol II, Low,Yes
FBgn0037181,CG11370, 0.9 , 117.4 , 38.5 , 16.9 , 35.4 , 14.2 , 3.5 , 64.5 ,-0.42,0.71,1.75,-2.45,-0.93,-0.24,-1.60,-0.46,-0.42,-2.45,-0.24,0.76,-0.11,1.12,1.96,1.39,1.91,6,0,No Pol II,  Below background,Yes
FBgn0036899,tey, 0.9 , 7.2 , 15.0 , 11.9 , 9.3 , 14.2 , 15.9 , 11.6 ,1.46,2.94,2.43,2.09,1.86,0.36,1.52,2.50,0.60,0.36,2.50,1.77,0.51,0.19,0.60,0.64,0.02,0,4,Unclassified,Above 2-fold,Yes
FBgn0051781,CR31781, 0.2 , 45.5 , 17.5 , 17.9 , 15.0 , 26.5 , 15.7 , 11.4 ,3.24,2.33,2.48,-2.65,-0.03,0.19,2.78,-0.37,-0.47,-2.65,2.78,3.03,1.01,0.44,0.34,0.92,0.32,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0031468,CG2975, 0.1 , 12.0 , 20.6 , 18.6 , 22.0 , 14.3 , 15.7 , 30.3 ,2.49,2.31,2.73,3.00,-0.85,2.86,-0.26,-0.70,2.00,-0.85,3.00,4.00,0.24,2.25,1.35,3.10,1.37,3,3,Recruitment regulated,Above 2-fold,Yes
FBgn0001253,ImpE1, 0.5 , 7.6 , 12.1 , 40.9 , 5.8 , 9.9 , 15.7 , 21.9 ,3.69,2.18,2.01,3.71,-0.49,3.51,0.49,0.45,1.83,-0.49,3.71,2.66,-0.33,1.20,1.05,1.95,0.50,1,3,Recruitment regulated,Above 2-fold,Yes
FBgn0028518,CG18480, 0.3 , 16.6 , 9.4 , 16.3 , 13.4 , 10.0 , 15.7 , 29.7 ,2.70,4.01,3.05,-1.15,-0.35,0.37,1.47,-0.36,0.54,-1.15,1.47,4.01,1.49,1.52,2.38,1.27,1.54,3,1,Recruitment regulated,Above 2-fold,Yes
FBgn0053203,CG33203, 0.4 , 7.1 , 15.1 , 11.7 , 11.2 , 14.0 , 16.6 , 14.6 ,2.12,4.32,3.65,3.12,2.92,1.30,0.48,3.17,0.97,0.48,3.17,1.39,-0.08,0.71,1.33,2.16,1.17,0,4,Unclassified,Above 2-fold,No
FBgn0035104,CG13875, 0.6 , 6.6 , 21.0 , 19.5 , 21.7 , 14.0 , 20.6 , 18.3 ,4.32,4.50,4.55,4.42,1.09,3.88,2.14,1.92,3.17,1.09,4.42,4.68,2.83,1.27,0.88,1.78,0.30,0,6,Elongation regulated,Above 2-fold,No
FBgn0033702,CG8854, 0.7 , 35.3 , 23.7 , 24.2 , 21.6 , 14.5 , 15.7 , 44.5 ,4.19,3.80,4.37,4.23,-0.07,3.79,1.74,0.35,3.33,-0.07,4.23,3.40,0.26,1.35,0.81,1.79,0.91,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0032817,CG10631, 0.7 , 8.6 , 10.9 , 13.3 , 12.0 , 13.7 , 15.5 , 13.3 ,4.21,5.30,4.96,3.83,2.93,2.63,3.52,3.09,2.71,2.63,3.83,3.67,0.60,2.80,3.17,3.36,2.75,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0260942,bond, 0.3 , 31.3 , 39.2 , 12.3 , 45.4 , 16.3 , 15.4 , 31.8 ,2.33,2.51,3.22,0.86,-0.84,0.07,0.95,-0.50,0.37,-0.84,0.95,2.85,-0.08,2.98,2.76,3.41,1.99,2,0,No Pol II,Above 2-fold,Yes
FBgn0051559,CG31559, 0.2 , 9.3 , 16.4 , 22.8 , 10.2 , 11.0 , 15.3 , 17.8 ,2.15,-0.51,-1.16,3.44,-0.98,2.69,0.24,-0.54,1.69,-0.98,3.44,3.01,0.90,-0.23,-0.96,-0.39,-0.66,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0029837,Tsp5D, 0.3 , 12.2 , 14.7 , 37.8 , 8.8 , 13.6 , 17.5 , 22.3 ,-0.08,0.23,-0.59,2.49,1.46,1.13,2.62,0.90,1.78,0.90,2.62,1.27,-0.62,0.46,0.62,1.14,-0.35,0,5,Unclassified,  Below background,Yes
FBgn0001208,Hn, 0.2 , 35.6 , 44.1 , 25.5 , 32.0 , 40.1 , 15.3 , 23.9 ,2.25,3.72,3.60,1.71,0.58,0.62,4.33,-0.27,-0.20,-0.27,4.33,4.04,2.14,4.61,5.73,4.24,4.05,2,2,Recruitment regulated,Above 2-fold,Yes
FBgn0053556,form3, 0.3 , 20.5 , 21.8 , 21.4 , 21.8 , 16.0 , 15.3 , 28.6 ,4.90,4.99,4.83,4.16,2.09,3.63,3.58,1.54,2.78,1.54,4.16,3.81,1.00,3.55,4.65,4.80,4.24,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0040726,dpr, 0.1 , 6.8 , 14.3 , 12.6 , 10.2 , 14.1 , 15.3 , 9.7 ,2.82,4.97,4.43,3.78,3.44,1.40,2.62,4.06,1.69,1.40,4.06,3.43,2.28,1.44,1.51,1.37,1.17,0,6,Elongation regulated,Above 2-fold,Yes
FBgn0051760,CG31760, 0.1 , 7.7 , 12.3 , 10.3 , 8.5 , 14.3 , 15.2 , 13.2 ,2.75,5.55,4.96,4.22,3.51,1.79,2.34,3.86,0.97,0.97,4.22,3.58,2.56,0.86,2.67,1.43,1.98,0,5,Unclassified,Above 2-fold,Yes
FBgn0266416,CR45056, 0.2 , 9.5 , 17.8 , 11.8 , 12.3 , 13.5 , 21.7 , 12.8 ,-1.31,-1.44,-1.26,-4.88,-1.58,-0.99,-1.83,-0.84,-2.40,-4.88,-0.84,-2.92,-0.61,-0.78,-0.73,0.11,-0.47,6,0,No Pol II,  Below background,No
FBgn0038654,CG14298, 0.6 , 14.9 , 7.6 , 6.5 , 6.2 , 13.5 , 11.0 , 5.1 ,0.42,-0.03,0.50,-1.06,0.00,0.56,-0.48,-0.68,-1.19,-1.19,0.56,0.66,0.02,0.31,-0.20,0.55,0.21,4,0,No Pol II, Low,Yes
FBgn0015591,AstA, 0.8 , 15.2 , 11.7 , 14.1 , 12.4 , 13.4 , 10.6 , 11.4 ,0.11,0.68,-0.01,0.38,0.98,-0.57,0.78,0.56,-0.68,-0.68,0.98,1.72,0.10,0.40,1.25,0.70,0.98,2,0,No Pol II, Low,No
FBgn0026755,Ugt37b1, 0.1 , 37.9 , 13.4 , 10.6 , 14.5 , 10.2 , 15.2 , 21.3 ,2.35,2.63,2.84,-0.76,-0.94,-1.42,-1.73,-1.16,-0.73,-1.73,-0.73,2.17,0.21,1.03,2.49,1.30,2.01,6,0,No Pol II,Above 2-fold,Yes
FBgn0003174,pwn, 0.4 , 8.4 , 16.8 , 20.9 , 11.1 , 12.8 , 15.2 , 45.5 ,4.46,4.17,4.81,3.84,-0.21,3.36,2.54,-0.15,2.56,-0.21,3.84,3.65,0.99,1.66,0.97,1.88,1.06,2,4,Recruitment regulated,Above 2-fold,Yes
FBgn0051708,CG31708, 0.1 , 6.1 , 12.8 , 10.1 , 12.8 , 12.8 , 15.2 , 11.3 ,1.20,3.50,3.00,1.51,2.25,0.08,-2.03,2.53,-0.56,-2.03,2.53,0.95,0.24,0.17,0.53,0.59,0.76,2,3,Recruitment regulated,Above 2-fold,Yes
FBgn0031690,CG7742, 0.9 , 9.1 , 8.9 , 12.0 , 18.5 , 13.3 , 17.9 , 9.2 ,0.17,-1.99,-1.59,-1.08,-0.41,0.32,-1.30,-1.14,-0.62,-1.30,0.32,-0.72,-0.17,0.08,-0.06,-0.13,0.01,5,0,No Pol II, Low,No
FBgn0265042,Irk1, 0.9 , 8.9 , 11.5 , 15.8 , 17.5 , 13.3 , 14.4 , 16.9 ,4.71,5.21,4.77,3.35,1.07,3.01,3.42,0.66,2.65,0.66,3.42,5.56,3.54,3.02,3.46,3.54,3.51,0,5,Unclassified,Above 2-fold,No
FBgn0029105,alpha-catenin-related, 0.1 , 10.3 , 14.5 , 12.1 , 12.2 , 13.2 , 13.4 , 9.0 ,0.06,1.54,0.93,1.22,1.30,0.06,0.32,0.58,0.74,0.06,1.30,1.34,0.18,0.55,0.82,0.73,0.65,0,2,Unclassified, Low,Yes
FBgn0033932,Dh44-R1, 0.0 , 5.7 , 11.0 , 8.2 , 9.7 , 10.7 , 15.2 , 9.8 ,1.49,3.77,3.29,3.53,3.23,0.83,1.94,3.97,-0.14,-0.14,3.97,1.67,0.09,0.83,2.70,1.50,1.67,1,4,Recruitment regulated,Above 2-fold,Yes
FBgn0054054,CG34054, -   , 8.4 , 23.8 , 7.7 , 17.2 , 13.2 , 9.8 , 34.4 ,0.55,1.81,0.70,-1.14,-1.08,-0.73,1.36,-0.90,-1.10,-1.14,1.36,1.82,1.81,0.64,0.89,1.08,0.68,5,1,Recruitment regulated, Low,Yes
FBgn0004034,y, 1.0 , 63.8 , 19.3 , 14.3 , 13.5 , 13.1 , 13.3 , 18.2 ,1.14,1.28,1.03,1.19,-1.07,1.55,-1.25,0.09,1.39,-1.25,1.55,2.98,0.35,1.93,2.71,3.01,1.77,2,3,Recruitment regulated,Above 2-fold,No
FBgn0034639,CG15673, 0.2 , 15.2 , 15.4 , 24.0 , 22.3 , 13.1 , 18.7 , 28.5 ,3.78,3.60,3.82,3.47,0.48,3.11,-0.09,-0.17,1.42,-0.17,3.47,3.37,1.08,1.53,2.68,2.37,2.71,2,3,Recruitment regulated,Above 2-fold,No
FBgn0034437,CG10051, 0.4 , 28.1 , 9.8 , 15.3 , 17.2 , 12.2 , 15.0 , 26.8 ,1.88,3.09,2.73,0.18,-0.81,0.21,0.69,-0.29,-0.55,-0.81,0.69,1.88,0.58,1.55,4.11,2.76,2.93,3,0,No Pol II,Above 2-fold,Yes
FBgn0035904,GstO3, 0.5 , 54.1 , 24.2 , 18.2 , 19.9 , 17.1 , 14.9 , 19.9 ,3.48,3.56,4.12,2.09,1.14,1.04,2.06,0.89,2.60,0.89,2.60,5.04,2.63,3.53,4.68,4.06,3.69,0,5,Unclassified,Above 2-fold,Yes
FBgn0038161,CG9269, 0.4 , 92.4 , 12.9 , 16.0 , 30.9 , 13.1 , 7.0 , 15.7 ,-0.54,-1.67,-0.84,-0.77,-0.48,-0.14,-1.61,-0.30,-1.08,-1.61,-0.14,0.61,-0.01,1.19,1.22,2.43,1.18,6,0,No Pol II,  Below background,Yes
FBgn0050196,CG30196, -   , 59.9 , 21.1 , 28.4 , 22.2 , 22.8 , 14.9 , 13.4 ,2.98,2.12,2.22,-2.04,-0.27,0.05,1.54,-1.72,-3.14,-3.14,1.54,3.31,1.27,0.61,0.37,1.49,0.53,4,1,Recruitment regulated,Above 2-fold,Yes
FBgn0030537,CG12480, 0.5 , 46.7 , 31.5 , 13.7 , 48.3 , 13.0 , 6.7 , 17.3 ,0.37,0.39,2.37,-0.99,-1.67,-0.38,-1.39,-1.04,-1.68,-1.68,-0.38,2.04,-0.54,2.17,1.30,3.41,1.61,6,0,No Pol II, Low,Yes
FBgn0000287,salr, 0.3 , 8.6 , 14.3 , 9.5 , 12.3 , 13.0 , 12.4 , 9.7 ,-0.62,1.42,1.75,-0.68,0.59,-0.84,0.02,1.03,-0.63,-0.84,1.03,3.88,2.76,-0.08,-0.08,-0.45,-0.55,3,1,Recruitment regulated,  Below background,Yes
FBgn0042206,GstD10, 0.5 , 26.5 , 8.3 , 13.9 , 17.6 , 8.7 , 14.8 , 24.1 ,1.65,2.47,2.15,-1.07,0.01,0.13,-0.10,0.30,0.70,-1.07,0.70,2.39,0.91,2.25,4.00,3.26,2.86,2,0,No Pol II,Above 2-fold,Yes
FBgn0016650,Lgr1, 0.3 , 11.0 , 24.8 , 21.3 , 52.0 , 20.0 , 14.8 , 16.5 ,2.56,2.20,2.06,-0.18,-1.07,0.96,1.34,-0.96,0.65,-1.07,1.34,1.83,-0.58,0.41,1.27,1.33,1.04,3,1,Recruitment regulated,Above 2-fold,Yes
FBgn0039108,CG10232, 0.2 , 14.1 , 21.9 , 13.7 , 20.1 , 12.9 , 19.6 , 146.1 ,-1.05,-4.12,-1.37,-1.62,-1.29,-1.10,0.75,-0.77,-0.43,-1.62,0.75,-1.19,-0.95,0.09,-0.29,-1.06,0.42,5,0,No Pol II,  Below background,Yes
FBgn0003965,v, 0.1 , 57.7 , 103.2 , 34.5 , 54.5 , 12.9 , 37.2 , 34.8 ,0.47,2.09,0.68,-0.13,-1.14,-0.32,1.31,-0.63,-2.10,-2.10,1.31,0.28,-0.06,-0.42,-0.12,-0.08,-0.39,5,1,Recruitment regulated, Low,Yes
FBgn0085386,CG34357, 0.1 , 7.2 , 10.8 , 9.5 , 9.5 , 13.4 , 14.8 , 11.2 ,1.78,4.91,4.45,3.57,3.31,0.71,2.08,3.87,0.82,0.71,3.87,1.51,0.27,0.28,0.98,0.26,0.48,0,4,Unclassified,Above 2-fold,Yes
FBgn0040360,CG14626, 0.1 , 23.4 , 20.5 , 23.1 , 13.1 , 10.4 , 14.8 , 17.2 ,2.46,0.97,0.16,2.88,-0.40,2.33,-0.50,-0.21,0.57,-0.50,2.88,3.24,0.25,1.75,0.60,3.05,0.61,3,2,Recruitment regulated,Above 2-fold,Yes
FBgn0035410,CG14964, 0.6 , 11.1 , 13.9 , 15.1 , 9.0 , 30.2 , 14.6 , 9.3 ,2.87,1.71,2.40,0.72,0.89,0.65,2.33,-0.21,0.58,-0.21,2.33,2.36,1.21,1.60,0.53,2.91,1.07,1,1,Recruitment regulated,Above 2-fold,Yes
FBgn0034045,CG8249, 0.7 , 12.9 , 13.7 , 8.6 , 16.3 , 12.8 , 10.2 , 21.8 ,3.19,4.38,4.10,3.01,-0.91,1.51,3.06,-1.65,0.38,-1.65,3.06,2.96,1.66,1.42,3.25,2.03,2.76,2,3,Recruitment regulated,Above 2-fold,No
FBgn0085313,CG34284, 0.2 , 132.9 , 15.3 , 15.1 , 16.2 , 12.8 , 11.1 , 18.6 ,-0.26,-0.95,-0.87,-0.61,-0.92,-1.06,-0.80,-0.61,-0.89,-1.06,-0.61,0.42,-0.70,1.05,0.23,1.06,0.01,6,0,No Pol II,  Below background,Yes
