"","gene","var.in.ht","mean_exp_ht","var.in.ht_res","group"
"82","AdSS",0.741961183851206,1.04523604138127,-0.260185481675359,"others"
"83","Ady43A",3.53299083973414,0.166527246107246,2.11872257854599,"others"
"84","Aef1",1.77725865380132,0.141688655275821,0.357659566589527,"others"
"85","Afti",1.09129467115118,0.110315888200112,-0.338310175272994,"others"
"86","Ag5r",1.2412872949677,0.389220905288071,-0.0946835344199666,"0 tissues"
"87","Ag5r2",1.41646473512788,1.4811064552956,0.400629142964118,"0 tissues"
"88","AGBE",1.0009650725817,0.235269578132834,-0.359848225033385,"others"
"89","ago",1.31689650946736,0.337722283331822,-0.026710073306162,"others"
"90","AGO1",0.376446895479402,3.98903674045429,-0.384361615431689,"housekeeping"
"91","AGO2",0.911849698529251,0.700668070880758,-0.277134320116717,"others"
"92","AGO3",2.39124354021387,0.201712152395187,0.988064847054037,"others"
"93","agt",2.50713138306329,0.127543118957149,1.14844325827111,"others"
"94","Ahcy",1.71913634380648,0.840651345033825,0.598752749737248,"others"
"95","AhcyL1",1.149372427777,1.26420603286924,0.138302479104566,"others"
"96","AhcyL2",0.810117758406094,0.653753068707088,-0.383243624701169,"others"
"97","AIMP1",0.659737180102194,0.613267049160926,-0.530332508555059,"housekeeping"
"98","AIMP2",0.924286099201325,0.239809968473635,-0.42306737786485,"others"
"99","AIMP3",1.05277311562631,0.173816873992633,-0.323975322713266,"others"
"100","Ak6",1.45343117619781,0.175401048461051,0.0845631318877407,"others"
"101","Akap200",1.67873761400921,1.06045088325298,0.677263504628656,"others"
"102","AkhR",0.895388712000762,0.264008177008547,-0.468950311789266,"others"
"103","akirin",0.514186086823954,4.78854547930678,-0.185550911149209,"others"
"104","Akt1",1.00784796742939,0.285671015749764,-0.324830229690839,"others"
"105","al",0.953119531663198,0.365729933807381,-0.394423205205006,"others"
"106","AlaRS",1.23835235361897,0.26502363660114,-0.126242519437259,"housekeeping"
"107","AlaRS-m",1.17446768584107,0.346550695734399,-0.170312102648928,"others"
"108","Alas",1.32394473095666,0.256999112395505,-0.03257203460643,"others"
"109","alc",0.594395993768321,4.87061925973084,-0.0997291596844135,"others"
"110","Aldh",0.895122308179098,2.32591952576181,0.0343766559962561,"others"
"111","Aldh-III",1.91592556822401,0.814538545260187,0.779922565449875,"others"
"112","Alg10",1.61461099026754,0.158337768650902,0.19784330554475,"others"
"113","Alg-2",0.364073899845456,3.20296048780268,-0.413857986564162,"others"
"114","Alh",0.99471833564237,0.473258836139181,-0.244516555231735,"others"
"115","alien",1.3374215496301,0.307226254343938,0.00909735291781644,"others"
"116","ALiX",1.36957696178376,0.19086515753703,-0.0343793536577828,"housekeeping"
"117","Alk",0.71221789060299,1.18708106873801,-0.301388039578103,"others"
"118","AlkB",2.09817671496462,0.114565398175291,0.679138934839504,"others"
"119","Alp4",1.99662148074076,0.119469909684085,0.612980211890424,"0 tissues"
"120","alph",0.764138072371533,0.642344418961188,-0.429269200663658,"others"
"121","alpha4GT1",1.27968144752644,0.148429095512923,-0.114079872444857,"others"
"122","alpha-Cat",0.482545234912246,1.14918055425914,-0.530932339152773,"others"
"123","alpha-Catr",0.832611756793629,0.294755905918764,-0.479478610916818,"others"
"124","alphaCOP",0.360845304210246,1.10152741863642,-0.642406574337005,"others"
"125","alpha-Est1",0.784361972617994,0.468508372592261,-0.448719362427332,"others"
"126","alpha-Est10",0.871045581090818,0.61152957576891,-0.317640007950233,"others"
"127","alpha-Est2",0.757790180112429,0.126611855998116,-0.596840457678338,"others"
"128","alpha-Est3",0.780372231655801,0.206841410659254,-0.62111565539537,"others"
"129","alpha-Est4",0.842507452872955,0.90432862629885,-0.232531869977585,"0 tissues"
"130","alpha-Est5",1.06893429106584,0.349029629933962,-0.275956492763692,"others"
"131","alpha-Est6",0.233942598337645,0.116071061848443,-1.17407012569639,"others"
"132","alpha-Est7",1.18998063290725,0.531462860058221,-0.0600034068780155,"others"
"133","alpha-Est8",2.1590297533135,0.123551496759733,0.80579325847086,"others"
"134","alpha-Est9",0.961713991248272,0.217613804417931,-0.44749156102391,"5-6 tissues"
"135","alphagamma-element:CR3286",3.58113828342444,1.06932497807305,2.57991395125887,"others"
"136","alpha-Man-Ia",1.47232828384145,0.205194647245842,0.0715579277648069,"others"
"137","alpha-Man-Ib",0.763280898482608,0.873145360990743,-0.334969195416449,"others"
"138","alpha-Man-IIa",0.989420224110366,0.128373742038258,-0.373343237374878,"others"
"139","alpha-Man-IIb",1.1213308738112,0.232429234422574,-0.248173213387197,"Bjoern evelopmental paused"
"140","alpha-PheRS",1.1137049090535,0.194103743941257,-0.299480730885733,"others"
"141","alphaSnap",0.454086971545082,2.87729326183081,-0.347591575926377,"others"
"142","alpha-Spec",0.248361790630417,5.07488784855717,-0.431870066937192,"others"
"143","alphaTub67C",2.18436414211422,0.619050755960826,0.991717433608985,"others"
"144","alphaTub84B",0.348921937516392,8.99881834917988,-0.147033430642453,"others"
"145","alphaTub84D",0.735340706199076,1.17888360637299,-0.278440479399563,"others"
"146","Alr",1.44171732601603,0.23308568348348,0.0748235259108156,"others"
"147","alrm",1.72897774105408,3.08187798222433,0.944545280398287,"0 tissues"
"148","alt",0.645311858479972,2.29968250774065,-0.216272959690424,"others"
"149","Ama",3.77643470751449,0.483224705554394,2.51677015142996,"others"
"150","amd",1.11684854574817,3.19190054914184,0.338556078109458,"others"
"151","Amnionless",0.745100409868691,0.101597620070012,-0.674509778919271,"others"
"152","amon",1.37551876558057,0.639770365002849,0.182083819690395,"others"
"153","AMPdeam",2.27796436015506,0.265867707769586,0.91315857999021,"5-6 tissues"
"154","Amph",1.07745643132454,1.2329744938407,0.0651818285500423,"Bjoern evelopmental paused"
"155","AMPKalpha",0.787875637483554,0.3438443343589,-0.556687963593005,"others"
"156","Amt",0.215323815531408,0.143871880997975,-1.19421859308297,"others"
"157","Amun",0.791114271131465,0.737728914952365,-0.366880867200936,"others"
"158","Amy-d",2.92344907683995,0.390695674045098,1.58934218658762,"others"
"159","Amy-p",2.82342653566333,0.451670300304474,1.59982025827802,"others"
"160","ana",1.84674656779238,0.586326249070052,0.68091083664129,"others"
"161","ana1",2.6072431772327,0.139517021150894,1.18613116322567,"others"
"162","Ance",1.77648820464108,4.1021744564164,1.02350547907393,"others"
"163","Ance-2",1.73408786620663,0.249354723138516,0.397155300268164,"others"
"164","Ance-3",1.20417793248249,0.430272371318721,-0.0399629942882218,"others"
"165","Ance-5",0.814896258539364,3.44581848046195,0.0310179360496218,"others"
"166","Ank",1.04680491904792,0.517826975780282,-0.219588199894285,"housekeeping"
"167","Ank2",2.20364116449334,0.788372664011711,1.05467934589581,"5-6 tissues"
"168","Ankle2",1.33383296454066,0.151062270660761,-0.0578378976874057,"others"
"169","Ant2",2.37248370015103,0.343813307269486,1.02792324093552,"Bjoern evelopmental paused"
"170","Antp",0.994723255778418,4.43605169811379,0.266267007293952,"Bjoern evelopmental paused"
"171","AnxB10",1.33577135179139,4.40528956802867,0.604690250202522,"others"
"172","AnxB11",0.925597974625363,1.30444302585416,-0.083689028105019,"others"
"173","AnxB9",0.656225973801212,5.7937172903514,0.0204713683897626,"others"
"174","aop",1.60464984718212,1.51186475069718,0.598766047446195,"others"
"175","aos",1.93237427278318,0.606153186642233,0.749114743459436,"Bjoern evelopmental paused"
"176","Aos1",1.24019651463103,0.528475419389644,-0.0149523731198875,"others"
"177","AOX1",1.17195654618464,0.60863252590284,-0.0139765839262727,"others"
"178","AOX3",1.10948567253077,0.292407579020016,-0.203311198507897,"others"
"179","ap",1.6677390955662,0.303225923005229,0.342859457986594,"others"
"180","AP-1-2beta",0.74035258891489,0.416942680229496,-0.53980242546331,"housekeeping"
"181","AP-1gamma",0.750732794371023,0.446467317138477,-0.471569856122226,"others"
"182","AP-1mu",1.14132388181779,0.275389736823917,-0.222090890349231,"others"
"183","AP-1sigma",0.709707167618742,0.828464638081114,-0.418355653094996,"others"
"184","AP-2alpha",0.64930056840675,0.576944349564463,-0.521592617025161,"others"
"185","AP-2mu",0.832820501646357,0.285947316342881,-0.498743214874135,"others"
"186","AP-2sigma",0.464311223742101,1.94704485819476,-0.397657850404623,"housekeeping"
"187","Apc",0.789411946650192,0.36252375896444,-0.55658217168777,"Bjoern evelopmental paused"
"188","APC10",1.26057195436855,0.163200717629152,-0.160403429783384,"others"
"189","Apc2",2.10057752520701,0.120344675508687,0.724096638423797,"others"
"190","APC7",0.77256796421605,0.766132426063321,-0.38325398334118,"others"
"191","ApepP",0.442407728828135,3.24678815809603,-0.334852742677643,"others"
"192","Apf",0.850469285509497,0.25331578852727,-0.495747687575756,"others"
"193","aph-1",1.03578822905674,0.280019479966656,-0.318726440282345,"others"
"194","aPKC",0.716763141512084,1.10081080185255,-0.286349616530982,"others"
"195","Aplip1",0.560280927410116,1.27878087359303,-0.450096217314919,"others"
"196","Apoltp",0.394048061827609,2.07405243125719,-0.462045064906065,"others"
"197","app",0.62189372712616,1.23266876514581,-0.390391124511699,"Bjoern evelopmental paused"
"198","APP-BP1",1.19081030265824,0.100209664497876,-0.225229412484877,"others"
"199","Appl",0.336428805367577,6.58200365689863,-0.263326974316452,"others"
"200","Aprt",0.518134716018198,0.908165920870498,-0.553505060949294,"others"
"201","Aps",1.90436916282688,0.576039941647919,0.732375425156512,"others"
"202","apt",1.2170661074075,0.684089395051322,0.0162550283157001,"others"
"203","AQP",1.20758032357119,0.165400569582122,-0.20921758692473,"others"
"204","ara",1.25812284052272,1.63409623685967,0.301868321245853,"others"
"205","aralar1",0.725227022284273,2.34469603627708,-0.13490577401451,"5-6 tissues"
"206","Arc1",6.18140863200457,0.226175013550308,4.77733559065219,"others"
"207","Arc2",2.58098719334042,0.155517736257998,1.18100413214748,"5-6 tissues"
"208","Arc42",0.988715812371338,0.310163218231959,-0.342616486069863,"others"
"209","Archease",1.12140501102734,0.401603455283937,-0.195842112948354,"housekeeping"
"210","Arf102F",0.339166611115105,2.32464921728197,-0.52161975272985,"others"
"211","Arf51F",0.656991902296268,0.814360147760021,-0.479107989366629,"others"
"212","Arf79F",0.331561285604433,3.46906251637422,-0.453291598766943,"others"
"213","ArfGAP1",0.92037855723165,0.57384696915844,-0.254623342082067,"housekeeping"
"214","ArfGAP3",1.00976883853395,0.247268648443482,-0.325075020375474,"others"
"215","Arfip",0.831603143907808,0.274338105368614,-0.532575778404584,"housekeeping"
"216","Arfrp1",1.33828629027868,0.11444446343365,-0.0814880196142755,"others"
"217","arg",0.723106257448564,1.42913340705943,-0.297726187426739,"others"
"218","Argk",0.432671030343732,8.4275147688305,-0.086549050490939,"others"
"219","ArgRS",1.09329403602068,0.181028685879287,-0.281466907181469,"housekeeping"
"220","ari-1",0.88432437941138,0.306151030754571,-0.443414321967671,"others"
"221","ari-2",0.939612582493391,0.293587335625182,-0.372379832066885,"others"
"222","Arl1",0.608079189060022,0.960047677208731,-0.423856408802522,"others"
"223","Arl2",0.936807837566901,0.556152789393859,-0.269824236378997,"others"
"224","Arl4",0.496658103295115,1.40792256663743,-0.520875506866269,"others"
"225","Arl5",1.37734819482123,0.237954883530267,0.0244257224246913,"others"
"226","Arl6",0.511698331594751,1.43854462611955,-0.509880655933694,"others"
"227","Arl6IP1",0.502398201022419,1.75244318092409,-0.396115600730044,"others"
"228","arm",0.362795817950007,2.42461956541045,-0.494024775320727,"others"
"229","armi",3.97169579660353,0.163499010697625,2.55119194511614,"others"
"230","Arp1",0.618261460115267,0.832937283413589,-0.507059629111754,"others"
"231","Arp2",1.2756274020311,0.137155490606024,-0.143466090341876,"others"
"232","Arp3",0.861650127721805,0.519636471431439,-0.403585279966064,"others"
"233","Arp5",1.1693502651174,0.103156707559817,-0.253957276820849,"others"
"234","Arp6",0.98222958649367,0.241643075727107,-0.360086169908021,"others"
"235","Arp8",1.2912561543332,0.122785908856666,-0.0660024632122163,"others"
"236","Arpc1",0.96881025241678,0.379677460915218,-0.377090694963555,"others"
"237","Arpc2",0.632872809263816,0.757785734815399,-0.523540895771881,"others"
"238","Arpc3A",2.30655674138056,0.348302125258927,0.9616910382308,"others"
"239","Arpc3B",0.470706249810729,1.86495536992704,-0.40280953262379,"others"
"240","Arpc4",0.401069781716439,1.98382091897226,-0.458329028437441,"others"
"241","Arpc5",0.743073732875342,0.595463083501191,-0.428243417638676,"others"
"242","Arr2",1.35945499596872,2.88011512754024,0.558010791767955,"others"
"243","Ars2",0.864163177383268,1.24923919952252,-0.147546573804807,"others"
"244","Art1",1.30141406908579,0.260599658463368,-0.0617875453319019,"others"
"245","Art3",1.74146481416964,0.151256929518365,0.3498338618081,"others"
"246","Art4",1.33341329476255,0.102120798988557,-0.0874738634666179,"others"
"247","Art8",0.924162720697681,0.390698597535565,-0.409940400935531,"others"
"248","aru",1.23643018646186,0.633044714429083,0.0429952736419748,"Bjoern evelopmental paused"
"249","Arv1",1.08268050666453,0.133491314708212,-0.318324092053911,"others"
"250","arx",1.83284662004594,0.122791043087925,0.47561985857442,"others"
"251","Asap",1.31366252057446,0.336771024237185,-0.0298334069227009,"others"
"252","Asator",0.573599588164327,0.926385911862333,-0.481740508014209,"others"
"253","ase",1.70000210496986,0.249845108149359,0.362224619876421,"others"
"254","asf1",1.85741423910501,0.309749614854738,0.526603277576062,"others"
"255","ash1",1.55430315330771,0.135341318743201,0.139734211612069,"others"
"256","ash2",1.42338152148465,0.1512396086,0.0317478573908492,"others"
"257","Ask1",1.3121218974702,0.113098676271495,-0.113337623927263,"Bjoern evelopmental paused"
"258","asl",1.88992062169045,0.148838647255156,0.496623102773501,"others"
"259","AsnRS",0.853813811012345,0.35442045229683,-0.491120611214122,"housekeeping"
"260","asp",1.55174502219003,0.162088998001508,0.129383008940754,"others"
"261","Asph",0.307063021944296,3.56935731089208,-0.480060604818124,"others"
"262","ASPP",0.877034635742166,0.357910097439754,-0.467853801955372,"Bjoern evelopmental paused"
"263","AspRS",0.654373492050891,0.646560791755453,-0.538981275633029,"others"
"264","AspRS-m",1.24421982542166,0.186231841841656,-0.145691489205105,"others"
"265","asrij",0.716117062481601,0.576747764337901,-0.455007821574458,"others"
"266","AstA",1.83311492236082,2.04554839179962,0.976126992456489,"others"
"267","AstA-R1",1.30465608662353,0.185956962385884,-0.0848458302194477,"others"
"268","AstC",1.26914652715127,2.6268986408168,0.43454291923813,"others"
"269","AstC-R2",1.44011261722787,0.448796615047482,0.217489517653391,"others"
"270","ASTR",1.20879444755962,0.333587965472202,-0.134793653129324,"others"
"271","Asx",1.30359607860851,0.124205732747968,-0.0475977915989256,"others"
"272","Atac3",0.907557883293932,0.161115589378387,-0.515437152443105,"others"
"273","Ate1",1.17116138475282,0.1529437697537,-0.221116323416843,"others"
"274","Atet",1.39709677081547,0.295979881872373,0.0841415776811518,"Bjoern evelopmental paused"
"275","Atf3",0.990713179121136,0.72293696124371,-0.172880590961358,"others"
"276","Atf6",0.837205127295798,0.494790533018283,-0.438961617381288,"others"
"277","Atg1",0.594666310615265,0.743859836312868,-0.562477489399683,"housekeeping"
"278","Atg101",1.01179657512644,0.207969331723166,-0.390331098710438,"others"
"279","Atg12",0.774860748665039,0.358273072835644,-0.570028785114009,"others"
"280","Atg13",1.36321934803441,0.222974010804565,-0.0513323757126647,"others"
"281","Atg14",1.29310193652505,0.248216789652862,-0.0423596339132639,"others"
"282","Atg17",1.10676959026703,0.3211243419288,-0.237582341863646,"others"
"283","Atg18a",1.34402452633826,0.814094515890492,0.207780587113241,"others"
"284","Atg18b",1.78814454541349,0.870194551631885,0.687882542124157,"others"
"285","Atg3",0.595383117372464,1.00919964927317,-0.412955387071399,"others"
"286","Atg4a",1.1831248522614,0.825878713126207,0.0535246305661805,"others"
"287","Atg5",1.18303185836003,0.109465592919538,-0.246902605117355,"others"
"288","Atg6",1.59955798059901,0.143496748399263,0.187881799900718,"others"
"289","Atg8a",0.528287698003306,4.42973622084272,-0.200710067764448,"housekeeping"
"290","Atg9",1.52256039601183,0.297288377360079,0.208008257835221,"housekeeping"
"291","atilla",0.513238737904623,5.91305289128213,-0.116356673500599,"5-6 tissues"
"292","atk",1.06833319921729,0.397497783708904,-0.256328509713973,"others"
"293","atl",0.678648454027956,0.776511309925166,-0.475128423074789,"others"
"294","atms",1.25536930953975,0.16486445798632,-0.162570486575171,"others"
"295","ato",1.38435708083037,0.433262331653942,0.148115701622785,"others"
"296","ATP8B",0.684782472670956,1.45898048569554,-0.335953155598525,"others"
"297","Atpalpha",0.265714670802191,9.37322143758325,-0.215595664438561,"others"
"298","ATPCL",1.4950038156902,0.604779018364415,0.313305927409875,"others"
"299","ATPsynB",0.230159914755048,7.12625056278813,-0.346754767384904,"others"
"300","ATPsynbeta",0.189198560675389,9.61901442203925,-0.282720940010409,"others"
"301","ATPsynD",0.271007465946873,8.95747542852671,-0.226592479815269,"others"
"302","ATPsyndelta",0.195489709993583,6.29300317913108,-0.416518335160976,"others"
"303","ATPsynepsilonL",0.298353044036475,4.36487560167702,-0.436113299743163,"others"
"304","ATPsyngamma",0.175994523300282,7.40684722458315,-0.388172641325524,"others"
"305","ATPsynO",0.239169863399134,8.77328774260789,-0.265828004209775,"others"
"306","AttA",2.21495583750408,0.198163979648249,0.803484608556173,"others"
"307","AttB",2.32661798813961,0.352412296100099,0.981676101628399,"others"
"308","Atu",1.28317514582726,0.169257760472358,-0.122808493686969,"others"
"309","Atx-1",2.07397407155144,0.815556113675128,0.938525976687145,"others"
"310","Atx2",0.573166261320688,0.882347307364888,-0.518932406564641,"housekeeping"
"311","Atxn7",0.979401429429463,0.201075443603845,-0.42514110021363,"others"
"312","aub",1.9921764841737,0.363350191629196,0.645809000482732,"others"
"313","aurA",1.6464756329398,0.178741368495569,0.278892654705049,"others"
"314","aurB",1.52170836658878,0.723748618749024,0.358678696444243,"others"
"315","aux",1.52298773279407,0.100495974740762,0.106189412918569,"others"
"316","ave",0.918588407892446,0.39942612282221,-0.40290921059655,"others"
"317","Aven",0.914806845769931,0.160294072998415,-0.508197738523999,"others"
"318","awd",0.237027500250375,8.50182171797247,-0.279097631893932,"others"
"319","Awh",2.10102912777065,0.156541645522331,0.695002370643088,"Bjoern evelopmental paused"
"320","Axn",1.28861036105939,0.167799011887795,-0.12277749897536,"others"
"321","axo",2.13457407558886,0.190223592754846,0.732914801277847,"others"
"322","Axud1",0.937278873477664,0.298590356658993,-0.379349889981611,"others"
"323","B4",1.09417932518578,0.195161730033135,-0.320236086247667,"Bjoern evelopmental paused"
"324","B52",0.417388871032346,4.1206622858462,-0.334435868064077,"others"
"325","b6",1.08135350251342,1.01396576150627,0.0744141946591976,"others"
"326","B9d1",0.732538035911889,0.737780046529747,-0.42544753749764,"others"
"327","bab2",1.50216094346292,0.286258873306608,0.171841065911065,"Bjoern evelopmental paused"
"328","babo",1.16891364524497,0.208694528698253,-0.233649567641151,"Bjoern evelopmental paused"
"329","babos",0.932629850113961,4.4892791770607,0.208771509248643,"Bjoern evelopmental paused"
"330","Bace",1.49049414636818,0.670390550950563,0.292160949895867,"0 tissues"
"331","baf",1.45091674702023,1.11671106933228,0.444199749317303,"others"
"332","bai",0.426991505063402,2.55350431789647,-0.418453611227073,"others"
"333","Baldspot",0.587728107762905,1.07725372988796,-0.413232480328406,"others"
"334","ball",1.66425425019394,0.429386308191789,0.417594112397737,"others"
"335","bam",1.10410098816924,0.359796973575631,-0.240978610261058,"others"
"336","bap",0.883620747861433,3.02180239987577,0.0944519157086973,"housekeeping"
"337","Bap111",1.25146806999952,0.233932603458184,-0.112796616041819,"others"
"338","Bap170",1.91469303229369,0.111552826203202,0.486198123929233,"others"
"339","Bap55",0.935406737412329,0.754685819405945,-0.221127819519507,"others"
"340","Bap60",0.90760762675551,0.852851651550497,-0.204586393093614,"others"
"341","barc",0.976954254903913,0.203415467966595,-0.423813200070285,"others"
"342","bark",0.511073699627622,2.29470981946284,-0.350672539026741,"5-6 tissues"
"343","barr",1.50665366400696,0.134997493110656,0.0937121399031768,"others"
"344","baz",1.03578166209887,0.868155923915086,-0.0658775895731827,"Bjoern evelopmental paused"
"345","bbc",0.89439964993668,0.73751236385997,-0.263636523674532,"others"
"346","bbg",1.45088601341263,0.586687178967047,0.284996630151958,"Bjoern evelopmental paused"
"347","BBS4",0.855983053528465,0.395023983683125,-0.47225682183583,"others"
"348","BBS8",0.812615349411352,0.495277579647406,-0.463681905067018,"others"
"349","bc10",0.986349645571704,0.23946797817842,-0.362009502289007,"others"
"350","BCAS2",1.07509224764957,0.467447814834613,-0.15722806782943,"others"
"351","bcd",1.13986324493277,1.24575350283949,0.128025975728792,"others"
"352","bchs",0.73621469025702,0.495317556018226,-0.540090473061337,"others"
"353","BCL7-like",2.1342449124851,0.214000275814041,0.729822098281895,"others"
"354","bcn92",0.825588323459707,0.608936795728231,-0.360655569118383,"others"
"355","Bdbt",1.2314559073675,0.128059170915416,-0.129745105366706,"others"
"356","bdg",1.52752591525863,0.111856696888687,0.0994608318125749,"others"
"357","bdl",0.873382014927475,2.87092447027952,0.0711787637125626,"others"
"358","Bdp1",1.09805596067821,0.117951048580743,-0.295656875078915,"others"
"359","be",1.5163765805765,0.445018277031229,0.294008627297548,"others"
"360","BEAF-32",0.89993626195173,0.789816542209775,-0.248375694672535,"others"
"361","beag",0.969650956773604,0.2212794429462,-0.445344433169149,"others"
"362","beat-Ia",0.922047466918547,1.82048970024997,0.0399432902768645,"others"
