"","gene","var.in.ht","mean_exp_ht","var.in.ht_res","group"
"1656","CG14903",0.692535969993711,0.615571848804217,-0.498977090857178,"housekeeping"
"1657","CG14905",0.778325004396268,0.950044055928789,-0.259449742462092,"others"
"1658","CG14906",3.26405704667157,0.129308410627962,1.89679110785791,"others"
"1659","CG14907",2.43581666456522,0.104198952833674,1.01021501406978,"others"
"1660","CG14915",1.78594861129238,0.615192643157953,0.594638769663541,"others"
"1661","CG14921",0.853843343769675,2.10484713319398,-0.00211783167835966,"others"
"1662","CG14931",1.89317477201461,0.273781442492651,0.528675800572209,"others"
"1663","CG14932",0.630609165087856,2.02455459347399,-0.227050066716998,"others"
"1664","CG14945",1.28064018854866,0.591398034612102,0.112695528013879,"others"
"1665","CG14947",0.906046834945596,0.537965986077053,-0.33125013090356,"others"
"1666","CG14960",1.52831838949865,1.19254159681646,0.514842078547305,"others"
"1667","CG14961",2.10370891733232,0.173631224093402,0.725830761111774,"others"
"1668","CG14964",0.808985350202915,0.249564407529369,-0.528294270056827,"others"
"1669","CG14965",2.22439999957914,0.114536061862079,0.805180724539611,"others"
"1670","CG14966",1.89693521617098,0.162700244688056,0.475258144232514,"others"
"1671","CG14968",1.60844226570714,1.13068242760872,0.598308517215673,"others"
"1672","CG14969",0.961570716438363,0.247647313216174,-0.373447398550595,"others"
"1673","CG14977",0.455967216894852,2.15383731565952,-0.402372459341889,"others"
"1674","CG14982",0.882685279800039,0.241247662185854,-0.460653702109744,"others"
"1675","CG14984",1.41935523486733,0.287186379802297,0.092630055546099,"others"
"1676","CG14985",0.827565423091861,0.296517493018009,-0.485973116763342,"others"
"1677","CG14990",0.90949783202251,0.513107876392056,-0.360030809603124,"others"
"1678","CG14995",0.905101980782528,1.92483463247544,0.0408865830848041,"others"
"1679","CG14997",1.6197916444145,0.104930203139172,0.192721898213471,"housekeeping"
"1680","CG15005",1.24859733911355,0.687515829675696,0.048578659203419,"others"
"1681","CG15011",1.70690417052375,0.109510412027346,0.276981086163691,"others"
"1682","CG15012",0.370934439446216,2.09257212633215,-0.484876499569595,"others"
"1683","CG15014",1.77229913236786,0.139764233221692,0.35117752125299,"others"
"1684","CG15019",0.451586272800541,4.26231366538637,-0.290956426132001,"others"
"1685","CG15020",1.6760410380967,0.543175383847598,0.44904020523858,"0 tissues"
"1686","CG15021",2.31928714353582,3.00350288199196,1.52856522436568,"others"
"1687","CG15022",0.860877094858377,8.24467517215957,0.333946814311292,"others"
"1688","CG15023",1.71910966336421,0.484130608462485,0.457552636585789,"0 tissues"
"1689","CG15024",2.01235718705489,1.23329552405228,1.00009335874479,"0 tissues"
"1690","CG15027",1.45742982384485,0.188928382969069,0.060342825691408,"others"
"1691","CG1503",1.35820460206683,0.212654284638229,-0.0461649396378419,"others"
"1692","CG15034",1.09264699284939,0.485207962061069,-0.171090426875648,"others"
"1693","CG1504",1.58035487376704,0.425455751256793,0.322115484597334,"others"
"1694","CG15043",4.42047507642034,0.673904420478377,3.22094201910906,"0 tissues"
"1695","CG15047",0.449947038107807,0.955328385152062,-0.584735460973641,"others"
"1696","CG15056",1.34731739751809,0.187213269383835,-0.0446293487319511,"others"
"1697","CG15065",1.49280749644311,1.75942903361784,0.596216172690914,"0 tissues"
"1698","CG15067",0.893792862402327,7.01620656722093,0.312133139746694,"others"
"1699","CG15071",0.669838741914247,1.82882455681179,-0.210555614687443,"others"
"1700","CG15080",0.875140514110773,5.70386916389678,0.234455104332595,"5-6 tissues"
"1701","CG15082",2.08785677459836,0.521494736731325,0.823921860860692,"others"
"1702","CG15083",0.950042723087488,1.68658318405186,0.0232846067417246,"housekeeping"
"1703","CG15093",1.08944924367916,1.6709989345454,0.153663831196584,"others"
"1704","CG15096",1.21480629171926,0.576724475089239,0.0436536768784441,"others"
"1705","CG15097",0.890132348645807,0.79591852486917,-0.255349570740329,"5-6 tissues"
"1706","CG15098",1.90021165295755,0.248737524655977,0.564167819686022,"others"
"1707","CG15107",1.45581550725498,0.157118477688068,0.046176727766561,"others"
"1708","CG15111",0.726192483768702,0.488146402655263,-0.542926666798311,"others"
"1709","CG15115",1.40872804398419,0.125870269502431,0.0565243384561072,"others"
"1710","CG15117",0.684212435939305,1.56021631664863,-0.302152248396073,"5-6 tissues"
"1711","CG15118",2.21627584325447,0.112254406565711,0.78888766452791,"housekeeping"
"1712","CG15120",0.695744078603497,0.967375534936905,-0.331994677847191,"others"
"1713","CG15125",1.14373458334241,0.735825181426841,-0.0146515935027671,"others"
"1714","CG15126",1.38497954225778,0.294851937232444,0.072847391936413,"0 tissues"
"1715","CG15127",1.6727619138579,2.37904435549817,0.813863298052378,"others"
"1716","CG15128",0.608152568315534,0.112897570583788,-0.817832163785981,"others"
"1717","CG1513",1.14313722593411,0.141177918879932,-0.277424289471391,"others"
"1718","CG15130",1.10730680927495,2.63609989075486,0.27418470205419,"others"
"1719","CG15140",1.13312294123589,0.424630239600023,-0.127545493056397,"others"
"1720","CG15141",1.35166245404836,0.238553068520485,0.000557302864729881,"others"
"1721","CG15143",1.10191329696798,0.124734718404895,-0.248760259578644,"others"
"1722","CG15144",0.948442513544403,0.219476494622375,-0.464363124318393,"others"
"1723","CG15152",0.711142175111107,3.01462000048926,-0.0786317533551936,"others"
"1724","CG15160",1.12635708143767,0.116930410296872,-0.274794228963483,"others"
"1725","CG15161",0.98665798521131,0.316326582106832,-0.353580151500594,"others"
"1726","CG15168",0.740961327490537,0.752702729778282,-0.415646930387542,"others"
"1727","CG15169",1.29840173118031,0.218704162648844,-0.112984673012949,"others"
"1728","CG15172",0.795877909462549,0.723512402081733,-0.367310927268591,"others"
"1729","CG15186",1.17621055161131,0.220818150499067,-0.238429523326038,"others"
"1730","CG15199",0.908708229743549,0.587541442066476,-0.257372223464364,"others"
"1731","CG15201",0.120093034236377,9.49266173685891,-0.356633256326966,"others"
"1732","CG15202",1.1478041606238,5.90289759551508,0.517703110139093,"others"
"1733","CG15203",0.82506822981181,8.54700649999256,0.310814517956591,"others"
"1734","CG15209",0.874333485522881,6.1072977671636,0.254014250459681,"0 tissues"
"1735","CG15210",1.020024317627,3.78127106867111,0.243729472765359,"others"
"1736","CG15211",0.920965362091611,2.20581699328095,0.059223139073554,"5-6 tissues"
"1737","CG15212",1.70242317964452,5.7629039654348,1.06500450401675,"others"
"1738","CG15213",1.62996279029874,8.25284775851445,1.10338008790964,"others"
"1739","CG1523",1.23658142910167,0.128236602155145,-0.125500281964399,"others"
"1740","CG15236",1.77722347350925,0.191610675167728,0.370685919252057,"Bjoern evelopmental paused"
"1741","CG15237",0.689978842845966,0.529703307447001,-0.56312352734755,"others"
"1742","CG15239",0.922728054426491,6.86325220055883,0.334629168211649,"5-6 tissues"
"1743","CG15247",0.670426757647933,0.798660263005185,-0.4737393788193,"0 tissues"
"1744","CG15249",1.0564537706198,0.428195287478914,-0.193671938635865,"others"
"1745","CG15252",0.309090312851437,4.0433357268741,-0.447827651268598,"others"
"1746","CG15253",2.72663708588137,0.100306320859866,1.31033997167789,"others"
"1747","CG15254",2.48501613217466,0.475288604286672,1.24211292168018,"others"
"1748","CG15255",1.35015342744591,0.11862451193328,-0.0394721944690835,"0 tissues"
"1749","CG15262",1.03233680737189,0.589474213325629,-0.134486405338366,"others"
"1750","CG15269",0.530448638493821,0.42907117883504,-0.717120893864743,"others"
"1751","CG15270",0.997074659541822,0.297157334870752,-0.31729198372755,"others"
"1752","CG15279",1.28924391207332,0.162334365221573,-0.132867506767878,"5-6 tissues"
"1753","CG15309",1.23553931039104,0.506372201847026,-0.0380688438012116,"others"
"1754","CG15312",1.0315889561941,0.293926423144794,-0.280349718257346,"Bjoern evelopmental paused"
"1755","CG1532",1.09597055981954,1.82661220597594,0.215127500096983,"others"
"1756","CG15322",1.78768673964514,0.219617326162521,0.374644404163445,"others"
"1757","CG15343",1.53216091095808,1.91337894449113,0.66653379380288,"others"
"1758","CG15347",0.350049389986392,6.18723369880908,-0.266635712759086,"others"
"1759","CG15353",1.01189977217589,0.366542919240137,-0.336044005359698,"others"
"1760","CG15358",1.2257533964215,4.09902488628309,0.472569286469638,"others"
"1761","CG15365",1.27522513623611,1.38749511018725,0.26166529890283,"others"
"1762","CG15369",1.21640782680098,1.42050806578783,0.196706228036352,"0 tissues"
"1763","CG1537",2.65536786418825,0.199712832337613,1.24752845865762,"others"
"1764","CG15370",1.38425008978671,1.07856266084596,0.383328654179266,"others"
"1765","CG15373",0.902238513428667,0.308106062735005,-0.426795911634461,"others"
"1766","CG15387",1.78350886176478,0.281277983252787,0.433289675991793,"others"
"1767","CG15398",0.779364606798209,0.358274252760018,-0.565524959834221,"others"
"1768","CG15408",1.40056023020312,0.102319681023359,-0.0208026681744284,"others"
"1769","CG15414",1.84211841600271,0.335263090886427,0.498655208737064,"others"
"1770","CG15418",0.507461241463671,0.112506124041011,-0.919425560464719,"others"
"1771","CG1542",1.7812644823235,0.19656004341499,0.367220317534765,"others"
"1772","CG15422",0.482314895573753,5.46655132549274,-0.172420980492565,"0 tissues"
"1773","CG15423",1.41370450749459,2.27762550118859,0.55138705399377,"0 tissues"
"1774","CG15431",1.04438362583399,0.111893796539865,-0.383623970741739,"others"
"1775","CG15432",1.30405695836294,0.236102225699651,-0.0544054714043838,"others"
"1776","CG15440",1.02564726669543,0.149399446382767,-0.367077078391775,"others"
"1777","CG15443",1.0432186426925,0.138342515755946,-0.377357808810836,"others"
"1778","CG15446",1.33304958856579,0.154303062606061,-0.0616106319169383,"others"
"1779","CG15449",1.25928064778627,0.978354113161297,0.237550158867553,"others"
"1780","CG1545",2.06619341376979,0.22203214883635,0.65101938311634,"others"
"1781","CG15456",2.1219446832154,0.137324581263371,0.702575973677516,"others"
"1782","CG15473",1.30198483064025,0.509231431550808,0.0299875648352936,"others"
"1783","CG15478",1.43691744724501,0.236100528714736,0.0784501046487565,"others"
"1784","CG15480",1.21741764641845,0.770952166385029,0.0623010700723201,"others"
"1785","CG15482",1.4055039136673,2.13034709361547,0.548574758718275,"Bjoern evelopmental paused"
"1786","CG15484",1.24952047448266,0.109381077794498,-0.180434022191279,"others"
"1787","CG15485",1.18089456121332,0.460386853012034,-0.0477583664560546,"others"
"1788","CG15497",2.29868619258943,0.295605610642455,0.986068274962929,"others"
"1789","CG15498",1.85228261661881,0.153406808210468,0.45946201148644,"others"
"1790","CG1550",1.10407394672143,0.10534315683385,-0.3237007940298,"others"
"1791","CG15506",1.102929449239,1.69592342869482,0.181395504909626,"others"
"1792","CG15514",1.05847876056991,0.34641098468753,-0.28629248265407,"others"
"1793","CG15515",3.15047776422334,0.528069923107606,1.89467967771491,"others"
"1794","CG1552",1.61385845582105,0.121531615708482,0.247407227419472,"others"
"1795","CG15522",0.394882315641025,7.23353985713353,-0.17727782175578,"others"
"1796","CG15525",0.940281931955302,0.277876183016239,-0.419900255108081,"others"
"1797","CG15528",1.37829463584521,0.157411768577692,-0.0331598783297096,"others"
"1798","CG15529",1.50255389521447,0.474846174532861,0.26048970731923,"others"
"1799","CG15530",1.08049557838837,0.118263316873302,-0.311270878958284,"others"
"1800","CG15531",2.6351327072128,1.23591741922187,1.62295734094329,"others"
"1801","CG15535",0.943858524036102,0.199678369718492,-0.464066409270823,"others"
"1802","CG15536",1.75532850916178,0.183239014119417,0.372267868747851,"others"
"1803","CG15537",1.51560570901117,1.12928667277908,0.505797317482988,"others"
"1804","CG15544",1.53185906948318,0.331948033787548,0.188036547755412,"others"
"1805","CG15545",2.31878173547767,0.26277800669642,0.954727952308871,"others"
"1806","CG15546",1.84403593921124,0.285372038521307,0.510142140662851,"0 tissues"
"1807","CG15550",0.938034893197828,2.77097955834661,0.12590112013304,"others"
"1808","CG15554",1.26550228403378,0.53814471089051,0.0285652710804418,"others"
"1809","CG15556",0.899909601686381,0.456883042224021,-0.326541824212585,"0 tissues"
"1810","CG15561",1.77549709817265,0.100694548151936,0.358179439598585,"others"
"1811","CG15564",0.859291354259929,0.158993857987654,-0.56054062034198,"others"
"1812","CG15599",0.628935058422065,0.404061312448108,-0.682839373921136,"others"
"1813","CG15601",0.957946855671356,0.155839306824313,-0.443836943893877,"others"
"1814","CG15602",1.29956703173182,0.133283597961581,-0.0993890973253513,"housekeeping"
"1815","CG1561",0.978718440085282,0.246220055582285,-0.356188618527815,"others"
"1816","CG15611",1.10237154863885,1.62978660105707,0.144016677801312,"others"
"1817","CG15614",1.97402611566525,0.114577805380219,0.555065626922531,"others"
"1818","CG15625",0.248316032140333,0.117282848530411,-1.15012463661171,"others"
"1819","CG15628",1.04466213504788,0.998204370133307,0.0323200369555974,"Bjoern evelopmental paused"
"1820","CG15629",0.5479879773305,3.18644580116629,-0.230502515733709,"others"
"1821","CG15630",0.639524142644153,1.6658417467061,-0.299268175231046,"others"
"1822","CG15642",1.00414518090772,0.21425260834612,-0.400330304187367,"others"
"1823","CG15646",2.00386485941317,0.142464828722962,0.586987422754989,"others"
"1824","CG15649",0.984639046264386,3.11514486801796,0.202482841823173,"5-6 tissues"
"1825","CG15650",0.509450480747629,9.85830240066614,0.0465225370759826,"others"
"1826","CG15651",0.789325438614161,0.461580377577427,-0.440055106372062,"others"
"1827","CG15653",1.20105298150669,0.103179544971728,-0.222306328026181,"others"
"1828","CG15661",1.91196238174362,0.139740885323281,0.490840262455364,"others"
"1829","CG15666",1.35223201572491,0.556537937482248,0.146245986714099,"others"
"1830","CG15673",1.60825346608832,0.53589659076291,0.366802876002073,"others"
"1831","CG15674",1.13709511022025,0.179818518618642,-0.233428071015549,"others"
"1832","CG15695",0.978504449783764,0.407655886380723,-0.32443133695468,"others"
"1833","CG15696",1.19432105835299,0.483765951626923,-0.0664798044725494,"others"
"1834","CG15706",0.855164122417984,0.516086701129313,-0.412378083809505,"others"
"1835","CG15712",2.16035895582792,1.6897491856873,1.235394799316,"others"
"1836","CG15715",0.459045791431825,1.75497159549311,-0.438765001968264,"others"
"1837","CG15717",0.96577318493585,0.769361366604197,-0.189616399303942,"others"
"1838","CG1572",0.606507994137602,6.04796138298133,-0.0165730591097313,"5-6 tissues"
"1839","CG15731",1.09350903412133,5.87973106548229,0.462241270014245,"others"
"1840","CG15739",0.813568839669527,3.17443638317421,0.0345972213821274,"Bjoern evelopmental paused"
"1841","CG15740",0.851650591265486,4.75592638408054,0.149636136567936,"others"
"1842","CG15743",0.293920591731544,1.66634358664811,-0.64457967034213,"others"
"1843","CG15747",1.06284456759472,0.204895823693672,-0.337838147275885,"others"
"1844","CG15760",0.714882375146904,0.447619639026149,-0.50751803021593,"Bjoern evelopmental paused"
"1845","CG15765",1.1315527532406,0.784549558788505,-0.0190933197178855,"5-6 tissues"
"1846","CG15766",1.08711474281816,0.154588552864436,-0.308532665884881,"others"
"1847","CG15771",0.738580855662134,0.660032690486832,-0.455987622667599,"others"
"1848","CG1578",1.55251670868153,0.141022760061422,0.131819524539772,"others"
"1849","CG15784",4.51029402586299,0.91213704349706,3.44222354887366,"others"
"1850","CG15803",1.10027465718591,0.19330107262665,-0.311240736232719,"others"
"1851","CG15812",1.20587098423883,0.142751287699745,-0.209703419981737,"others"
"1852","CG15814",1.15288937495407,0.219466054609423,-0.259898394134273,"housekeeping"
"1853","CG15818",2.13968500435179,2.66451152153733,1.3112012331449,"0 tissues"
"1854","CG1582",0.851641565673639,0.193479419771525,-0.560292140449112,"housekeeping"
"1855","CG15822",1.45154132570742,0.154975921875261,0.0542723741071043,"Bjoern evelopmental paused"
"1856","CG15861",3.85919586744749,0.481169167742852,2.60395050934518,"others"
"1857","CG15876",1.55862642110951,1.34023592051268,0.549712322554776,"others"
"1858","CG15877",1.58407501759641,0.137972984401573,0.163851141940027,"others"
"1859","CG15878",0.616625673134009,1.49918198697466,-0.39371172254382,"others"
"1860","CG15881",0.414106691383148,2.14501192062362,-0.443664213992304,"others"
"1861","CG15890",1.59478156985995,0.19238744012678,0.185761112407811,"others"
"1862","CG15891",0.854597731750966,0.513386226439913,-0.414746487290935,"housekeeping"
"1863","CG15894",1.12380657241421,0.307681365435308,-0.204861171894279,"others"
"1864","CG15905",1.36329813448577,0.157169580821485,-0.0466592835998694,"others"
"1865","CG15908",0.661021468431715,0.650867614555255,-0.532297769255815,"others"
"1866","CG15916",1.02640270299591,0.106644274622338,-0.402984545835022,"others"
"1867","CG15919",1.37689948913792,0.147709899601813,-0.0177368967424398,"others"
"1868","CG15922",1.70283265562565,0.392591471831756,0.371227257008945,"others"
"1869","CG15923",0.91213256625531,0.559230497604389,-0.289114787965306,"others"
"1870","CG15927",1.45764869337648,0.63569274294733,0.264196465635752,"others"
"1871","CG15930",0.628935759252876,0.426951115958753,-0.624867948777436,"others"
"1872","CG1598",0.814991685285814,0.304771906805321,-0.511828666010271,"others"
"1873","CG1607",1.36994564815479,0.470035352502884,0.13533686915973,"Bjoern evelopmental paused"
"1874","CG1620",1.16736852141799,0.132668231291745,-0.225288099548156,"others"
"1875","CG1622",1.01884227162927,0.508499407714818,-0.253589208463642,"others"
"1876","CG1628",0.83099709984131,1.41338767233288,-0.187534810529312,"others"
"1877","CG1632",1.41818243248947,0.422165387915823,0.150496332246064,"others"
"1878","CG1636",1.11267073326936,0.148076079868588,-0.281512742067078,"others"
"1879","CG1637",1.37269765438571,0.785965487278598,0.222669200624708,"others"
"1880","CG1640",0.631930580177694,1.57786190453907,-0.347080148750959,"others"
"1881","CG1646",1.02411351984125,0.368857754233559,-0.324838909732343,"others"
"1882","CG1647",1.36622824608099,0.139820893907153,-0.054890927340991,"others"
"1883","CG1648",0.354167352889298,7.06618072828293,-0.22535182743256,"5-6 tissues"
"1884","CG1662",1.01711129677869,0.117299630783704,-0.381203260002078,"housekeeping"
"1885","CG1665",1.23745309182459,0.12745588469407,-0.120822916420739,"others"
"1886","CG1667",2.23190863110521,0.19453700325159,0.818071857628603,"others"
"1887","CG16711",0.671804326496562,0.636725272000819,-0.521647787648571,"5-6 tissues"
"1888","CG16713",1.23474739893407,1.24150150790376,0.222762897898716,"others"
"1889","CG16717",1.2411612651989,0.184531019540369,-0.145836030129532,"others"
"1890","CG16721",0.888984955453143,1.0168498779969,-0.11721194181705,"others"
"1891","CG1673",0.920681456224599,0.169088652083603,-0.48611959500378,"Bjoern evelopmental paused"
"1892","CG16739",2.02744043768341,1.55305907767996,1.03806645653264,"others"
"1893","CG1674",0.290961111468139,5.80718514450543,-0.344075328045478,"others"
"1894","CG16743",1.09860247546828,1.94135517871996,0.236114916907619,"others"
"1895","CG16749",1.53234795320394,0.560248675287551,0.332972160415188,"others"
"1896","CG16753",1.89069219180407,0.136482645652411,0.472921551781422,"others"
"1897","CG16756",0.997798691112368,0.955264569107375,-0.0369210902598704,"0 tissues"
"1898","CG16758",1.0397317934714,1.29284629796,0.0299969814411796,"housekeeping"
"1899","CG1677",0.555938979715418,1.00287037360437,-0.454580571996777,"others"
"1900","CG16771",0.926050647365042,0.114405281214747,-0.49395553472151,"others"
"1901","CG16779",0.527161130659915,2.7642124808184,-0.285884505545101,"others"
"1902","CG16786",0.809841334112822,1.12087037366663,-0.197911793815871,"others"
"1903","CG16787",0.979587647039877,0.248046500052879,-0.35571936604328,"others"
"1904","CG16789",0.866657183938632,0.425656960918822,-0.390986985453717,"others"
"1905","CG16791",0.598977349322974,1.0681603378884,-0.402280023506229,"Bjoern evelopmental paused"
"1906","CG16798",1.83961359878997,0.306619213884108,0.511661192994691,"others"
"1907","CG16799",2.65706205468566,1.1235449507656,1.6486442360659,"others"
"1908","CG16812",1.09915890177967,0.215924282382543,-0.306961600267012,"others"
"1909","CG16813",1.18577964141101,0.123991640238128,-0.165921063862141,"others"
"1910","CG16815",2.73802965373704,0.81671668200336,1.60321914557196,"others"
"1911","CG16817",0.438195064404047,3.00429998818729,-0.35245846657111,"others"
"1912","CG16820",0.929967049448021,4.29951833676799,0.190249289453673,"others"
"1913","CG16833",0.971148531528312,0.230092150516556,-0.410475130082789,"others"
"1914","CG16836",1.78115786662629,0.150437556455407,0.389228531216576,"others"
"1915","CG16865",1.10767275187286,0.105448640878345,-0.320267155446379,"others"
"1916","CG16868",1.96795324695518,0.103844156068527,0.543116945641153,"others"
"1917","CG1688",1.22286249749787,0.497648195929067,-0.0535104212568145,"others"
"1918","CG16884",0.520774398648265,6.18377629435291,-0.0960659910787127,"others"
"1919","CG16885",0.437851038555563,8.17759184628595,-0.0919429473335674,"others"
"1920","CG16886",1.4448328869036,4.02927828675606,0.686927543819779,"others"
"1921","CG16892",2.04672385940885,0.198264854586954,0.635466392367029,"others"
"1922","CG16898",1.24389581140486,0.168763737509453,-0.164349182717087,"0 tissues"
"1923","CG16903",0.907169132943831,0.272012910086754,-0.458004025451131,"others"
"1924","CG16904",1.02983436204709,1.10383727842757,0.0261143067149538,"others"
"1925","CG16926",0.992412153632174,1.03928633381979,-0.0101962108721078,"others"
"1926","CG16935",0.982909120414361,0.244380684419309,-0.353788990570365,"others"
"1927","CG1695",0.861068818626997,0.293107151600067,-0.45112479645197,"others"
"1928","CG16952",0.781817705106309,0.198814836413737,-0.628203595260881,"others"
"1929","CG16953",1.18681000609885,0.250679044940517,-0.152650653741137,"housekeeping"
"1930","CG16959",1.09177044176312,0.707146274005493,-0.0891569244213368,"others"
"1931","CG16974",0.778496934260556,0.476874634432012,-0.467559175881526,"others"
"1932","CG16979",1.1318837261239,0.106870903890194,-0.297689762910061,"others"
"1933","CG1698",1.27917959457205,0.608887918709744,0.0929853218683472,"5-6 tissues"
"1934","CG16984",0.555453288745568,2.15933640992573,-0.303255847392113,"others"
"1935","CG16985",2.11297747208422,0.111850526777172,0.68490293665626,"housekeeping"
"1936","CG16986",0.82392655548402,0.398988350557366,-0.498343175020135,"housekeeping"
"1937","CG16989",1.25283067450405,0.123567432279557,-0.10033938870247,"others"
"1938","CG17002",1.03582944170957,0.144224836357556,-0.371667434977699,"others"
"1939","CG17018",2.05581956323417,0.315895158794302,0.716164674006599,"others"
"1940","CG17019",1.26683570108731,0.101911667628371,-0.153545460984199,"others"
"1941","CG17026",1.07323161218821,0.249475234543747,-0.263897751582771,"others"
"1942","CG17027",0.565630456354472,1.97504230489798,-0.294273838540369,"others"
"1943","CG17028",1.49220176588793,0.443924054191196,0.269631585817992,"others"
"1944","CG17029",0.464683134624904,5.81174691316353,-0.17011133647642,"others"
"1945","CG1703",0.884438620684913,0.412352689876433,-0.406513464400541,"others"
"1946","CG17032",1.55441763001838,0.728802571835004,0.393899008828632,"others"
"1947","CG17059",0.648328584387652,0.626382275732067,-0.544907706821653,"others"
"1948","CG17075",0.993264303494514,0.684801271333934,-0.207447904160235,"5-6 tissues"
"1949","CG17078",0.908251561956246,0.216682695990107,-0.499149323806088,"others"
"1950","CG17104",1.06846711821214,0.664019681177415,-0.127442775256752,"5-6 tissues"
"1951","CG17107",1.98669982194037,0.793999117305351,0.840313090292856,"0 tissues"
"1952","CG17110",0.889545271018536,0.854570118646362,-0.221471625770633,"others"
"1953","CG17111",0.859414023171247,1.04071016012191,-0.143069824166871,"others"
"1954","CG17118",0.690755473531493,0.242860043862181,-0.648707839911479,"others"
"1955","CG17121",0.771344994009139,1.83795940411754,-0.107233750061499,"5-6 tissues"
"1956","CG17122",0.992670094377509,0.376216758660788,-0.355728968399413,"others"
"1957","CG17124",1.03197128155803,2.13962536406644,0.17452722263544,"Bjoern evelopmental paused"
"1958","CG17127",0.981327024170509,9.99958965334606,0.523644869586031,"others"
"1959","CG17129",1.65457366098169,0.123192472000416,0.29964390324795,"others"
"1960","CG17134",2.06169441636692,0.127228192272814,0.704468819689395,"0 tissues"
"1961","CG17145",3.07003444178867,0.166215053191762,1.65505477824534,"others"
"1962","CG17147",1.69079412140107,0.266408650706288,0.325859875113122,"others"
"1963","CG17168",1.10836637811484,0.32737816001819,-0.236248929804321,"Bjoern evelopmental paused"
"1964","CG17177",1.58579175070575,0.132750154349216,0.192285938453503,"others"
"1965","CG17180",0.913667522858637,0.201455718476732,-0.490039041028186,"housekeeping"
"1966","CG17193",1.4077042419058,0.148781348604135,0.0143438419873629,"others"
"1967","CG17202",0.605114430957006,0.860492523966489,-0.501825180072968,"others"
"1968","CG17211",2.73921552270933,0.338300199526747,1.39550236050801,"others"
"1969","CG17219",1.17611272246372,0.103627614970314,-0.248248593394065,"others"
"1970","CG17224",0.815344338504473,2.46726676955495,-0.0388013390541736,"Bjoern evelopmental paused"
"1971","CG17233",0.881258926201928,0.246378154308267,-0.453588013718856,"others"
"1972","CG17249",1.1405802982809,0.114093605552863,-0.281142582846514,"others"
"1973","CG17264",1.51384443524325,0.438064995641092,0.287078911383404,"others"
"1974","CG17265",0.837621584078226,1.24319942214454,-0.174304313990318,"others"
"1975","CG17266",1.532138142098,0.171265217200142,0.138320053881789,"others"
"1976","CG17270",0.834804063863265,0.424444971278087,-0.426405759403764,"Bjoern evelopmental paused"
"1977","CG17271",0.447856334449705,3.37097967462413,-0.332619208025694,"others"
"1978","CG17272",0.841378676385995,2.30984102846428,-0.0198802091143301,"housekeeping"
"1979","CG17278",0.96517253513733,3.28772810994439,0.187513500909983,"others"
"1980","CG17290",1.5424161089071,6.89783009597601,0.955761104918525,"others"
"1981","CG17292",0.350902172738902,4.59818809789185,-0.363584109366753,"Bjoern evelopmental paused"
"1982","CG17294",0.941958741093942,0.155160788797344,-0.456183898291962,"others"
"1983","CG17298",1.90737363436739,0.408800701593467,0.607362183502173,"others"
"1984","CG17321",1.03672691551642,0.586449961666322,-0.129125352136279,"others"
"1985","CG17323",1.22708320983262,0.537952672684718,-0.0102405690832801,"others"
"1986","CG17333",1.12351035820773,0.954716457288969,0.0884702582296093,"housekeeping"
"1987","CG17343",0.872997960483293,0.642877591257313,-0.320402756354624,"others"
"1988","CG17350",1.17036327578701,1.58300206033739,0.193447756182746,"others"
"1989","CG17360",0.94230230026487,0.153135313655389,-0.450178639134414,"others"
"1990","CG17361",3.00595915974016,0.167055567150146,1.59289770889346,"others"
"1991","CG1737",0.898672699455929,0.356983938048992,-0.446229863346008,"others"
"1992","CG17378",0.811911223716488,0.11641541270784,-0.593338674905234,"others"
"1993","CG1738",1.51151314810754,0.138942858628639,0.0905571908508873,"others"
"1994","CG17385",0.649827511275584,0.545620766543799,-0.572681866933287,"others"
"1995","CG17387",1.37950089706111,0.108380089254283,-0.0505954346122708,"others"
"1996","CG17440",0.880270657765082,0.384766227977424,-0.460834186533732,"others"
"1997","CG17450",0.753588457688987,0.888508379441986,-0.334304534978553,"others"
"1998","CG17454",0.435694522142477,1.86875197222621,-0.437139715254714,"others"
"1999","CG17475",1.41528482124445,0.137264933070672,-0.00398934388046079,"0 tissues"
"2000","CG17486",0.90987214243781,0.328319440682432,-0.434598934073549,"others"
"2001","CG17493",0.390738454186354,2.21027411957677,-0.471238072637574,"others"
"2002","CG1750",1.14671498616154,0.151515595864197,-0.244895729503091,"others"
"2003","CG17508",0.717805473236171,1.76374442902514,-0.177628893027982,"housekeeping"
"2004","CG17514",0.697347184589089,1.02794630094719,-0.306643905227041,"housekeeping"
"2005","CG17528",0.848967063052991,0.403174808574997,-0.46485053046856,"others"
"2006","CG17544",1.56102894616103,0.40059437870619,0.241731798554414,"others"
"2007","CG17549",2.575629526027,0.372783821941439,1.22598924066115,"others"
"2008","CG17556",0.951808409817862,0.481771191264842,-0.304742917793176,"others"
"2009","CG17560",0.137020037116113,6.97592565467083,-0.446350088172108,"others"
"2010","CG17562",0.886031456300751,5.46086035312803,0.23094282785059,"others"
"2011","CG17564",0.675046006046664,3.58293056873437,-0.112015428246936,"others"
"2012","CG17565",1.0043190114816,0.213380432385321,-0.400122250583786,"housekeeping"
"2013","CG17568",1.07596615468171,0.12815266306571,-0.2856984932752,"others"
"2014","CG17570",1.87029587440527,0.234707340239653,0.50797701168064,"others"
